Terms,Single-Species
hsa00920_Sulfur_metabolism,0.02797 
hsa00970_Aminoacyl-tRNA_biosynthesis,0.00103 
hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450,0.05861 
hsa00982_Drug_metabolism,0.00010 
hsa00983_Drug_metabolism,0.06044 
hsa01040_Biosynthesis_of_unsaturated_fatty_acids,0.00065 
hsa01200_Carbon_metabolism,0.00002 
hsa01210_2-Oxocarboxylic_acid_metabolism,0.68005 
hsa01212_Fatty_acid_metabolism,0.00061 
hsa01230_Biosynthesis_of_amino_acids,0.01552 
hsa01240_Biosynthesis_of_cofactors,0.18261 
hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance,0.21313 
hsa01522_Endocrine_resistance,0.85226 
hsa01523_Antifolate_resistance,0.10135 
hsa01524_Platinum_drug_resistance,0.09818 
hsa02010_ABC_transporters,0.93128 
hsa03008_Ribosome_biogenesis_in_eukaryotes,0.47256 
hsa03010_Ribosome,1.00000 
hsa03013_RNA_transport,0.06276 
hsa03015_mRNA_surveillance_pathway,0.19979 
hsa03018_RNA_degradation,0.00000 
hsa03020_RNA_polymerase,0.99991 
hsa03022_Basal_transcription_factors,0.00037 
hsa03030_DNA_replication,0.00000 
hsa03040_Spliceosome,1.00000 
hsa03050_Proteasome,0.93452 
hsa03060_Protein_export,0.00004 
hsa03320_PPAR_signaling_pathway,0.86112 
hsa03410_Base_excision_repair,0.19883 
hsa03420_Nucleotide_excision_repair,0.02789 
hsa03430_Mismatch_repair,0.00045 
hsa03440_Homologous_recombination,0.98338 
hsa03450_Non-homologous_end-joining,0.00035 
hsa03460_Fanconi_anemia_pathway,0.03777 
hsa04010_MAPK_signaling_pathway,0.00000 
hsa04012_ErbB_signaling_pathway,0.70551 
hsa04014_Ras_signaling_pathway,1.00000 
hsa04015_Rap1_signaling_pathway,0.96087 
hsa04020_Calcium_signaling_pathway,0.94259 
hsa04022_cGMP-PKG_signaling_pathway,0.44341 
hsa04024_cAMP_signaling_pathway,0.80722 
hsa04060_Cytokine-cytokine_receptor_interaction,0.99973 
hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor,0.00141 
hsa04062_Chemokine_signaling_pathway,0.00109 
hsa04064_NF-kappa_B_signaling_pathway,0.01620 
hsa04066_HIF-1_signaling_pathway,0.99310 
hsa04068_FoxO_signaling_pathway,0.00000 
hsa04070_Phosphatidylinositol_signaling_system,0.00000 
hsa04071_Sphingolipid_signaling_pathway,0.68348 
hsa04072_Phospholipase_D_signaling_pathway,0.00467 
hsa04080_Neuroactive_ligand-receptor_interaction,1.00000 
hsa04110_Cell_cycle,0.00000 
hsa04114_Oocyte_meiosis,0.95397 
hsa04115_p53_signaling_pathway,0.70861 
hsa04120_Ubiquitin_mediated_proteolysis,0.00000 
hsa04122_Sulfur_relay_system,0.47353 
hsa04130_SNARE_interactions_in_vesicular_transport,0.00029 
hsa04136_Autophagy,0.00001 
hsa04137_Mitophagy,0.00801 
hsa04140_Autophagy,0.00000 
hsa04141_Protein_processing_in_endoplasmic_reticulum,0.00000 
hsa04142_Lysosome,0.85720 
hsa04144_Endocytosis,0.00000 
hsa04145_Phagosome,0.00000 
hsa04146_Peroxisome,0.99999 
hsa04150_mTOR_signaling_pathway,0.99956 
hsa04151_PI3K-Akt_signaling_pathway,0.06830 
hsa04152_AMPK_signaling_pathway,0.07582 
hsa04210_Apoptosis,0.90648 
hsa04211_Longevity_regulating_pathway,0.26804 
hsa04213_Longevity_regulating_pathway,0.95129 
hsa04215_Apoptosis,0.27353 
hsa04216_Ferroptosis,0.93278 
hsa04217_Necroptosis,0.00000 
hsa04218_Cellular_senescence,0.00004 
hsa04260_Cardiac_muscle_contraction,0.32092 
hsa04261_Adrenergic_signaling_in_cardiomyocytes,0.18740 
hsa04270_Vascular_smooth_muscle_contraction,0.00014 
hsa04310_Wnt_signaling_pathway,1.00000 
hsa04330_Notch_signaling_pathway,0.87560 
hsa04340_Hedgehog_signaling_pathway,0.88491 
hsa04350_TGF-beta_signaling_pathway,1.00000 
hsa04360_Axon_guidance,0.00000 
hsa04370_VEGF_signaling_pathway,0.41909 
hsa04371_Apelin_signaling_pathway,0.00017 
hsa04380_Osteoclast_differentiation,0.99982 
hsa04390_Hippo_signaling_pathway,1.00000 
hsa04392_Hippo_signaling_pathway,0.98977 
hsa04510_Focal_adhesion,0.07253 
hsa04512_ECM-receptor_interaction,0.00126 
hsa04514_Cell_adhesion_molecules,1.00000 
hsa04520_Adherens_junction,0.00369 
hsa04530_Tight_junction,0.99790 
hsa04540_Gap_junction,0.28566 
hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells,0.00006 
hsa04610_Complement_and_coagulation_cascades,0.03226 
hsa04611_Platelet_activation,0.00165 
hsa04612_Antigen_processing_and_presentation,0.48778 
hsa04613_Neutrophil_extracellular_trap_formation,0.00000 
hsa04614_Renin-angiotensin_system,0.00067 
hsa04620_Toll-like_receptor_signaling_pathway,0.50563 
hsa04621_NOD-like_receptor_signaling_pathway,0.00000 
hsa04622_RIG-I-like_receptor_signaling_pathway,0.00000 
hsa04623_Cytosolic_DNA-sensing_pathway,0.17689 
hsa04625_C-type_lectin_receptor_signaling_pathway,0.27098 
hsa04630_JAK-STAT_signaling_pathway,0.09990 
hsa04640_Hematopoietic_cell_lineage,0.00000 
hsa04650_Natural_killer_cell_mediated_cytotoxicity,0.33998 
hsa04657_IL-17_signaling_pathway,0.99997 
hsa04658_Th1_and_Th2_cell_differentiation,0.01100 
hsa04659_Th17_cell_differentiation,0.06086 
hsa04660_T_cell_receptor_signaling_pathway,0.98778 
hsa04662_B_cell_receptor_signaling_pathway,0.01915 
hsa04664_Fc_epsilon_RI_signaling_pathway,0.09658 
hsa04666_Fc_gamma_R-mediated_phagocytosis,0.28998 
hsa04668_TNF_signaling_pathway,0.99914 
hsa04670_Leukocyte_transendothelial_migration,0.33541 
hsa04672_Intestinal_immune_network_for_IgA_production,0.60621 
hsa04710_Circadian_rhythm,0.69525 
hsa04713_Circadian_entrainment,0.43402 
hsa04714_Thermogenesis,0.45836 
hsa04720_Long-term_potentiation,0.60077 
hsa04721_Synaptic_vesicle_cycle,0.98267 
hsa04722_Neurotrophin_signaling_pathway,0.82654 
hsa04723_Retrograde_endocannabinoid_signaling,0.07721 
hsa04724_Glutamatergic_synapse,0.95780 
hsa04725_Cholinergic_synapse,0.10461 
hsa04726_Serotonergic_synapse,0.82251 
hsa04727_GABAergic_synapse,0.02062 
hsa04728_Dopaminergic_synapse,0.19036 
hsa04730_Long-term_depression,0.80763 
hsa04740_Olfactory_transduction,1.00000 
hsa04742_Taste_transduction,0.93192 
hsa04744_Phototransduction,0.05233 
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,0.01508 
hsa04810_Regulation_of_actin_cytoskeleton,0.12367 
hsa04910_Insulin_signaling_pathway,0.00059 
hsa04911_Insulin_secretion,0.86689 
hsa04912_GnRH_signaling_pathway,0.26245 
hsa04913_Ovarian_steroidogenesis,0.17882 
hsa04914_Progesterone-mediated_oocyte_maturation,0.03158 
hsa04915_Estrogen_signaling_pathway,0.99633 
hsa04916_Melanogenesis,0.82486 
hsa04917_Prolactin_signaling_pathway,0.90905 
hsa04918_Thyroid_hormone_synthesis,0.04762 
hsa04919_Thyroid_hormone_signaling_pathway,0.00094 
hsa04920_Adipocytokine_signaling_pathway,0.12442 
hsa04921_Oxytocin_signaling_pathway,0.03227 
hsa04922_Glucagon_signaling_pathway,0.00725 
hsa04923_Regulation_of_lipolysis_in_adipocytes,0.69555 
hsa04924_Renin_secretion,0.19453 
hsa04925_Aldosterone_synthesis_and_secretion,0.46205 
hsa04926_Relaxin_signaling_pathway,0.04461 
hsa04927_Cortisol_synthesis_and_secretion,0.02156 
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",0.08988 
hsa04929_GnRH_secretion,0.03605 
hsa04930_Type_II_diabetes_mellitus,0.45426 
hsa04931_Insulin_resistance,0.00064 
hsa04932_Non-alcoholic_fatty_liver_disease,0.99054 
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,0.16611 
hsa04934_Cushing_syndrome,0.20045 
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.79087 
hsa04940_Type_I_diabetes_mellitus,0.42614 
hsa04950_Maturity_onset_diabetes_of_the_young,0.17615 
hsa04960_Aldosterone-regulated_sodium_reabsorption,0.00007 
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,0.73235 
hsa04962_Vasopressin-regulated_water_reabsorption,0.24045 
hsa04964_Proximal_tubule_bicarbonate_reclamation,0.97823 
hsa04966_Collecting_duct_acid_secretion,0.90684 
hsa04970_Salivary_secretion,0.21468 
hsa04971_Gastric_acid_secretion,0.52104 
hsa04972_Pancreatic_secretion,0.03729 
hsa04973_Carbohydrate_digestion_and_absorption,0.66524 
hsa04974_Protein_digestion_and_absorption,0.09983 
hsa04975_Fat_digestion_and_absorption,0.86224 
hsa04976_Bile_secretion,0.02082 
hsa04977_Vitamin_digestion_and_absorption,0.99994 
hsa04978_Mineral_absorption,1.00000 
hsa04979_Cholesterol_metabolism,0.56834 
hsa05010_Alzheimer_disease,0.00000 
hsa05012_Parkinson_disease,0.09947 
hsa05014_Amyotrophic_lateral_sclerosis,0.00021 
hsa05016_Huntington_disease,0.00049 
hsa05017_Spinocerebellar_ataxia,0.99683 
hsa05020_Prion_disease,0.15582 
hsa05022_Pathways_of_neurodegeneration,0.99927 
hsa05030_Cocaine_addiction,0.02925 
hsa05031_Amphetamine_addiction,0.03372 
hsa05032_Morphine_addiction,0.00043 
hsa05033_Nicotine_addiction,0.36356 
hsa05034_Alcoholism,0.00000 
hsa05100_Bacterial_invasion_of_epithelial_cells,0.05645 
hsa05110_Vibrio_cholerae_infection,0.01954 
hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection,0.08610 
hsa05130_Pathogenic_Escherichia_coli_infection,0.88181 
hsa05131_Shigellosis,0.00000 
hsa05132_Salmonella_infection,0.00006 
hsa05133_Pertussis,0.06995 
hsa05134_Legionellosis,0.00011 
hsa05135_Yersinia_infection,0.00000 
hsa05140_Leishmaniasis,0.77924 
hsa05142_Chagas_disease,0.74972 
hsa05143_African_trypanosomiasis,0.00420 
hsa05144_Malaria,0.29227 
hsa05145_Toxoplasmosis,0.57475 
hsa05146_Amoebiasis,0.77952 
hsa05150_Staphylococcus_aureus_infection,0.09861 
hsa05152_Tuberculosis,0.00019 
hsa05160_Hepatitis_C,0.04717 
hsa05161_Hepatitis_B,0.05888 
hsa05162_Measles,0.33418 
hsa05163_Human_cytomegalovirus_infection,0.27081 
hsa05164_Influenza_A,0.00000 
hsa05165_Human_papillomavirus_infection,0.00000 
hsa05166_Human_T-cell_leukemia_virus_1_infection,0.07471 
hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection,0.00043 
hsa05168_Herpes_simplex_virus_1_infection,1.00000 
hsa05169_Epstein-Barr_virus_infection,0.01440 
hsa05170_Human_immunodeficiency_virus_1_infection,0.21123 
hsa05171_Coronavirus_disease,0.07238 
hsa05202_Transcriptional_misregulation_in_cancer,0.00000 
hsa05203_Viral_carcinogenesis,0.00003 
hsa05204_Chemical_carcinogenesis,0.00778 
hsa05205_Proteoglycans_in_cancer,0.99952 
hsa05206_MicroRNAs_in_cancer,0.99976 
hsa05207_Chemical_carcinogenesis,0.98440 
hsa05210_Colorectal_cancer,0.01476 
hsa05211_Renal_cell_carcinoma,0.49840 
hsa05212_Pancreatic_cancer,0.40813 
hsa05213_Endometrial_cancer,0.25171 
hsa05214_Glioma,0.44148 
hsa05215_Prostate_cancer,0.00028 
hsa05216_Thyroid_cancer,0.90297 
hsa05217_Basal_cell_carcinoma,0.31625 
hsa05218_Melanoma,0.36705 
hsa05219_Bladder_cancer,0.96407 
hsa05220_Chronic_myeloid_leukemia,0.35227 
hsa05221_Acute_myeloid_leukemia,0.97870 
hsa05222_Small_cell_lung_cancer,0.38547 
hsa05223_Non-small_cell_lung_cancer,0.11910 
hsa05224_Breast_cancer,0.32803 
hsa05225_Hepatocellular_carcinoma,0.29107 
hsa05226_Gastric_cancer,0.34465 
hsa05230_Central_carbon_metabolism_in_cancer,0.45104 
hsa05231_Choline_metabolism_in_cancer,0.00001 
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,0.88898 
hsa05310_Asthma,0.27407 
hsa05320_Autoimmune_thyroid_disease,0.37626 
hsa05321_Inflammatory_bowel_disease,0.01016 
hsa05322_Systemic_lupus_erythematosus,0.00000 
hsa05323_Rheumatoid_arthritis,0.19864 
hsa05330_Allograft_rejection,0.36514 
hsa05332_Graft-versus-host_disease,0.76298 
hsa05340_Primary_immunodeficiency,0.00015 
hsa05410_Hypertrophic_cardiomyopathy,0.20843 
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,0.01069 
hsa05414_Dilated_cardiomyopathy,0.21034 
hsa05415_Diabetic_cardiomyopathy,0.00002 
hsa05416_Viral_myocarditis,0.43174 
hsa05417_Lipid_and_atherosclerosis,0.04767 
hsa05418_Fluid_shear_stress_and_atherosclerosis,0.01404 
