Terms,Single-Species
hsa05165_Human_papillomavirus_infection,0.98973 
hsa05166_Human_T-cell_leukemia_virus_1_infection,0.99612 
hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection,0.99933 
hsa05168_Herpes_simplex_virus_1_infection,1.00000 
hsa05169_Epstein-Barr_virus_infection,0.96584 
hsa05170_Human_immunodeficiency_virus_1_infection,0.05148 
hsa05171_Coronavirus_disease,0.93152 
hsa05202_Transcriptional_misregulation_in_cancer,1.00000 
hsa05203_Viral_carcinogenesis,0.99924 
hsa05204_Chemical_carcinogenesis,0.43784 
hsa05205_Proteoglycans_in_cancer,0.99978 
hsa05206_MicroRNAs_in_cancer,1.00000 
hsa05207_Chemical_carcinogenesis,0.99388 
hsa05210_Colorectal_cancer,0.93653 
hsa05211_Renal_cell_carcinoma,0.84912 
hsa05212_Pancreatic_cancer,0.93218 
hsa05213_Endometrial_cancer,0.93227 
hsa05214_Glioma,0.93227 
hsa05215_Prostate_cancer,0.99415 
hsa05216_Thyroid_cancer,0.93660 
hsa05217_Basal_cell_carcinoma,0.93227 
hsa05218_Melanoma,0.93227 
hsa05219_Bladder_cancer,0.98034 
hsa05220_Chronic_myeloid_leukemia,0.91292 
hsa05221_Acute_myeloid_leukemia,0.84163 
hsa05222_Small_cell_lung_cancer,1.00000 
hsa05223_Non-small_cell_lung_cancer,0.85466 
hsa05224_Breast_cancer,0.93227 
hsa05225_Hepatocellular_carcinoma,0.99942 
hsa05226_Gastric_cancer,0.95376 
hsa05230_Central_carbon_metabolism_in_cancer,0.94090 
hsa05231_Choline_metabolism_in_cancer,1.00000 
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,0.60105 
hsa05310_Asthma,0.62059 
hsa05320_Autoimmune_thyroid_disease,0.93256 
hsa05321_Inflammatory_bowel_disease,0.93319 
hsa05322_Systemic_lupus_erythematosus,0.98854 
hsa05323_Rheumatoid_arthritis,0.93227 
hsa05330_Allograft_rejection,0.93227 
hsa05332_Graft-versus-host_disease,0.93227 
hsa05340_Primary_immunodeficiency,0.87975 
hsa05410_Hypertrophic_cardiomyopathy,0.92088 
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,0.99783 
hsa05414_Dilated_cardiomyopathy,0.92089 
hsa05415_Diabetic_cardiomyopathy,0.93524 
hsa05416_Viral_myocarditis,0.91011 
hsa05417_Lipid_and_atherosclerosis,0.99938 
hsa05418_Fluid_shear_stress_and_atherosclerosis,0.93228 
