Terms,Single-Species
hsa04115_p53_signaling_pathway,1.00000 
hsa04120_Ubiquitin_mediated_proteolysis,1.00000 
hsa04122_Sulfur_relay_system,0.99993 
hsa04130_SNARE_interactions_in_vesicular_transport,1.00000 
hsa04136_Autophagy,0.99605 
hsa04137_Mitophagy,1.00000 
hsa04140_Autophagy,1.00000 
hsa04141_Protein_processing_in_endoplasmic_reticulum,1.00000 
hsa04142_Lysosome,1.00000 
hsa04144_Endocytosis,1.00000 
hsa04145_Phagosome,1.00000 
hsa04146_Peroxisome,1.00000 
hsa04150_mTOR_signaling_pathway,1.00000 
hsa04151_PI3K-Akt_signaling_pathway,1.00000 
hsa04152_AMPK_signaling_pathway,0.99991 
hsa04210_Apoptosis,1.00000 
hsa04211_Longevity_regulating_pathway,0.99607 
hsa04213_Longevity_regulating_pathway,0.99913 
hsa04215_Apoptosis,0.99904 
hsa04216_Ferroptosis,0.99999 
hsa04217_Necroptosis,1.00000 
hsa04218_Cellular_senescence,1.00000 
hsa04260_Cardiac_muscle_contraction,0.99984 
hsa04261_Adrenergic_signaling_in_cardiomyocytes,1.00000 
hsa04270_Vascular_smooth_muscle_contraction,1.00000 
hsa04310_Wnt_signaling_pathway,1.00000 
hsa04330_Notch_signaling_pathway,1.00000 
hsa04340_Hedgehog_signaling_pathway,1.00000 
hsa04350_TGF-beta_signaling_pathway,1.00000 
hsa04360_Axon_guidance,1.00000 
hsa04370_VEGF_signaling_pathway,0.99915 
hsa04371_Apelin_signaling_pathway,0.99606 
hsa04380_Osteoclast_differentiation,1.00000 
hsa04390_Hippo_signaling_pathway,0.99998 
hsa04392_Hippo_signaling_pathway,1.00000 
hsa04510_Focal_adhesion,0.99997 
hsa04512_ECM-receptor_interaction,1.00000 
hsa04514_Cell_adhesion_molecules,1.00000 
hsa04520_Adherens_junction,1.00000 
hsa04530_Tight_junction,1.00000 
hsa04540_Gap_junction,0.99910 
hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells,1.00000 
hsa04610_Complement_and_coagulation_cascades,1.00000 
hsa04611_Platelet_activation,0.99983 
hsa04612_Antigen_processing_and_presentation,0.99932 
hsa04613_Neutrophil_extracellular_trap_formation,0.99997 
hsa04614_Renin-angiotensin_system,1.00000 
hsa04620_Toll-like_receptor_signaling_pathway,0.99973 
hsa04621_NOD-like_receptor_signaling_pathway,1.00000 
hsa04622_RIG-I-like_receptor_signaling_pathway,1.00000 
hsa04623_Cytosolic_DNA-sensing_pathway,0.99877 
hsa04625_C-type_lectin_receptor_signaling_pathway,0.99968 
hsa04630_JAK-STAT_signaling_pathway,0.99998 
hsa04640_Hematopoietic_cell_lineage,1.00000 
hsa04650_Natural_killer_cell_mediated_cytotoxicity,1.00000 
hsa04657_IL-17_signaling_pathway,1.00000 
hsa04658_Th1_and_Th2_cell_differentiation,0.99606 
hsa04659_Th17_cell_differentiation,0.99920 
hsa04660_T_cell_receptor_signaling_pathway,0.99874 
hsa04662_B_cell_receptor_signaling_pathway,0.99986 
hsa04664_Fc_epsilon_RI_signaling_pathway,0.99921 
hsa04666_Fc_gamma_R-mediated_phagocytosis,0.99604 
hsa04668_TNF_signaling_pathway,0.99885 
hsa04670_Leukocyte_transendothelial_migration,0.99832 
hsa04672_Intestinal_immune_network_for_IgA_production,0.99921 
hsa04710_Circadian_rhythm,1.00000 
hsa04713_Circadian_entrainment,0.99921 
hsa04714_Thermogenesis,1.00000 
hsa04720_Long-term_potentiation,0.99605 
hsa04721_Synaptic_vesicle_cycle,1.00000 
hsa04722_Neurotrophin_signaling_pathway,1.00000 
hsa04723_Retrograde_endocannabinoid_signaling,0.99993 
hsa04724_Glutamatergic_synapse,0.99995 
hsa04725_Cholinergic_synapse,0.99998 
hsa04726_Serotonergic_synapse,0.99877 
hsa04727_GABAergic_synapse,0.99999 
hsa04728_Dopaminergic_synapse,0.99967 
hsa04730_Long-term_depression,0.99983 
hsa04740_Olfactory_transduction,1.00000 
hsa04742_Taste_transduction,1.00000 
hsa04744_Phototransduction,1.00000 
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,0.99998 
hsa04810_Regulation_of_actin_cytoskeleton,1.00000 
hsa04910_Insulin_signaling_pathway,1.00000 
hsa04911_Insulin_secretion,0.99993 
hsa04912_GnRH_signaling_pathway,0.99605 
hsa04913_Ovarian_steroidogenesis,0.99605 
hsa04914_Progesterone-mediated_oocyte_maturation,0.99981 
hsa04915_Estrogen_signaling_pathway,0.99999 
hsa04916_Melanogenesis,0.99847 
hsa04917_Prolactin_signaling_pathway,0.99937 
hsa04918_Thyroid_hormone_synthesis,1.00000 
hsa04919_Thyroid_hormone_signaling_pathway,1.00000 
hsa04920_Adipocytokine_signaling_pathway,0.99826 
hsa04921_Oxytocin_signaling_pathway,0.99605 
hsa04922_Glucagon_signaling_pathway,1.00000 
hsa04923_Regulation_of_lipolysis_in_adipocytes,0.99921 
hsa04924_Renin_secretion,0.99606 
hsa04925_Aldosterone_synthesis_and_secretion,0.99914 
hsa04926_Relaxin_signaling_pathway,0.99605 
hsa04927_Cortisol_synthesis_and_secretion,0.99897 
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",1.00000 
hsa04929_GnRH_secretion,0.99957 
hsa04930_Type_II_diabetes_mellitus,0.99605 
hsa04931_Insulin_resistance,0.99999 
hsa04932_Non-alcoholic_fatty_liver_disease,0.99605 
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,0.99605 
hsa04934_Cushing_syndrome,0.99991 
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.99942 
hsa04940_Type_I_diabetes_mellitus,0.99995 
hsa04950_Maturity_onset_diabetes_of_the_young,1.00000 
hsa04960_Aldosterone-regulated_sodium_reabsorption,0.99995 
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,0.99825 
hsa04962_Vasopressin-regulated_water_reabsorption,0.99980 
hsa04964_Proximal_tubule_bicarbonate_reclamation,0.99816 
hsa04966_Collecting_duct_acid_secretion,0.99987 
hsa04970_Salivary_secretion,1.00000 
hsa04971_Gastric_acid_secretion,1.00000 
hsa04972_Pancreatic_secretion,0.99983 
hsa04973_Carbohydrate_digestion_and_absorption,0.99926 
hsa04974_Protein_digestion_and_absorption,1.00000 
hsa04975_Fat_digestion_and_absorption,0.99699 
hsa04976_Bile_secretion,1.00000 
hsa04977_Vitamin_digestion_and_absorption,1.00000 
hsa04978_Mineral_absorption,1.00000 
hsa04979_Cholesterol_metabolism,1.00000 
hsa05010_Alzheimer_disease,1.00000 
hsa05012_Parkinson_disease,0.99606 
hsa05014_Amyotrophic_lateral_sclerosis,1.00000 
hsa05016_Huntington_disease,0.99863 
hsa05017_Spinocerebellar_ataxia,1.00000 
hsa05020_Prion_disease,0.99867 
hsa05022_Pathways_of_neurodegeneration,0.99608 
hsa05030_Cocaine_addiction,0.99918 
hsa05031_Amphetamine_addiction,0.99780 
hsa05032_Morphine_addiction,0.99605 
hsa05033_Nicotine_addiction,0.99605 
hsa05034_Alcoholism,0.99999 
hsa05100_Bacterial_invasion_of_epithelial_cells,0.99992 
hsa05110_Vibrio_cholerae_infection,0.99996 
hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection,0.99941 
hsa05130_Pathogenic_Escherichia_coli_infection,1.00000 
hsa05131_Shigellosis,1.00000 
hsa05132_Salmonella_infection,1.00000 
hsa05133_Pertussis,0.99920 
hsa05134_Legionellosis,1.00000 
hsa05135_Yersinia_infection,0.99982 
hsa05140_Leishmaniasis,0.99604 
hsa05142_Chagas_disease,0.99605 
hsa05143_African_trypanosomiasis,0.99978 
hsa05144_Malaria,0.99995 
hsa05145_Toxoplasmosis,0.99644 
hsa05146_Amoebiasis,1.00000 
hsa05150_Staphylococcus_aureus_infection,0.99176 
hsa05152_Tuberculosis,0.99917 
hsa05160_Hepatitis_C,0.99738 
hsa05161_Hepatitis_B,0.99605 
hsa05162_Measles,0.99962 
hsa05163_Human_cytomegalovirus_infection,0.99605 
hsa05164_Influenza_A,1.00000 
hsa05165_Human_papillomavirus_infection,1.00000 
hsa05166_Human_T-cell_leukemia_virus_1_infection,1.00000 
hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection,0.99981 
hsa05168_Herpes_simplex_virus_1_infection,1.00000 
hsa05169_Epstein-Barr_virus_infection,0.99939 
hsa05170_Human_immunodeficiency_virus_1_infection,0.99996 
hsa05171_Coronavirus_disease,0.99605 
hsa05202_Transcriptional_misregulation_in_cancer,1.00000 
hsa05203_Viral_carcinogenesis,0.99933 
hsa05204_Chemical_carcinogenesis,0.99999 
hsa05205_Proteoglycans_in_cancer,1.00000 
hsa05206_MicroRNAs_in_cancer,1.00000 
hsa05207_Chemical_carcinogenesis,1.00000 
hsa05210_Colorectal_cancer,0.99607 
hsa05211_Renal_cell_carcinoma,0.99919 
hsa05212_Pancreatic_cancer,0.99605 
hsa05213_Endometrial_cancer,0.99605 
hsa05214_Glioma,0.99605 
hsa05215_Prostate_cancer,0.99938 
hsa05216_Thyroid_cancer,0.99983 
hsa05217_Basal_cell_carcinoma,0.99605 
hsa05218_Melanoma,0.99605 
hsa05219_Bladder_cancer,0.99919 
hsa05220_Chronic_myeloid_leukemia,0.99841 
hsa05221_Acute_myeloid_leukemia,0.99912 
hsa05222_Small_cell_lung_cancer,0.99975 
hsa05223_Non-small_cell_lung_cancer,0.99605 
hsa05224_Breast_cancer,0.99605 
hsa05225_Hepatocellular_carcinoma,0.99999 
hsa05226_Gastric_cancer,0.99959 
hsa05230_Central_carbon_metabolism_in_cancer,0.99984 
hsa05231_Choline_metabolism_in_cancer,1.00000 
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,0.99990 
hsa05310_Asthma,0.99993 
hsa05320_Autoimmune_thyroid_disease,0.99605 
hsa05321_Inflammatory_bowel_disease,0.99606 
hsa05322_Systemic_lupus_erythematosus,0.99996 
hsa05323_Rheumatoid_arthritis,0.99605 
hsa05330_Allograft_rejection,0.99605 
hsa05332_Graft-versus-host_disease,0.99605 
hsa05340_Primary_immunodeficiency,0.99918 
hsa05410_Hypertrophic_cardiomyopathy,0.99607 
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,1.00000 
hsa05414_Dilated_cardiomyopathy,0.99607 
hsa05415_Diabetic_cardiomyopathy,0.99999 
hsa05416_Viral_myocarditis,0.99921 
hsa05417_Lipid_and_atherosclerosis,0.99963 
hsa05418_Fluid_shear_stress_and_atherosclerosis,0.99605 
