"GSE8762.GENE.SET","GSE8762.MEAN.ABS.T0","GSE8762.PADOG0","GSE8762.P.MEAN.ABS.T","GSE8762.PVAL"
"hsa04371_Apelin_signaling_pathway",-0.422,-3.18,0.52,0.34
"hsa04114_Oocyte_meiosis",-0.096,-2.24,0.398,0.341
"hsa04921_Oxytocin_signaling_pathway",-0.147,-3.57,0.444,0.346
"hsa04668_TNF_signaling_pathway",0.158,-2.56,0.454,0.349
"hsa05418_Fluid_shear_stress_and_atherosclerosis",0.2,-2.28,0.448,0.35
"hsa04742_Taste_transduction",-0.0935,-0.837,0.325,0.35
"hsa04072_Phospholipase_D_signaling_pathway",0.171,-2.56,0.366,0.352
"hsa05213_Endometrial_cancer",-0.254,-3.02,0.55,0.362
"hsa04923_Regulation_of_lipolysis_in_adipocytes",-0.217,-2.69,0.381,0.363
"hsa00053_Ascorbate_and_aldarate_metabolism",-0.0684,-0.289,0.29,0.364
"hsa00350_Tyrosine_metabolism",0.128,0.105,0.305,0.365
"hsa05205_Proteoglycans_in_cancer",-0.682,-3.46,0.557,0.373
"hsa05162_Measles",0.0724,-2.53,0.462,0.374
"hsa00620_Pyruvate_metabolism",0.183,0.0274,0.294,0.375
"hsa04260_Cardiac_muscle_contraction",0.221,-0.292,0.33,0.376
"hsa00520_Amino_sugar_and_nucleotide_sugar_metabolism",0.694,0.792,0.293,0.38
"hsa04623_Cytosolic_DNA-sensing_pathway",0.487,-0.793,0.352,0.384
"hsa04640_Hematopoietic_cell_lineage",1.37,0.5,0.318,0.389
"hsa04136_Autophagy",0.284,0.165,0.354,0.396
"hsa01200_Carbon_metabolism",0.225,0.0789,0.335,0.404
"hsa05161_Hepatitis_B",-0.553,-4.31,0.661,0.405
"hsa04620_Toll-like_receptor_signaling_pathway",-0.0901,-3.01,0.483,0.409
"hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance",-0.801,-3.52,0.678,0.411
"hsa05034_Alcoholism",-0.282,-2.01,0.482,0.418
"hsa03018_RNA_degradation",0.382,0.607,0.342,0.419
"hsa04622_RIG-I-like_receptor_signaling_pathway",-0.0689,-1.94,0.43,0.423
"hsa05143_African_trypanosomiasis",0.691,-1.36,0.299,0.427
"hsa04929_GnRH_secretion",-0.598,-3,0.506,0.429
"hsa04218_Cellular_senescence",-0.519,-3.15,0.613,0.433
"hsa04721_Synaptic_vesicle_cycle",-0.0741,-0.107,0.363,0.445
"hsa05212_Pancreatic_cancer",-0.838,-3.63,0.683,0.455
"hsa04211_Longevity_regulating_pathway",-0.42,-3.1,0.635,0.455
"hsa05164_Influenza_A",0.168,-2.43,0.512,0.458
"hsa00515_Mannose_type_O-glycan_biosynthesis",0.0537,0.156,0.361,0.459
"hsa01040_Biosynthesis_of_unsaturated_fatty_acids",0.259,0.281,0.357,0.46
"hsa05216_Thyroid_cancer",-0.0146,-1.62,0.522,0.461
"hsa04730_Long-term_depression",-0.579,-2.99,0.541,0.462
"hsa04720_Long-term_potentiation",-0.977,-4.19,0.624,0.466
"hsa04713_Circadian_entrainment",-0.893,-3.84,0.595,0.466
"hsa00250_Alanine,_aspartate_and_glutamate_metabolism",0.0756,0.0708,0.337,0.466
"hsa05222_Small_cell_lung_cancer",-0.31,-2.46,0.524,0.468
"hsa04064_NF-kappa_B_signaling_pathway",0.357,-1.14,0.443,0.468
"hsa04966_Collecting_duct_acid_secretion",0.0787,-0.0539,0.397,0.469
"hsa04728_Dopaminergic_synapse",-0.976,-3.98,0.627,0.471
"hsa00450_Selenocompound_metabolism",-0.0407,0.0458,0.355,0.473
"hsa04120_Ubiquitin_mediated_proteolysis",0.0132,0.148,0.421,0.475
"hsa04110_Cell_cycle",0.0643,-0.614,0.429,0.476
"hsa04261_Adrenergic_signaling_in_cardiomyocytes",-0.759,-3.74,0.54,0.478
"hsa04973_Carbohydrate_digestion_and_absorption",-0.701,-2.21,0.543,0.48
"hsa04972_Pancreatic_secretion",-0.135,-2.1,0.398,0.48
"hsa05132_Salmonella_infection",-0.137,-2.09,0.532,0.481
"hsa05169_Epstein-Barr_virus_infection",-0.179,-2.92,0.584,0.484
"hsa04975_Fat_digestion_and_absorption",0.00492,-0.0711,0.424,0.492
"hsa00910_Nitrogen_metabolism",0.0921,0.146,0.401,0.497
"hsa04915_Estrogen_signaling_pathway",-0.785,-4.37,0.647,0.498
"hsa05231_Choline_metabolism_in_cancer",-0.438,-2.7,0.629,0.501
"hsa04022_cGMP-PKG_signaling_pathway",-0.939,-3.62,0.616,0.503
"hsa00120_Primary_bile_acid_biosynthesis",-0.104,-0.0371,0.409,0.504
"hsa04210_Apoptosis",-0.106,-2.78,0.588,0.505
"hsa00140_Steroid_hormone_biosynthesis",-0.458,-0.493,0.435,0.507
"hsa00561_Glycerolipid_metabolism",0.128,0.153,0.428,0.511
"hsa05134_Legionellosis",0.396,-1.08,0.419,0.517
"hsa04060_Cytokine-cytokine_receptor_interaction",0.159,-0.406,0.471,0.52
"hsa05146_Amoebiasis",-0.202,-2.55,0.468,0.521
"hsa05217_Basal_cell_carcinoma",-0.103,-1.17,0.437,0.523
"hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450",-0.411,-0.587,0.464,0.526
"hsa00534_Glycosaminoglycan_biosynthesis",-0.0831,0.065,0.417,0.529
"hsa04621_NOD-like_receptor_signaling_pathway",0.26,-1.95,0.51,0.532
"hsa05417_Lipid_and_atherosclerosis",-0.605,-4.34,0.642,0.534
"hsa04916_Melanogenesis",-0.867,-4.25,0.632,0.536
"hsa00790_Folate_biosynthesis",-0.321,-0.258,0.42,0.536
"hsa00380_Tryptophan_metabolism",-0.346,-0.493,0.408,0.536
"hsa01522_Endocrine_resistance",-1.31,-5.02,0.721,0.539
"hsa04130_SNARE_interactions_in_vesicular_transport",-0.0246,0.129,0.442,0.548
"hsa04931_Insulin_resistance",-0.804,-2.66,0.673,0.55
"hsa04062_Chemokine_signaling_pathway",-0.52,-3.44,0.65,0.55
"hsa05340_Primary_immunodeficiency",-0.152,-0.286,0.514,0.558
"hsa00603_Glycosphingolipid_biosynthesis",-0.435,-0.38,0.475,0.562
"hsa05032_Morphine_addiction",-0.87,-2.6,0.509,0.564
"hsa04979_Cholesterol_metabolism",-0.127,-0.109,0.45,0.566
"hsa04977_Vitamin_digestion_and_absorption",-0.492,-0.408,0.489,0.567
"hsa00982_Drug_metabolism",-0.877,-1.09,0.526,0.569
"hsa04512_ECM-receptor_interaction",-0.872,-1.06,0.53,0.573
"hsa04370_VEGF_signaling_pathway",-0.902,-3.65,0.797,0.575
"hsa05203_Viral_carcinogenesis",-0.506,-2.45,0.629,0.577
"hsa04911_Insulin_secretion",-0.834,-3.44,0.568,0.58
"hsa04216_Ferroptosis",-0.322,-0.409,0.519,0.583
"hsa04612_Antigen_processing_and_presentation",-0.429,-1.06,0.553,0.586
"hsa05033_Nicotine_addiction",-1.05,-1.2,0.539,0.586
"hsa04660_T_cell_receptor_signaling_pathway",-0.973,-3.91,0.707,0.59
"hsa04666_Fc_gamma_R-mediated_phagocytosis",-0.754,-2.2,0.664,0.603
"hsa00310_Lysine_degradation",-0.327,-0.289,0.514,0.604
"hsa05168_Herpes_simplex_virus_1_infection",-0.711,-1.74,0.612,0.607
"hsa05215_Prostate_cancer",-1.12,-4.09,0.788,0.609
"hsa04658_Th1_and_Th2_cell_differentiation",-0.774,-2.69,0.676,0.613
"hsa00564_Glycerophospholipid_metabolism",-0.11,-0.102,0.529,0.613
"hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor",0.0567,-0.368,0.542,0.614
"hsa00592_alpha-Linolenic_acid_metabolism",-0.41,-0.664,0.566,0.616
"hsa04913_Ovarian_steroidogenesis",-0.298,-2.04,0.528,0.617
"hsa05323_Rheumatoid_arthritis",-0.105,-1.46,0.564,0.621
"hsa02010_ABC_transporters",-0.41,-0.291,0.533,0.625
"hsa00062_Fatty_acid_elongation",-0.26,-0.235,0.536,0.631
"hsa05214_Glioma",-1.17,-4.49,0.844,0.634
"hsa04970_Salivary_secretion",-0.82,-3.32,0.622,0.634
"hsa04962_Vasopressin-regulated_water_reabsorption",-0.565,-1.72,0.593,0.634
"hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection",-0.783,-2.51,0.684,0.635
"hsa00220_Arginine_biosynthesis",-0.425,-0.592,0.532,0.637
"hsa00604_Glycosphingolipid_biosynthesis",-0.49,-0.415,0.549,0.64
"hsa04145_Phagosome",-0.852,-1.42,0.643,0.642
"hsa04024_cAMP_signaling_pathway",-1.81,-4.48,0.776,0.651
"hsa05204_Chemical_carcinogenesis",-0.837,-1.04,0.597,0.652
"hsa04350_TGF-beta_signaling_pathway",-0.583,-1.2,0.597,0.655
"hsa05206_MicroRNAs_in_cancer",-1.21,-3.12,0.75,0.658
"hsa00514_Other_types_of_O-glycan_biosynthesis",-0.654,-0.52,0.588,0.658
"hsa01240_Biosynthesis_of_cofactors",-0.531,-0.459,0.564,0.66
"hsa04724_Glutamatergic_synapse",-1.16,-3.61,0.678,0.667
"hsa04725_Cholinergic_synapse",-1.28,-4.66,0.759,0.67
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",-1.53,-5.55,0.84,0.672
"hsa04080_Neuroactive_ligand-receptor_interaction",-1.92,-1.76,0.652,0.672
"hsa00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis",-0.594,-0.541,0.604,0.673
"hsa04012_ErbB_signaling_pathway",-1.35,-4.18,0.799,0.68
"hsa04750_Inflammatory_mediator_regulation_of_TRP_channels",-0.886,-4.52,0.729,0.68
"hsa04920_Adipocytokine_signaling_pathway",-0.699,-2.29,0.664,0.68
"hsa05210_Colorectal_cancer",-1.28,-4.25,0.866,0.69
"hsa04917_Prolactin_signaling_pathway",-1.46,-3.99,0.833,0.691
"hsa04726_Serotonergic_synapse",-1.37,-3.45,0.783,0.692
"hsa04919_Thyroid_hormone_signaling_pathway",-1.51,-3.76,0.818,0.696
"hsa05165_Human_papillomavirus_infection",-1.3,-3.87,0.786,0.699
"hsa00830_Retinol_metabolism",-1.43,-1.45,0.651,0.699
"hsa00052_Galactose_metabolism",-0.714,-0.779,0.657,0.703
"hsa00601_Glycosphingolipid_biosynthesis",-0.945,-0.855,0.631,0.703
"hsa04540_Gap_junction",-1.07,-4.36,0.728,0.704
"hsa04950_Maturity_onset_diabetes_of_the_young",-1.05,-1.03,0.665,0.704
"hsa04964_Proximal_tubule_bicarbonate_reclamation",-0.761,-1,0.636,0.706
"hsa05414_Dilated_cardiomyopathy",-1.3,-3,0.67,0.712
"hsa00260_Glycine,_serine_and_threonine_metabolism",-1.01,-1,0.622,0.714
"hsa05133_Pertussis",-0.938,-3.35,0.771,0.717
"hsa04740_Olfactory_transduction",-1.59,-2.14,0.74,0.719
"hsa00591_Linoleic_acid_metabolism",-0.959,-1.2,0.678,0.719
"hsa05321_Inflammatory_bowel_disease",-0.708,-2.21,0.683,0.723
"hsa00061_Fatty_acid_biosynthesis",-0.587,-0.61,0.632,0.724
"hsa05145_Toxoplasmosis",-1.07,-3.5,0.822,0.736
"hsa04810_Regulation_of_actin_cytoskeleton",-1.35,-2.77,0.766,0.74
"hsa04922_Glucagon_signaling_pathway",-1.14,-3.44,0.792,0.741
"hsa04940_Type_I_diabetes_mellitus",-0.9,-2.15,0.656,0.741
"hsa05144_Malaria",-0.559,-1.66,0.663,0.742
"hsa05031_Amphetamine_addiction",-1.42,-3.81,0.834,0.744
"hsa04978_Mineral_absorption",-1.02,-1.1,0.689,0.749
"hsa00524_Neomycin,_kanamycin_and_gentamicin_biosynthesis",-0.883,-1,0.692,0.751
"hsa03020_RNA_polymerase",-0.812,-0.691,0.675,0.753
"hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer",-1.54,-4.2,0.838,0.754
"hsa05163_Human_cytomegalovirus_infection",-1.49,-6.32,0.903,0.757
"hsa04380_Osteoclast_differentiation",-1.7,-4.12,0.821,0.764
"hsa05310_Asthma",-0.755,-1.61,0.677,0.764
"hsa05220_Chronic_myeloid_leukemia",-1.28,-4.28,0.84,0.768
"hsa04215_Apoptosis",-1.08,-2.09,0.809,0.769
"hsa05130_Pathogenic_Escherichia_coli_infection",-1.34,-3.14,0.774,0.769
"hsa04630_JAK-STAT_signaling_pathway",-1.47,-3,0.81,0.774
"hsa04340_Hedgehog_signaling_pathway",-1.25,-1.64,0.781,0.775
"hsa04672_Intestinal_immune_network_for_IgA_production",-0.952,-1.53,0.753,0.775
"hsa04151_PI3K-Akt_signaling_pathway",-1.69,-4,0.877,0.776
"hsa05202_Transcriptional_misregulation_in_cancer",-0.962,-1.57,0.743,0.778
"hsa04310_Wnt_signaling_pathway",-1.43,-3.01,0.8,0.781
"hsa05410_Hypertrophic_cardiomyopathy",-1.74,-2.51,0.794,0.783
"hsa04960_Aldosterone-regulated_sodium_reabsorption",-1.42,-2.86,0.819,0.784
"hsa04659_Th17_cell_differentiation",-1.29,-3.48,0.806,0.785
"hsa05100_Bacterial_invasion_of_epithelial_cells",-1.6,-2.47,0.805,0.786
"hsa00740_Riboflavin_metabolism",-0.848,-0.817,0.718,0.787
"hsa00532_Glycosaminoglycan_biosynthesis",-0.832,-0.71,0.729,0.789
"hsa04710_Circadian_rhythm",-1.29,-1.44,0.775,0.79
"hsa04530_Tight_junction",-1.46,-2.29,0.797,0.793
"hsa04330_Notch_signaling_pathway",-1.03,-1.03,0.772,0.793
"hsa05223_Non-small_cell_lung_cancer",-1.41,-4.21,0.875,0.795
"hsa00860_Porphyrin_and_chlorophyll_metabolism",-1.26,-1.31,0.751,0.796
"hsa05170_Human_immunodeficiency_virus_1_infection",-1.99,-5.2,0.963,0.798
"hsa04510_Focal_adhesion",-2.17,-4.16,0.875,0.803
"hsa00760_Nicotinate_and_nicotinamide_metabolism",-1.2,-1.1,0.747,0.803
"hsa04270_Vascular_smooth_muscle_contraction",-1.55,-4.06,0.876,0.804
"hsa04066_HIF-1_signaling_pathway",-1.55,-3.5,0.87,0.805
"hsa04662_B_cell_receptor_signaling_pathway",-1.75,-4.15,0.884,0.807
"hsa05230_Central_carbon_metabolism_in_cancer",-1.38,-3,0.857,0.808
"hsa04392_Hippo_signaling_pathway",-1.49,-1.39,0.77,0.809
"hsa05332_Graft-versus-host_disease",-1.5,-2.72,0.757,0.809
"hsa04010_MAPK_signaling_pathway",-1.7,-4.1,0.875,0.81
"hsa00531_Glycosaminoglycan_degradation",-1.22,-1.15,0.769,0.81
"hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells",-1.81,-3.24,0.868,0.812
"hsa00440_Phosphonate_and_phosphinate_metabolism",-1.21,-1.17,0.795,0.824
"hsa05207_Chemical_carcinogenesis",-1.9,-4.86,0.883,0.829
"hsa04071_Sphingolipid_signaling_pathway",-1.7,-4.48,0.867,0.829
"hsa00512_Mucin_type_O-glycan_biosynthesis",-1.44,-1.31,0.82,0.83
"hsa05330_Allograft_rejection",-1.69,-2.69,0.808,0.84
"hsa05211_Renal_cell_carcinoma",-1.58,-3.84,0.865,0.844
"hsa05140_Leishmaniasis",-1.43,-3.59,0.811,0.845
"hsa04727_GABAergic_synapse",-1.7,-3.36,0.843,0.85
"hsa05150_Staphylococcus_aureus_infection",-1.03,-1.28,0.814,0.85
"hsa05135_Yersinia_infection",-1.86,-4.56,0.871,0.851
"hsa05221_Acute_myeloid_leukemia",-2.23,-4.36,0.956,0.854
"hsa04360_Axon_guidance",-2.14,-3.37,0.888,0.856
"hsa05152_Tuberculosis",-2.37,-4.87,0.923,0.863
"hsa04670_Leukocyte_transendothelial_migration",-1.72,-3.05,0.898,0.864
"hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection",-2.23,-5.68,0.967,0.871
"hsa05224_Breast_cancer",-2.38,-4.6,0.941,0.871
"hsa04914_Progesterone-mediated_oocyte_maturation",-2.22,-4.65,0.927,0.871
"hsa04924_Renin_secretion",-1.97,-4.04,0.927,0.878
"hsa04930_Type_II_diabetes_mellitus",-1.75,-3.3,0.905,0.88
"hsa00010_Glycolysis_/_Gluconeogenesis",-1.82,-1.98,0.859,0.88
"hsa04514_Cell_adhesion_molecules",-1.43,-1.62,0.864,0.886
"hsa04390_Hippo_signaling_pathway",-1.92,-2.58,0.9,0.887
"hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy",-2.22,-2.6,0.919,0.889
"hsa04068_FoxO_signaling_pathway",-1.75,-4.13,0.929,0.892
"hsa00511_Other_glycan_degradation",-1.56,-1.48,0.856,0.893
"hsa04722_Neurotrophin_signaling_pathway",-2.02,-5.13,0.952,0.897
"hsa05225_Hepatocellular_carcinoma",-2.12,-4.47,0.941,0.898
"hsa04144_Endocytosis",-2.09,-2.31,0.896,0.898
"hsa04015_Rap1_signaling_pathway",-2.04,-4.94,0.931,0.903
"hsa04664_Fc_epsilon_RI_signaling_pathway",-1.86,-4.65,0.956,0.907
"hsa01210_2-Oxocarboxylic_acid_metabolism",-1.53,-1.56,0.895,0.913
"hsa00030_Pentose_phosphate_pathway",-1.5,-1.48,0.862,0.914
"hsa00051_Fructose_and_mannose_metabolism",-1.6,-1.59,0.894,0.917
"hsa05226_Gastric_cancer",-2.48,-4.78,0.951,0.918
"hsa05320_Autoimmune_thyroid_disease",-2.66,-3.43,0.915,0.92
"hsa05218_Melanoma",-2.1,-4.36,0.951,0.926
"hsa04520_Adherens_junction",-2.03,-2.74,0.938,0.927
"hsa04910_Insulin_signaling_pathway",-2.33,-4.45,0.97,0.928
"hsa01524_Platinum_drug_resistance",-1.59,-3.24,0.943,0.928
"hsa04142_Lysosome",-2.66,-2.49,0.908,0.93
"hsa04152_AMPK_signaling_pathway",-1.86,-2.9,0.962,0.931
"hsa05030_Cocaine_addiction",-2.03,-3.66,0.943,0.936
"hsa00565_Ether_lipid_metabolism",-2,-2.12,0.936,0.94
"hsa04744_Phototransduction",-2.44,-3.12,0.977,0.953
"hsa04650_Natural_killer_cell_mediated_cytotoxicity",-3.9,-5.81,0.985,0.967
"hsa05416_Viral_myocarditis",-2.78,-3.48,0.976,0.968
"hsa00600_Sphingolipid_metabolism",-2.28,-2.16,0.957,0.968
"hsa04014_Ras_signaling_pathway",-2.88,-5.24,0.991,0.972
"hsa01230_Biosynthesis_of_amino_acids",-2.38,-2.4,0.97,0.982
"hsa04974_Protein_digestion_and_absorption",-2.94,-2.95,0.987,0.984
