Terms,Single-Species
hsa00514_Other_types_of_O-glycan_biosynthesis,0.03870 
hsa00515_Mannose_type_O-glycan_biosynthesis,1.00000 
hsa00520_Amino_sugar_and_nucleotide_sugar_metabolism,1.00000 
"hsa00524_Neomycin,_kanamycin_and_gentamicin_biosynthesis",0.87707 
hsa00531_Glycosaminoglycan_degradation,0.87706 
hsa00532_Glycosaminoglycan_biosynthesis,1.00000 
hsa00533_Glycosaminoglycan_biosynthesis,0.98729 
hsa00534_Glycosaminoglycan_biosynthesis,1.00000 
hsa00561_Glycerolipid_metabolism,0.68180 
hsa00562_Inositol_phosphate_metabolism,1.00000 
hsa00563_Glycosylphosphatidylinositol_(GPI)-anchor_biosynthesis,1.00000 
hsa00564_Glycerophospholipid_metabolism,1.00000 
hsa00565_Ether_lipid_metabolism,0.99987 
hsa00590_Arachidonic_acid_metabolism,0.99731 
hsa00591_Linoleic_acid_metabolism,0.87711 
hsa00592_alpha-Linolenic_acid_metabolism,0.87711 
hsa00600_Sphingolipid_metabolism,0.99312 
hsa00601_Glycosphingolipid_biosynthesis,0.60751 
hsa00603_Glycosphingolipid_biosynthesis,0.91978 
hsa00604_Glycosphingolipid_biosynthesis,1.00000 
hsa00620_Pyruvate_metabolism,1.00000 
hsa00630_Glyoxylate_and_dicarboxylate_metabolism,0.81636 
hsa00640_Propanoate_metabolism,0.79378 
hsa00650_Butanoate_metabolism,0.15075 
hsa00670_One_carbon_pool_by_folate,0.53717 
hsa00730_Thiamine_metabolism,0.81270 
hsa00740_Riboflavin_metabolism,0.87796 
hsa00750_Vitamin_B6_metabolism,0.88000 
hsa00760_Nicotinate_and_nicotinamide_metabolism,1.00000 
hsa00770_Pantothenate_and_CoA_biosynthesis,0.94626 
hsa00790_Folate_biosynthesis,0.99636 
hsa00830_Retinol_metabolism,1.00000 
hsa00860_Porphyrin_and_chlorophyll_metabolism,1.00000 
hsa00900_Terpenoid_backbone_biosynthesis,0.99999 
hsa00910_Nitrogen_metabolism,0.66311 
hsa00920_Sulfur_metabolism,0.99998 
hsa00970_Aminoacyl-tRNA_biosynthesis,1.00000 
hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450,0.23388 
hsa00982_Drug_metabolism,0.86490 
hsa00983_Drug_metabolism,0.99999 
hsa01040_Biosynthesis_of_unsaturated_fatty_acids,0.91360 
hsa01200_Carbon_metabolism,0.96029 
hsa01210_2-Oxocarboxylic_acid_metabolism,0.87425 
hsa01212_Fatty_acid_metabolism,0.94668 
hsa01230_Biosynthesis_of_amino_acids,0.86053 
hsa01240_Biosynthesis_of_cofactors,0.98323 
hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance,0.69546 
hsa01522_Endocrine_resistance,0.65591 
hsa01523_Antifolate_resistance,0.80462 
hsa01524_Platinum_drug_resistance,0.97087 
hsa02010_ABC_transporters,1.00000 
hsa03008_Ribosome_biogenesis_in_eukaryotes,1.00000 
hsa03010_Ribosome,1.00000 
hsa03013_RNA_transport,1.00000 
hsa03015_mRNA_surveillance_pathway,1.00000 
hsa03018_RNA_degradation,1.00000 
hsa03020_RNA_polymerase,0.99873 
hsa03022_Basal_transcription_factors,1.00000 
hsa03030_DNA_replication,0.99935 
hsa03040_Spliceosome,1.00000 
hsa03050_Proteasome,0.73440 
hsa03060_Protein_export,0.99995 
hsa03320_PPAR_signaling_pathway,1.00000 
hsa03410_Base_excision_repair,0.99997 
hsa03420_Nucleotide_excision_repair,0.66843 
hsa03430_Mismatch_repair,0.90806 
hsa03440_Homologous_recombination,1.00000 
hsa03450_Non-homologous_end-joining,0.99999 
hsa03460_Fanconi_anemia_pathway,1.00000 
hsa04010_MAPK_signaling_pathway,1.00000 
hsa04012_ErbB_signaling_pathway,0.70399 
hsa04014_Ras_signaling_pathway,1.00000 
hsa04015_Rap1_signaling_pathway,0.99996 
hsa04020_Calcium_signaling_pathway,1.00000 
hsa04022_cGMP-PKG_signaling_pathway,0.78834 
hsa04024_cAMP_signaling_pathway,0.52135 
hsa04060_Cytokine-cytokine_receptor_interaction,0.05010 
hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor,0.96597 
hsa04062_Chemokine_signaling_pathway,0.87390 
hsa04064_NF-kappa_B_signaling_pathway,0.73288 
hsa04066_HIF-1_signaling_pathway,0.91744 
hsa04068_FoxO_signaling_pathway,0.99483 
hsa04070_Phosphatidylinositol_signaling_system,1.00000 
hsa04071_Sphingolipid_signaling_pathway,0.99824 
hsa04072_Phospholipase_D_signaling_pathway,0.88303 
hsa04080_Neuroactive_ligand-receptor_interaction,1.00000 
hsa04110_Cell_cycle,1.00000 
hsa04114_Oocyte_meiosis,1.00000 
hsa04115_p53_signaling_pathway,0.93884 
hsa04120_Ubiquitin_mediated_proteolysis,1.00000 
hsa04122_Sulfur_relay_system,0.99848 
hsa04130_SNARE_interactions_in_vesicular_transport,1.00000 
hsa04136_Autophagy,0.88122 
hsa04137_Mitophagy,0.99865 
hsa04140_Autophagy,0.99573 
hsa04141_Protein_processing_in_endoplasmic_reticulum,1.00000 
hsa04142_Lysosome,1.00000 
hsa04144_Endocytosis,1.00000 
hsa04145_Phagosome,0.99091 
hsa04146_Peroxisome,1.00000 
hsa04150_mTOR_signaling_pathway,0.74327 
hsa04151_PI3K-Akt_signaling_pathway,0.99123 
hsa04152_AMPK_signaling_pathway,0.99566 
hsa04210_Apoptosis,1.00000 
hsa04211_Longevity_regulating_pathway,0.85881 
hsa04213_Longevity_regulating_pathway,0.79748 
hsa04215_Apoptosis,0.97090 
hsa04216_Ferroptosis,1.00000 
hsa04217_Necroptosis,0.99985 
hsa04218_Cellular_senescence,1.00000 
hsa04260_Cardiac_muscle_contraction,0.99995 
hsa04261_Adrenergic_signaling_in_cardiomyocytes,0.99923 
hsa04270_Vascular_smooth_muscle_contraction,0.99945 
hsa04310_Wnt_signaling_pathway,1.00000 
hsa04330_Notch_signaling_pathway,0.99579 
hsa04340_Hedgehog_signaling_pathway,1.00000 
hsa04350_TGF-beta_signaling_pathway,1.00000 
hsa04360_Axon_guidance,1.00000 
hsa04370_VEGF_signaling_pathway,0.80654 
hsa04371_Apelin_signaling_pathway,0.83980 
hsa04380_Osteoclast_differentiation,0.91781 
hsa04390_Hippo_signaling_pathway,0.99491 
hsa04392_Hippo_signaling_pathway,0.99995 
hsa04510_Focal_adhesion,1.00000 
hsa04512_ECM-receptor_interaction,1.00000 
hsa04514_Cell_adhesion_molecules,1.00000 
hsa04520_Adherens_junction,1.00000 
hsa04530_Tight_junction,1.00000 
hsa04540_Gap_junction,0.99148 
hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells,0.99637 
hsa04610_Complement_and_coagulation_cascades,0.99945 
hsa04611_Platelet_activation,0.80422 
hsa04612_Antigen_processing_and_presentation,0.66714 
hsa04613_Neutrophil_extracellular_trap_formation,0.99364 
hsa04614_Renin-angiotensin_system,0.99860 
hsa04620_Toll-like_receptor_signaling_pathway,0.98504 
hsa04621_NOD-like_receptor_signaling_pathway,1.00000 
hsa04622_RIG-I-like_receptor_signaling_pathway,0.99998 
hsa04623_Cytosolic_DNA-sensing_pathway,0.86277 
hsa04625_C-type_lectin_receptor_signaling_pathway,0.52258 
hsa04630_JAK-STAT_signaling_pathway,0.97449 
hsa04640_Hematopoietic_cell_lineage,0.92075 
hsa04650_Natural_killer_cell_mediated_cytotoxicity,1.00000 
hsa04657_IL-17_signaling_pathway,0.14067 
hsa04658_Th1_and_Th2_cell_differentiation,0.86842 
hsa04659_Th17_cell_differentiation,0.90625 
hsa04660_T_cell_receptor_signaling_pathway,0.56435 
hsa04662_B_cell_receptor_signaling_pathway,0.46768 
hsa04664_Fc_epsilon_RI_signaling_pathway,0.66055 
hsa04666_Fc_gamma_R-mediated_phagocytosis,0.88976 
hsa04668_TNF_signaling_pathway,0.99837 
hsa04670_Leukocyte_transendothelial_migration,0.86611 
hsa04672_Intestinal_immune_network_for_IgA_production,0.43270 
hsa04710_Circadian_rhythm,0.99940 
hsa04713_Circadian_entrainment,0.62055 
hsa04714_Thermogenesis,1.00000 
hsa04720_Long-term_potentiation,0.88246 
hsa04721_Synaptic_vesicle_cycle,1.00000 
hsa04722_Neurotrophin_signaling_pathway,1.00000 
hsa04723_Retrograde_endocannabinoid_signaling,0.99131 
hsa04724_Glutamatergic_synapse,0.99999 
hsa04725_Cholinergic_synapse,0.99995 
hsa04726_Serotonergic_synapse,1.00000 
hsa04727_GABAergic_synapse,1.00000 
hsa04728_Dopaminergic_synapse,0.99826 
hsa04730_Long-term_depression,0.99998 
hsa04740_Olfactory_transduction,0.00000 
hsa04742_Taste_transduction,1.00000 
hsa04744_Phototransduction,0.98923 
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,0.68508 
hsa04810_Regulation_of_actin_cytoskeleton,0.99972 
hsa04910_Insulin_signaling_pathway,1.00000 
hsa04911_Insulin_secretion,1.00000 
hsa04912_GnRH_signaling_pathway,0.88242 
hsa04913_Ovarian_steroidogenesis,0.86113 
hsa04914_Progesterone-mediated_oocyte_maturation,0.73142 
hsa04915_Estrogen_signaling_pathway,0.98790 
hsa04916_Melanogenesis,0.91023 
hsa04917_Prolactin_signaling_pathway,0.59221 
hsa04918_Thyroid_hormone_synthesis,1.00000 
hsa04919_Thyroid_hormone_signaling_pathway,1.00000 
hsa04920_Adipocytokine_signaling_pathway,0.73981 
hsa04921_Oxytocin_signaling_pathway,0.87565 
hsa04922_Glucagon_signaling_pathway,0.99766 
hsa04923_Regulation_of_lipolysis_in_adipocytes,0.72416 
hsa04924_Renin_secretion,0.88309 
hsa04925_Aldosterone_synthesis_and_secretion,0.69998 
hsa04926_Relaxin_signaling_pathway,0.86275 
hsa04927_Cortisol_synthesis_and_secretion,0.62986 
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",0.87136 
hsa04929_GnRH_secretion,0.99994 
hsa04930_Type_II_diabetes_mellitus,0.88268 
hsa04931_Insulin_resistance,0.99977 
hsa04932_Non-alcoholic_fatty_liver_disease,0.88254 
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,0.88262 
hsa04934_Cushing_syndrome,0.72429 
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.71723 
hsa04940_Type_I_diabetes_mellitus,0.99973 
hsa04950_Maturity_onset_diabetes_of_the_young,0.99999 
hsa04960_Aldosterone-regulated_sodium_reabsorption,0.99999 
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,0.99999 
hsa04962_Vasopressin-regulated_water_reabsorption,0.86112 
hsa04964_Proximal_tubule_bicarbonate_reclamation,0.90339 
hsa04966_Collecting_duct_acid_secretion,0.34748 
hsa04970_Salivary_secretion,0.02309 
hsa04971_Gastric_acid_secretion,0.99769 
hsa04972_Pancreatic_secretion,0.99918 
hsa04973_Carbohydrate_digestion_and_absorption,0.87126 
hsa04974_Protein_digestion_and_absorption,1.00000 
hsa04975_Fat_digestion_and_absorption,0.35191 
hsa04976_Bile_secretion,0.89305 
hsa04977_Vitamin_digestion_and_absorption,0.99982 
hsa04978_Mineral_absorption,1.00000 
hsa04979_Cholesterol_metabolism,0.99396 
hsa05010_Alzheimer_disease,0.97851 
hsa05012_Parkinson_disease,0.91050 
hsa05014_Amyotrophic_lateral_sclerosis,1.00000 
hsa05016_Huntington_disease,0.68111 
hsa05017_Spinocerebellar_ataxia,1.00000 
hsa05020_Prion_disease,0.72999 
hsa05022_Pathways_of_neurodegeneration,0.89844 
hsa05030_Cocaine_addiction,0.99638 
hsa05031_Amphetamine_addiction,0.81907 
hsa05032_Morphine_addiction,0.88295 
hsa05033_Nicotine_addiction,0.88295 
hsa05034_Alcoholism,0.99920 
hsa05100_Bacterial_invasion_of_epithelial_cells,0.99778 
hsa05110_Vibrio_cholerae_infection,0.82011 
hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection,1.00000 
hsa05130_Pathogenic_Escherichia_coli_infection,1.00000 
hsa05131_Shigellosis,1.00000 
hsa05132_Salmonella_infection,1.00000 
hsa05133_Pertussis,0.72235 
hsa05134_Legionellosis,0.92931 
hsa05135_Yersinia_infection,0.93180 
hsa05140_Leishmaniasis,0.89039 
hsa05142_Chagas_disease,0.88300 
hsa05143_African_trypanosomiasis,0.72395 
hsa05144_Malaria,0.94666 
hsa05145_Toxoplasmosis,0.73042 
hsa05146_Amoebiasis,0.01555 
hsa05150_Staphylococcus_aureus_infection,0.69783 
hsa05152_Tuberculosis,0.66188 
hsa05160_Hepatitis_C,0.91419 
hsa05161_Hepatitis_B,0.88218 
hsa05162_Measles,0.99222 
hsa05163_Human_cytomegalovirus_infection,0.89481 
hsa05164_Influenza_A,0.99035 
hsa05165_Human_papillomavirus_infection,0.99995 
hsa05166_Human_T-cell_leukemia_virus_1_infection,0.95717 
hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection,0.85545 
hsa05168_Herpes_simplex_virus_1_infection,1.00000 
hsa05169_Epstein-Barr_virus_infection,0.93289 
hsa05170_Human_immunodeficiency_virus_1_infection,0.99671 
hsa05171_Coronavirus_disease,0.88264 
hsa05202_Transcriptional_misregulation_in_cancer,1.00000 
hsa05203_Viral_carcinogenesis,0.74875 
hsa05204_Chemical_carcinogenesis,0.99994 
hsa05205_Proteoglycans_in_cancer,0.99997 
hsa05206_MicroRNAs_in_cancer,0.99999 
hsa05207_Chemical_carcinogenesis,1.00000 
hsa05210_Colorectal_cancer,0.85673 
hsa05211_Renal_cell_carcinoma,0.76949 
hsa05212_Pancreatic_cancer,0.88301 
hsa05213_Endometrial_cancer,0.88298 
hsa05214_Glioma,0.88298 
hsa05215_Prostate_cancer,0.78694 
hsa05216_Thyroid_cancer,0.98618 
hsa05217_Basal_cell_carcinoma,0.88300 
hsa05218_Melanoma,0.88300 
hsa05219_Bladder_cancer,0.90376 
hsa05220_Chronic_myeloid_leukemia,0.68967 
hsa05221_Acute_myeloid_leukemia,0.99996 
hsa05222_Small_cell_lung_cancer,0.42662 
hsa05223_Non-small_cell_lung_cancer,0.90275 
hsa05224_Breast_cancer,0.88312 
hsa05225_Hepatocellular_carcinoma,0.99964 
hsa05226_Gastric_cancer,0.89685 
hsa05230_Central_carbon_metabolism_in_cancer,0.61942 
hsa05231_Choline_metabolism_in_cancer,0.99999 
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,0.85561 
hsa05310_Asthma,0.91076 
hsa05320_Autoimmune_thyroid_disease,0.88323 
hsa05321_Inflammatory_bowel_disease,0.86781 
hsa05322_Systemic_lupus_erythematosus,0.45646 
hsa05323_Rheumatoid_arthritis,0.77536 
hsa05330_Allograft_rejection,0.88288 
hsa05332_Graft-versus-host_disease,0.88288 
hsa05340_Primary_immunodeficiency,0.42843 
hsa05410_Hypertrophic_cardiomyopathy,0.82477 
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,0.99765 
hsa05414_Dilated_cardiomyopathy,0.82479 
hsa05415_Diabetic_cardiomyopathy,1.00000 
hsa05416_Viral_myocarditis,0.82619 
hsa05417_Lipid_and_atherosclerosis,0.93444 
hsa05418_Fluid_shear_stress_and_atherosclerosis,0.88375 
