"GSE19728.GENE.SET","GSE19728.MEAN.ABS.T0","GSE19728.PADOG0","GSE19728.P.MEAN.ABS.T","GSE19728.PVAL"
"hsa04130_SNARE_interactions_in_vesicular_transport",1.25,1.41,0.244,0.129
"hsa04714_Thermogenesis",3.04,1.34,0.198,0.132
"hsa01040_Biosynthesis_of_unsaturated_fatty_acids",1.54,1.62,0.268,0.133
"hsa05010_Alzheimer_disease",3.33,0.38,0.178,0.133
"hsa05415_Diabetic_cardiomyopathy",3.4,0.909,0.17,0.139
"hsa04914_Progesterone-mediated_oocyte_maturation",2.21,-0.88,0.145,0.139
"hsa05161_Hepatitis_B",1.84,-2.23,0.144,0.141
"hsa03022_Basal_transcription_factors",1.35,1.52,0.261,0.145
"hsa01240_Biosynthesis_of_cofactors",1.22,1.4,0.298,0.147
"hsa05014_Amyotrophic_lateral_sclerosis",2.67,1.45,0.219,0.153
"hsa04340_Hedgehog_signaling_pathway",1.56,0.932,0.217,0.153
"hsa05020_Prion_disease",3.33,0.888,0.203,0.159
"hsa04979_Cholesterol_metabolism",1.02,1.05,0.256,0.168
"hsa05012_Parkinson_disease",3.44,1.39,0.22,0.168
"hsa04925_Aldosterone_synthesis_and_secretion",2.11,-1,0.206,0.169
"hsa04022_cGMP-PKG_signaling_pathway",1.82,-1.16,0.185,0.171
"hsa00190_Oxidative_phosphorylation",3.04,2.49,0.243,0.172
"hsa00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis",1.09,1.17,0.29,0.173
"hsa00740_Riboflavin_metabolism",1.04,1.09,0.336,0.176
"hsa04530_Tight_junction",1.25,0.148,0.198,0.18
"hsa05212_Pancreatic_cancer",2.11,-1.64,0.144,0.18
"hsa05130_Pathogenic_Escherichia_coli_infection",1.67,-0.114,0.25,0.188
"hsa04932_Non-alcoholic_fatty_liver_disease",2.48,0.031,0.227,0.189
"hsa04930_Type_II_diabetes_mellitus",1.3,-0.383,0.308,0.193
"hsa04971_Gastric_acid_secretion",1.64,-1.52,0.19,0.193
"hsa05160_Hepatitis_C",1.5,-1.49,0.201,0.203
"hsa05216_Thyroid_cancer",1.59,-0.326,0.249,0.209
"hsa05016_Huntington_disease",2.39,1.01,0.263,0.212
"hsa00620_Pyruvate_metabolism",1.03,0.934,0.344,0.215
"hsa05110_Vibrio_cholerae_infection",1.13,0.104,0.284,0.215
"hsa05165_Human_papillomavirus_infection",1.95,-0.804,0.234,0.217
"hsa04970_Salivary_secretion",1.77,-0.863,0.232,0.225
"hsa04912_GnRH_signaling_pathway",2.12,-2.64,0.134,0.233
"hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy",1.47,0.867,0.309,0.237
"hsa00250_Alanine,_aspartate_and_glutamate_metabolism",1.23,1.26,0.383,0.24
"hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection",1.88,-2.36,0.202,0.243
"hsa05166_Human_T-cell_leukemia_virus_1_infection",1.77,-1.54,0.252,0.244
"hsa05163_Human_cytomegalovirus_infection",1.81,-3.25,0.201,0.249
"hsa05135_Yersinia_infection",1.41,-1.32,0.314,0.258
"hsa05221_Acute_myeloid_leukemia",1.56,-1.37,0.233,0.262
"hsa05214_Glioma",1.85,-2.18,0.253,0.28
"hsa04068_FoxO_signaling_pathway",1.62,-1.22,0.291,0.286
"hsa04270_Vascular_smooth_muscle_contraction",1.41,-1.44,0.229,0.289
"hsa04650_Natural_killer_cell_mediated_cytotoxicity",1.43,-1.07,0.261,0.29
"hsa05203_Viral_carcinogenesis",1.16,-0.861,0.347,0.292
"hsa00120_Primary_bile_acid_biosynthesis",0.408,0.507,0.423,0.295
"hsa04080_Neuroactive_ligand-receptor_interaction",0.967,1.08,0.344,0.295
"hsa05414_Dilated_cardiomyopathy",1.14,-0.346,0.362,0.296
"hsa04810_Regulation_of_actin_cytoskeleton",1.23,-0.286,0.335,0.296
"hsa00790_Folate_biosynthesis",0.479,0.58,0.438,0.299
"hsa04371_Apelin_signaling_pathway",1.61,-1.66,0.223,0.301
"hsa00650_Butanoate_metabolism",0.745,0.703,0.422,0.312
"hsa04072_Phospholipase_D_signaling_pathway",1.23,-1.23,0.382,0.313
"hsa00330_Arginine_and_proline_metabolism",0.774,0.822,0.472,0.314
"hsa00750_Vitamin_B6_metabolism",0.649,0.702,0.456,0.315
"hsa00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",0.371,0.297,0.407,0.316
"hsa03018_RNA_degradation",0.949,1.17,0.418,0.322
"hsa05410_Hypertrophic_cardiomyopathy",0.954,0.183,0.412,0.323
"hsa04330_Notch_signaling_pathway",0.881,0.875,0.424,0.324
"hsa04926_Relaxin_signaling_pathway",1.58,-2.57,0.271,0.326
"hsa04122_Sulfur_relay_system",0.594,0.666,0.448,0.328
"hsa05169_Epstein-Barr_virus_infection",1.29,-1.5,0.345,0.328
"hsa04916_Melanogenesis",1.57,-2.12,0.261,0.328
"hsa04110_Cell_cycle",1.04,0.471,0.405,0.33
"hsa05230_Central_carbon_metabolism_in_cancer",1.28,-0.719,0.339,0.332
"hsa04659_Th17_cell_differentiation",1.23,-1.32,0.306,0.338
"hsa00770_Pantothenate_and_CoA_biosynthesis",0.434,0.466,0.474,0.351
"hsa00100_Steroid_biosynthesis",0.616,0.739,0.45,0.352
"hsa04742_Taste_transduction",0.697,-0.189,0.383,0.352
"hsa00310_Lysine_degradation",0.505,0.603,0.466,0.359
"hsa04972_Pancreatic_secretion",0.805,-0.929,0.388,0.36
"hsa05332_Graft-versus-host_disease",0.797,-0.0762,0.444,0.362
"hsa04145_Phagosome",1.14,0.402,0.395,0.364
"hsa04120_Ubiquitin_mediated_proteolysis",0.519,0.67,0.463,0.368
"hsa03040_Spliceosome",0.801,1.1,0.423,0.37
"hsa03440_Homologous_recombination",0.502,0.619,0.469,0.372
"hsa03410_Base_excision_repair",0.536,0.661,0.456,0.372
"hsa04211_Longevity_regulating_pathway",1.04,-1.76,0.384,0.372
"hsa04940_Type_I_diabetes_mellitus",0.575,-0.281,0.449,0.377
"hsa00140_Steroid_hormone_biosynthesis",-0.0571,0.0114,0.458,0.378
"hsa04310_Wnt_signaling_pathway",1.47,-0.516,0.336,0.383
"hsa05207_Chemical_carcinogenesis",0.983,-2.2,0.29,0.383
"hsa04010_MAPK_signaling_pathway",1.92,-1.17,0.333,0.384
"hsa03060_Protein_export",0.502,0.622,0.476,0.385
"hsa05223_Non-small_cell_lung_cancer",1.31,-1.95,0.324,0.387
"hsa05330_Allograft_rejection",0.471,-0.453,0.433,0.395
"hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications",1.51,-1.97,0.355,0.395
"hsa00564_Glycerophospholipid_metabolism",0.549,0.613,0.531,0.397
"hsa00563_Glycosylphosphatidylinositol_(GPI)-anchor_biosynthesis",0.47,0.641,0.479,0.397
"hsa01210_2-Oxocarboxylic_acid_metabolism",0.442,0.402,0.492,0.4
"hsa04621_NOD-like_receptor_signaling_pathway",0.893,-1.18,0.411,0.403
"hsa05017_Spinocerebellar_ataxia",0.981,-0.882,0.384,0.405
"hsa00220_Arginine_biosynthesis",0.508,0.417,0.509,0.409
"hsa00280_Valine,_leucine_and_isoleucine_degradation",0.479,0.441,0.481,0.409
"hsa04071_Sphingolipid_signaling_pathway",1.57,-1.86,0.246,0.411
"hsa03015_mRNA_surveillance_pathway",0.412,0.467,0.462,0.417
"hsa04510_Focal_adhesion",1.16,-1.29,0.413,0.427
"hsa04966_Collecting_duct_acid_secretion",0.28,0.117,0.511,0.429
"hsa04922_Glucagon_signaling_pathway",1.19,-1.49,0.315,0.432
"hsa00512_Mucin_type_O-glycan_biosynthesis",0.428,0.586,0.559,0.433
"hsa04978_Mineral_absorption",0.494,0.454,0.538,0.452
"hsa01200_Carbon_metabolism",0.34,0.25,0.515,0.457
"hsa00071_Fatty_acid_degradation",0.223,0.113,0.518,0.469
"hsa05320_Autoimmune_thyroid_disease",0.157,-0.82,0.474,0.473
"hsa03020_RNA_polymerase",0.157,0.295,0.536,0.476
"hsa00531_Glycosaminoglycan_degradation",0.136,0.186,0.554,0.479
"hsa04964_Proximal_tubule_bicarbonate_reclamation",0.342,0.16,0.593,0.481
"hsa00520_Amino_sugar_and_nucleotide_sugar_metabolism",0.374,0.47,0.589,0.482
"hsa04923_Regulation_of_lipolysis_in_adipocytes",0.464,-1.66,0.513,0.484
"hsa04137_Mitophagy",0.708,-0.582,0.441,0.489
"hsa04623_Cytosolic_DNA-sensing_pathway",0.335,-0.795,0.501,0.496
"hsa04625_C-type_lectin_receptor_signaling_pathway",1.03,-2.62,0.337,0.498
"hsa05142_Chagas_disease",0.702,-2.48,0.475,0.499
"hsa01230_Biosynthesis_of_amino_acids",0.254,0.239,0.544,0.502
"hsa05416_Viral_myocarditis",0.339,-0.859,0.493,0.512
"hsa00232_Caffeine_metabolism",0.0666,0.0494,0.551,0.517
"hsa04931_Insulin_resistance",0.853,-1.24,0.523,0.521
"hsa05133_Pertussis",0.617,-2.05,0.459,0.521
"hsa04141_Protein_processing_in_endoplasmic_reticulum",0.159,-0.0532,0.559,0.522
"hsa04146_Peroxisome",0.102,0.261,0.576,0.524
"hsa03013_RNA_transport",-0.208,0.0457,0.558,0.535
"hsa04015_Rap1_signaling_pathway",1.19,-2.03,0.468,0.542
"hsa00830_Retinol_metabolism",-0.495,-0.432,0.559,0.543
"hsa05145_Toxoplasmosis",0.748,-2.12,0.432,0.543
"hsa04140_Autophagy",0.889,-1.33,0.429,0.549
"hsa04142_Lysosome",-0.241,-0.0583,0.57,0.554
"hsa00630_Glyoxylate_and_dicarboxylate_metabolism",0.0219,-0.00992,0.606,0.558
"hsa04612_Antigen_processing_and_presentation",0.181,-0.376,0.575,0.562
"hsa00061_Fatty_acid_biosynthesis",0.0515,0.0652,0.65,0.578
"hsa05220_Chronic_myeloid_leukemia",0.974,-2.35,0.425,0.58
"hsa04390_Hippo_signaling_pathway",0.274,-0.406,0.651,0.584
"hsa03320_PPAR_signaling_pathway",-0.0797,-0.111,0.632,0.586
"hsa00900_Terpenoid_backbone_biosynthesis",-0.0917,-0.0459,0.614,0.587
"hsa03030_DNA_replication",-0.337,-0.235,0.599,0.591
"hsa04066_HIF-1_signaling_pathway",0.646,-1.57,0.545,0.594
"hsa04670_Leukocyte_transendothelial_migration",0.0935,-1.43,0.573,0.602
"hsa04514_Cell_adhesion_molecules",0.07,-0.199,0.612,0.609
"hsa04750_Inflammatory_mediator_regulation_of_TRP_channels",0.77,-2.89,0.448,0.62
"hsa00920_Sulfur_metabolism",-0.0229,0.0606,0.672,0.621
"hsa00350_Tyrosine_metabolism",-0.475,-0.483,0.635,0.621
"hsa05164_Influenza_A",0.184,-2.22,0.564,0.621
"hsa00030_Pentose_phosphate_pathway",-0.0552,-0.0322,0.667,0.627
"hsa00514_Other_types_of_O-glycan_biosynthesis",0.00297,0.159,0.687,0.628
"hsa04210_Apoptosis",0.731,-2.03,0.527,0.634
"hsa01523_Antifolate_resistance",0.0774,-0.872,0.627,0.636
"hsa04927_Cortisol_synthesis_and_secretion",0.268,-2.04,0.595,0.636
"hsa05162_Measles",0.188,-2.42,0.557,0.647
"hsa00603_Glycosphingolipid_biosynthesis",-0.185,-0.142,0.711,0.649
"hsa00860_Porphyrin_and_chlorophyll_metabolism",-0.39,-0.32,0.699,0.649
"hsa04136_Autophagy",-0.29,-0.485,0.672,0.653
"hsa04150_mTOR_signaling_pathway",0.512,-1.63,0.579,0.654
"hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer",0.666,-2.49,0.488,0.657
"hsa04620_Toll-like_receptor_signaling_pathway",0.365,-2.55,0.547,0.658
"hsa04934_Cushing_syndrome",0.284,-2.33,0.605,0.663
"hsa01522_Endocrine_resistance",0.8,-3.29,0.438,0.668
"hsa03010_Ribosome",-1.87,-1.61,0.646,0.672
"hsa04710_Circadian_rhythm",-0.000959,-0.184,0.733,0.676
"hsa04915_Estrogen_signaling_pathway",0.563,-3.08,0.46,0.676
"hsa05206_MicroRNAs_in_cancer",0.416,-1.75,0.615,0.681
"hsa04977_Vitamin_digestion_and_absorption",-0.412,-0.333,0.715,0.685
"hsa04380_Osteoclast_differentiation",0.266,-2.46,0.537,0.685
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",0.426,-2.48,0.464,0.688
"hsa05144_Malaria",-0.363,-0.87,0.736,0.69
"hsa00970_Aminoacyl-tRNA_biosynthesis",-0.392,-0.203,0.711,0.69
"hsa05140_Leishmaniasis",-0.217,-2.24,0.599,0.693
"hsa04392_Hippo_signaling_pathway",-0.244,-0.206,0.734,0.701
"hsa04152_AMPK_signaling_pathway",-0.146,-1.34,0.732,0.703
"hsa04512_ECM-receptor_interaction",-0.547,-0.675,0.702,0.705
"hsa03008_Ribosome_biogenesis_in_eukaryotes",-0.976,-0.773,0.687,0.705
"hsa03050_Proteasome",-1.28,-1.41,0.674,0.711
"hsa04960_Aldosterone-regulated_sodium_reabsorption",0.14,-1.51,0.638,0.72
"hsa05205_Proteoglycans_in_cancer",0.659,-2.59,0.571,0.728
"hsa05210_Colorectal_cancer",0.733,-2.81,0.525,0.729
"hsa04216_Ferroptosis",-0.0947,-0.279,0.734,0.735
"hsa03420_Nucleotide_excision_repair",-0.589,-0.511,0.742,0.739
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.83,-3.69,0.437,0.739
"hsa03450_Non-homologous_end-joining",-0.561,-0.47,0.749,0.74
"hsa04950_Maturity_onset_diabetes_of_the_young",-0.813,-0.771,0.733,0.74
"hsa00515_Mannose_type_O-glycan_biosynthesis",-0.361,-0.243,0.792,0.742
"hsa00534_Glycosaminoglycan_biosynthesis",-0.249,-0.101,0.772,0.745
"hsa05417_Lipid_and_atherosclerosis",0.351,-3.51,0.515,0.746
"hsa03460_Fanconi_anemia_pathway",-0.916,-0.776,0.735,0.747
"hsa05168_Herpes_simplex_virus_1_infection",-1.59,-2.58,0.701,0.749
"hsa05225_Hepatocellular_carcinoma",0.278,-2.38,0.646,0.751
"hsa04913_Ovarian_steroidogenesis",-0.0903,-1.56,0.705,0.752
"hsa04740_Olfactory_transduction",-1.87,-2.8,0.637,0.752
"hsa04662_B_cell_receptor_signaling_pathway",0.44,-2.58,0.517,0.754
"hsa05213_Endometrial_cancer",0.421,-2.58,0.574,0.766
"hsa00524_Neomycin,_kanamycin_and_gentamicin_biosynthesis",-0.301,-0.432,0.796,0.773
"hsa05310_Asthma",-0.958,-1.49,0.715,0.777
"hsa00010_Glycolysis_/_Gluconeogenesis",-0.85,-1.01,0.757,0.781
"hsa05143_African_trypanosomiasis",-0.0916,-1.54,0.736,0.782
"hsa05418_Fluid_shear_stress_and_atherosclerosis",0.452,-2.23,0.632,0.782
"hsa04917_Prolactin_signaling_pathway",0.574,-2.77,0.469,0.783
"hsa00270_Cysteine_and_methionine_metabolism",-0.508,-0.462,0.809,0.795
"hsa00510_N-Glycan_biosynthesis",-0.773,-0.622,0.78,0.796
"hsa00760_Nicotinate_and_nicotinamide_metabolism",-0.538,-0.428,0.845,0.798
"hsa05034_Alcoholism",-0.164,-2.33,0.629,0.804
"hsa05217_Basal_cell_carcinoma",-0.64,-1.4,0.81,0.805
"hsa00440_Phosphonate_and_phosphinate_metabolism",-0.448,-0.409,0.828,0.806
"hsa00511_Other_glycan_degradation",-0.695,-0.646,0.793,0.811
"hsa04217_Necroptosis",-0.513,-1.72,0.764,0.812
"hsa00640_Propanoate_metabolism",-0.763,-0.838,0.799,0.813
"hsa05204_Chemical_carcinogenesis",-1.2,-1.28,0.795,0.816
"hsa00240_Pyrimidine_metabolism",-0.684,-0.563,0.831,0.824
"hsa00983_Drug_metabolism",-0.964,-0.982,0.818,0.826
"hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance",0.241,-2.87,0.653,0.828
"hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells",-0.383,-2.1,0.742,0.832
"hsa05323_Rheumatoid_arthritis",-1.04,-1.87,0.794,0.839
"hsa04975_Fat_digestion_and_absorption",-0.953,-1.02,0.82,0.84
"hsa00410_beta-Alanine_metabolism",-0.675,-0.736,0.849,0.842
"hsa00591_Linoleic_acid_metabolism",-1.23,-1.41,0.821,0.844
"hsa00532_Glycosaminoglycan_biosynthesis",-0.563,-0.437,0.85,0.848
"hsa00340_Histidine_metabolism",-0.885,-0.897,0.852,0.855
"hsa05152_Tuberculosis",-0.308,-3.35,0.58,0.855
"hsa05134_Legionellosis",-0.582,-1.51,0.815,0.856
"hsa05224_Breast_cancer",-0.468,-2.83,0.775,0.857
"hsa02010_ABC_transporters",-0.886,-0.761,0.849,0.859
"hsa00360_Phenylalanine_metabolism",-1.08,-1.14,0.85,0.861
"hsa00051_Fructose_and_mannose_metabolism",-0.533,-0.54,0.855,0.862
"hsa04920_Adipocytokine_signaling_pathway",-0.0162,-1.82,0.734,0.87
"hsa04350_TGF-beta_signaling_pathway",-0.857,-1.25,0.882,0.874
"hsa05321_Inflammatory_bowel_disease",-1.05,-2.22,0.796,0.874
"hsa05171_Coronavirus_disease",-2.16,-4.03,0.76,0.877
"hsa00513_Various_types_of_N-glycan_biosynthesis",-1.02,-0.929,0.856,0.88
"hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450",-1.69,-1.79,0.85,0.881
"hsa04215_Apoptosis",-0.0855,-1.47,0.787,0.888
"hsa04611_Platelet_activation",-0.666,-3.2,0.794,0.893
"hsa04213_Longevity_regulating_pathway",-0.278,-2.67,0.809,0.894
"hsa05150_Staphylococcus_aureus_infection",-1.82,-2.08,0.819,0.908
"hsa04744_Phototransduction",-1.17,-2.2,0.814,0.908
"hsa01524_Platinum_drug_resistance",-0.624,-2.13,0.887,0.909
"hsa04062_Chemokine_signaling_pathway",-0.0286,-3.3,0.726,0.909
"hsa00565_Ether_lipid_metabolism",-1.28,-1.34,0.9,0.911
"hsa05215_Prostate_cancer",-0.122,-3.38,0.785,0.912
"hsa00592_alpha-Linolenic_acid_metabolism",-1.43,-1.59,0.903,0.914
"hsa00533_Glycosaminoglycan_biosynthesis",-1.05,-0.982,0.9,0.915
"hsa00430_Taurine_and_hypotaurine_metabolism",-1.04,-0.993,0.89,0.917
"hsa05226_Gastric_cancer",-0.578,-3.02,0.829,0.917
"hsa04974_Protein_digestion_and_absorption",-1.34,-1.31,0.908,0.921
"hsa05340_Primary_immunodeficiency",-1.74,-1.9,0.876,0.924
"hsa00982_Drug_metabolism",-2.11,-2.24,0.915,0.926
"hsa00670_One_carbon_pool_by_folate",-1.12,-1.06,0.92,0.927
"hsa05219_Bladder_cancer",-0.0783,-2.22,0.738,0.936
"hsa03430_Mismatch_repair",-1.57,-1.53,0.913,0.938
"hsa04976_Bile_secretion",-1.85,-2.85,0.925,0.94
"hsa00040_Pentose_and_glucuronate_interconversions",-2.03,-2.04,0.917,0.94
"hsa00500_Starch_and_sucrose_metabolism",-0.798,-0.846,0.926,0.943
"hsa04918_Thyroid_hormone_synthesis",-0.82,-3.18,0.894,0.943
"hsa04115_p53_signaling_pathway",-1.1,-1.93,0.908,0.948
"hsa00561_Glycerolipid_metabolism",-1.18,-1.14,0.946,0.95
"hsa00260_Glycine,_serine_and_threonine_metabolism",-1.76,-1.73,0.953,0.954
"hsa00600_Sphingolipid_metabolism",-1.2,-1.1,0.938,0.955
"hsa00910_Nitrogen_metabolism",-1.24,-1.17,0.964,0.962
"hsa05218_Melanoma",-0.577,-3.09,0.901,0.967
"hsa04630_JAK-STAT_signaling_pathway",-2.31,-3.87,0.937,0.969
"hsa00450_Selenocompound_metabolism",-1.28,-1.21,0.953,0.97
"hsa04664_Fc_epsilon_RI_signaling_pathway",-0.122,-3.38,0.673,0.971
"hsa04614_Renin-angiotensin_system",-2.32,-2.26,0.963,0.972
"hsa04672_Intestinal_immune_network_for_IgA_production",-1.95,-2.56,0.916,0.974
"hsa04973_Carbohydrate_digestion_and_absorption",-1.17,-2.8,0.928,0.975
"hsa00052_Galactose_metabolism",-1.47,-1.56,0.952,0.976
"hsa04151_PI3K-Akt_signaling_pathway",-1.04,-3.48,0.888,0.976
"hsa05322_Systemic_lupus_erythematosus",-2.71,-3.09,0.931,0.977
"hsa05202_Transcriptional_misregulation_in_cancer",-1.62,-2.2,0.95,0.978
"hsa04640_Hematopoietic_cell_lineage",-2.89,-3.3,0.965,0.982
"hsa00601_Glycosphingolipid_biosynthesis",-1.74,-1.64,0.972,0.983
"hsa00053_Ascorbate_and_aldarate_metabolism",-2.26,-2.34,0.971,0.983
"hsa00380_Tryptophan_metabolism",-1.93,-2.02,0.975,0.984
"hsa00480_Glutathione_metabolism",-1.58,-1.59,0.966,0.984
"hsa05222_Small_cell_lung_cancer",-1.05,-3.05,0.905,0.984
"hsa05146_Amoebiasis",-1.21,-3.24,0.935,0.986
"hsa04610_Complement_and_coagulation_cascades",-2.66,-2.61,0.967,0.987
"hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor",-3.18,-3.37,0.98,0.988
"hsa04657_IL-17_signaling_pathway",-1.95,-3.72,0.968,0.988
"hsa04613_Neutrophil_extracellular_trap_formation",-2.38,-4.37,0.958,0.991
"hsa04064_NF-kappa_B_signaling_pathway",-1.72,-2.98,0.975,0.992
"hsa00590_Arachidonic_acid_metabolism",-2.43,-2.5,0.985,0.996
"hsa04060_Cytokine-cytokine_receptor_interaction",-5.76,-6.07,0.993,0.997
"hsa04668_TNF_signaling_pathway",-1.47,-3.96,0.941,0.997
