Terms,Single-Species
hsa04613_Neutrophil_extracellular_trap_formation,0.99996 
hsa04614_Renin-angiotensin_system,1.00000 
hsa04620_Toll-like_receptor_signaling_pathway,0.99997 
hsa04621_NOD-like_receptor_signaling_pathway,1.00000 
hsa04622_RIG-I-like_receptor_signaling_pathway,0.99999 
hsa04623_Cytosolic_DNA-sensing_pathway,0.69296 
hsa04625_C-type_lectin_receptor_signaling_pathway,0.08503 
hsa04630_JAK-STAT_signaling_pathway,0.74569 
hsa04640_Hematopoietic_cell_lineage,0.99998 
hsa04650_Natural_killer_cell_mediated_cytotoxicity,0.56061 
hsa04657_IL-17_signaling_pathway,1.00000 
hsa04658_Th1_and_Th2_cell_differentiation,0.75928 
hsa04659_Th17_cell_differentiation,0.82842 
hsa04660_T_cell_receptor_signaling_pathway,0.97780 
hsa04662_B_cell_receptor_signaling_pathway,0.99961 
hsa04664_Fc_epsilon_RI_signaling_pathway,0.25012 
hsa04666_Fc_gamma_R-mediated_phagocytosis,0.27283 
hsa04668_TNF_signaling_pathway,0.33972 
hsa04670_Leukocyte_transendothelial_migration,0.99987 
hsa04672_Intestinal_immune_network_for_IgA_production,0.99644 
hsa04710_Circadian_rhythm,1.00000 
hsa04713_Circadian_entrainment,0.15202 
hsa04714_Thermogenesis,1.00000 
hsa04720_Long-term_potentiation,0.82714 
hsa04721_Synaptic_vesicle_cycle,1.00000 
hsa04722_Neurotrophin_signaling_pathway,1.00000 
hsa04723_Retrograde_endocannabinoid_signaling,1.00000 
hsa04724_Glutamatergic_synapse,0.98741 
hsa04725_Cholinergic_synapse,0.99986 
hsa04726_Serotonergic_synapse,0.99996 
hsa04727_GABAergic_synapse,0.99874 
hsa04728_Dopaminergic_synapse,0.99402 
hsa04730_Long-term_depression,0.11117 
hsa04740_Olfactory_transduction,0.00000 
hsa04742_Taste_transduction,0.00252 
hsa04744_Phototransduction,0.00000 
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,0.89446 
hsa04810_Regulation_of_actin_cytoskeleton,1.00000 
hsa04910_Insulin_signaling_pathway,1.00000 
hsa04911_Insulin_secretion,0.99971 
hsa04912_GnRH_signaling_pathway,0.82712 
hsa04913_Ovarian_steroidogenesis,0.83155 
hsa04914_Progesterone-mediated_oocyte_maturation,0.99810 
hsa04915_Estrogen_signaling_pathway,0.99980 
hsa04916_Melanogenesis,0.96065 
hsa04917_Prolactin_signaling_pathway,0.25693 
hsa04918_Thyroid_hormone_synthesis,0.29744 
hsa04919_Thyroid_hormone_signaling_pathway,1.00000 
hsa04920_Adipocytokine_signaling_pathway,0.59489 
hsa04921_Oxytocin_signaling_pathway,0.82976 
hsa04922_Glucagon_signaling_pathway,0.99985 
hsa04923_Regulation_of_lipolysis_in_adipocytes,1.00000 
hsa04924_Renin_secretion,0.82703 
hsa04925_Aldosterone_synthesis_and_secretion,0.52285 
hsa04926_Relaxin_signaling_pathway,0.82731 
hsa04927_Cortisol_synthesis_and_secretion,0.18479 
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",1.00000 
hsa04929_GnRH_secretion,0.86239 
hsa04930_Type_II_diabetes_mellitus,0.82689 
hsa04931_Insulin_resistance,1.00000 
hsa04932_Non-alcoholic_fatty_liver_disease,0.82693 
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,0.82693 
hsa04934_Cushing_syndrome,0.12913 
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.72381 
hsa04940_Type_I_diabetes_mellitus,0.99999 
hsa04950_Maturity_onset_diabetes_of_the_young,0.99974 
hsa04960_Aldosterone-regulated_sodium_reabsorption,0.00222 
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,0.90580 
hsa04962_Vasopressin-regulated_water_reabsorption,0.99122 
hsa04964_Proximal_tubule_bicarbonate_reclamation,0.99588 
hsa04966_Collecting_duct_acid_secretion,0.73102 
hsa04970_Salivary_secretion,0.89894 
hsa04971_Gastric_acid_secretion,0.00009 
hsa04972_Pancreatic_secretion,1.00000 
hsa04973_Carbohydrate_digestion_and_absorption,0.79761 
hsa04974_Protein_digestion_and_absorption,1.00000 
hsa04975_Fat_digestion_and_absorption,0.29624 
hsa04976_Bile_secretion,1.00000 
hsa04977_Vitamin_digestion_and_absorption,1.00000 
hsa04978_Mineral_absorption,1.00000 
hsa04979_Cholesterol_metabolism,0.99985 
hsa05010_Alzheimer_disease,1.00000 
hsa05012_Parkinson_disease,0.91201 
hsa05014_Amyotrophic_lateral_sclerosis,0.99033 
hsa05016_Huntington_disease,1.00000 
hsa05017_Spinocerebellar_ataxia,1.00000 
hsa05020_Prion_disease,0.49140 
hsa05022_Pathways_of_neurodegeneration,0.89037 
hsa05030_Cocaine_addiction,1.00000 
hsa05031_Amphetamine_addiction,0.96075 
hsa05032_Morphine_addiction,0.82675 
hsa05033_Nicotine_addiction,0.82675 
hsa05034_Alcoholism,0.99933 
hsa05100_Bacterial_invasion_of_epithelial_cells,1.00000 
hsa05110_Vibrio_cholerae_infection,0.99950 
hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection,0.73949 
hsa05130_Pathogenic_Escherichia_coli_infection,1.00000 
hsa05131_Shigellosis,1.00000 
hsa05132_Salmonella_infection,1.00000 
hsa05133_Pertussis,0.93906 
hsa05134_Legionellosis,0.00041 
hsa05135_Yersinia_infection,0.99998 
hsa05140_Leishmaniasis,0.27152 
hsa05142_Chagas_disease,0.82765 
hsa05143_African_trypanosomiasis,0.99973 
hsa05144_Malaria,1.00000 
hsa05145_Toxoplasmosis,0.68224 
hsa05146_Amoebiasis,0.40598 
hsa05150_Staphylococcus_aureus_infection,0.81505 
hsa05152_Tuberculosis,0.99867 
hsa05160_Hepatitis_C,0.71351 
hsa05161_Hepatitis_B,0.82406 
hsa05162_Measles,0.60730 
hsa05163_Human_cytomegalovirus_infection,0.82661 
hsa05164_Influenza_A,0.95972 
hsa05165_Human_papillomavirus_infection,1.00000 
hsa05166_Human_T-cell_leukemia_virus_1_infection,0.99851 
hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection,0.98954 
hsa05168_Herpes_simplex_virus_1_infection,1.00000 
hsa05169_Epstein-Barr_virus_infection,0.98678 
hsa05170_Human_immunodeficiency_virus_1_infection,1.00000 
hsa05171_Coronavirus_disease,0.82629 
hsa05202_Transcriptional_misregulation_in_cancer,1.00000 
hsa05203_Viral_carcinogenesis,1.00000 
hsa05204_Chemical_carcinogenesis,1.00000 
hsa05205_Proteoglycans_in_cancer,1.00000 
hsa05206_MicroRNAs_in_cancer,1.00000 
hsa05207_Chemical_carcinogenesis,1.00000 
hsa05210_Colorectal_cancer,0.84631 
hsa05211_Renal_cell_carcinoma,0.86486 
hsa05212_Pancreatic_cancer,0.98016 
hsa05213_Endometrial_cancer,0.82659 
hsa05214_Glioma,0.82315 
hsa05215_Prostate_cancer,0.59130 
hsa05216_Thyroid_cancer,0.99973 
hsa05217_Basal_cell_carcinoma,0.82656 
hsa05218_Melanoma,0.82656 
hsa05219_Bladder_cancer,0.98522 
hsa05220_Chronic_myeloid_leukemia,0.04012 
hsa05221_Acute_myeloid_leukemia,0.98923 
hsa05222_Small_cell_lung_cancer,0.99980 
hsa05223_Non-small_cell_lung_cancer,0.82656 
hsa05224_Breast_cancer,0.82884 
hsa05225_Hepatocellular_carcinoma,0.31979 
hsa05226_Gastric_cancer,1.00000 
hsa05230_Central_carbon_metabolism_in_cancer,0.99992 
hsa05231_Choline_metabolism_in_cancer,1.00000 
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,0.99992 
hsa05310_Asthma,0.99714 
hsa05320_Autoimmune_thyroid_disease,0.76512 
hsa05321_Inflammatory_bowel_disease,0.77898 
hsa05322_Systemic_lupus_erythematosus,0.94786 
hsa05323_Rheumatoid_arthritis,0.82651 
hsa05330_Allograft_rejection,0.82651 
hsa05332_Graft-versus-host_disease,0.13467 
hsa05340_Primary_immunodeficiency,0.99922 
hsa05410_Hypertrophic_cardiomyopathy,0.27203 
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,1.00000 
hsa05414_Dilated_cardiomyopathy,0.27203 
hsa05415_Diabetic_cardiomyopathy,1.00000 
hsa05416_Viral_myocarditis,0.99926 
hsa05417_Lipid_and_atherosclerosis,0.02145 
hsa05418_Fluid_shear_stress_and_atherosclerosis,0.82600 
