"GSE4107.GENE.SET","GSE4107.MEAN.ABS.T0","GSE4107.PADOG0","GSE4107.P.MEAN.ABS.T","GSE4107.PVAL"
"hsa05144_Malaria",3.02,2.18,0.177,0.138
"hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450",2.8,2.56,0.169,0.138
"hsa05010_Alzheimer_disease",3.55,0.721,0.2,0.141
"hsa04714_Thermogenesis",4.3,2.33,0.19,0.145
"hsa04976_Bile_secretion",2.66,1.31,0.199,0.15
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",1.86,-3.43,0.221,0.151
"hsa05100_Bacterial_invasion_of_epithelial_cells",2.53,1.54,0.219,0.152
"hsa00350_Tyrosine_metabolism",2.1,2.05,0.173,0.152
"hsa04270_Vascular_smooth_muscle_contraction",2.29,-0.26,0.273,0.154
"hsa05163_Human_cytomegalovirus_infection",1.08,-4.01,0.483,0.159
"hsa00590_Arachidonic_acid_metabolism",2.23,2.18,0.207,0.159
"hsa04213_Longevity_regulating_pathway",1.86,-0.969,0.265,0.16
"hsa00190_Oxidative_phosphorylation",4.88,4.26,0.192,0.16
"hsa00532_Glycosaminoglycan_biosynthesis",2.46,2.69,0.174,0.161
"hsa04144_Endocytosis",2.83,2.79,0.21,0.171
"hsa04723_Retrograde_endocannabinoid_signaling",2.47,-0.543,0.195,0.171
"hsa00230_Purine_metabolism",2.34,1.92,0.218,0.173
"hsa00740_Riboflavin_metabolism",2.13,2.18,0.183,0.176
"hsa05170_Human_immunodeficiency_virus_1_infection",2.16,-2.48,0.227,0.178
"hsa04014_Ras_signaling_pathway",1.91,-1.09,0.291,0.179
"hsa04722_Neurotrophin_signaling_pathway",1.66,-2.23,0.333,0.184
"hsa00270_Cysteine_and_methionine_metabolism",2.08,2.16,0.2,0.188
"hsa04921_Oxytocin_signaling_pathway",2.16,-2.1,0.217,0.189
"hsa05142_Chagas_disease",2.64,-1.92,0.171,0.191
"hsa04924_Renin_secretion",1.97,-0.653,0.292,0.195
"hsa05210_Colorectal_cancer",2.17,-2.3,0.19,0.197
"hsa04022_cGMP-PKG_signaling_pathway",1.85,-1.1,0.328,0.198
"hsa04728_Dopaminergic_synapse",1.93,-2.08,0.241,0.203
"hsa01210_2-Oxocarboxylic_acid_metabolism",2.34,2.31,0.211,0.204
"hsa04015_Rap1_signaling_pathway",1.79,-1.44,0.355,0.207
"hsa04310_Wnt_signaling_pathway",2.06,0.0704,0.241,0.214
"hsa04670_Leukocyte_transendothelial_migration",2.58,0.822,0.263,0.215
"hsa00250_Alanine,_aspartate_and_glutamate_metabolism",1.61,1.66,0.217,0.215
"hsa05204_Chemical_carcinogenesis",2.54,2.3,0.262,0.224
"hsa04810_Regulation_of_actin_cytoskeleton",2.01,0.453,0.297,0.226
"hsa00030_Pentose_phosphate_pathway",2.13,2.18,0.248,0.23
"hsa04530_Tight_junction",2.92,1.72,0.247,0.234
"hsa04514_Cell_adhesion_molecules",3.17,2.94,0.255,0.236
"hsa05016_Huntington_disease",2.2,0.728,0.264,0.24
"hsa05022_Pathways_of_neurodegeneration",1.88,-0.813,0.294,0.242
"hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection",1.73,-2.97,0.355,0.247
"hsa00750_Vitamin_B6_metabolism",1.75,1.81,0.264,0.251
"hsa00310_Lysine_degradation",1.96,1.98,0.227,0.251
"hsa00450_Selenocompound_metabolism",1.8,1.94,0.264,0.255
"hsa04512_ECM-receptor_interaction",2.21,2,0.272,0.258
"hsa05166_Human_T-cell_leukemia_virus_1_infection",2.37,-1.61,0.297,0.259
"hsa05032_Morphine_addiction",1.51,-0.416,0.266,0.261
"hsa04380_Osteoclast_differentiation",2.55,-0.897,0.255,0.262
"hsa00480_Glutathione_metabolism",2.24,2.24,0.3,0.265
"hsa04215_Apoptosis",1.82,0.204,0.261,0.267
"hsa04925_Aldosterone_synthesis_and_secretion",1.04,-1.94,0.442,0.276
"hsa00561_Glycerolipid_metabolism",2,2.04,0.286,0.278
"hsa05206_MicroRNAs_in_cancer",1.4,-0.744,0.42,0.291
"hsa04666_Fc_gamma_R-mediated_phagocytosis",1.48,-0.195,0.411,0.296
"hsa04151_PI3K-Akt_signaling_pathway",1.02,-1.38,0.484,0.298
"hsa05211_Renal_cell_carcinoma",1.41,-1.48,0.332,0.301
"hsa04392_Hippo_signaling_pathway",1.86,1.98,0.294,0.301
"hsa05145_Toxoplasmosis",1.71,-1.4,0.364,0.303
"hsa00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis",1.6,1.71,0.281,0.307
"hsa04071_Sphingolipid_signaling_pathway",1.13,-1.94,0.454,0.308
"hsa00010_Glycolysis_/_Gluconeogenesis",1.53,1.31,0.315,0.313
"hsa04974_Protein_digestion_and_absorption",1.99,2.05,0.328,0.32
"hsa04931_Insulin_resistance",1.17,-0.879,0.508,0.322
"hsa04662_B_cell_receptor_signaling_pathway",2.26,-1.42,0.293,0.324
"hsa05231_Choline_metabolism_in_cancer",2.09,-1.47,0.227,0.325
"hsa00140_Steroid_hormone_biosynthesis",1.66,1.59,0.33,0.331
"hsa00760_Nicotinate_and_nicotinamide_metabolism",1.51,1.65,0.331,0.334
"hsa05323_Rheumatoid_arthritis",2.77,0.657,0.268,0.334
"hsa04216_Ferroptosis",1.57,1.56,0.355,0.338
"hsa04657_IL-17_signaling_pathway",2.35,-0.679,0.222,0.338
"hsa01230_Biosynthesis_of_amino_acids",1.5,1.52,0.347,0.343
"hsa04068_FoxO_signaling_pathway",1.07,-1.72,0.481,0.344
"hsa00340_Histidine_metabolism",1.43,1.33,0.311,0.344
"hsa04724_Glutamatergic_synapse",0.798,-1.92,0.394,0.352
"hsa04390_Hippo_signaling_pathway",1.59,0.826,0.382,0.354
"hsa04261_Adrenergic_signaling_in_cardiomyocytes",0.944,-2.25,0.444,0.362
"hsa04726_Serotonergic_synapse",1.13,-1.43,0.406,0.363
"hsa00900_Terpenoid_backbone_biosynthesis",1.47,1.53,0.34,0.364
"hsa05416_Viral_myocarditis",1.8,0.384,0.366,0.365
"hsa00603_Glycosphingolipid_biosynthesis",1.45,1.54,0.353,0.365
"hsa05134_Legionellosis",1.44,0.127,0.374,0.367
"hsa05031_Amphetamine_addiction",1.51,-1.95,0.295,0.367
"hsa04137_Mitophagy",1.65,0.156,0.326,0.372
"hsa05014_Amyotrophic_lateral_sclerosis",0.97,-0.327,0.374,0.376
"hsa05224_Breast_cancer",1.32,-1.71,0.407,0.38
"hsa04916_Melanogenesis",0.629,-2.88,0.566,0.381
"hsa00120_Primary_bile_acid_biosynthesis",1.17,1.28,0.367,0.383
"hsa05417_Lipid_and_atherosclerosis",1.29,-3.17,0.427,0.388
"hsa04614_Renin-angiotensin_system",1.41,1.48,0.371,0.389
"hsa00983_Drug_metabolism",1.57,1.44,0.401,0.399
"hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection",1.86,-0.908,0.265,0.399
"hsa00051_Fructose_and_mannose_metabolism",1.45,1.47,0.415,0.406
"hsa05165_Human_papillomavirus_infection",0.504,-1.98,0.582,0.41
"hsa04660_T_cell_receptor_signaling_pathway",1.53,-2.58,0.386,0.413
"hsa04012_ErbB_signaling_pathway",0.918,-2.64,0.487,0.414
"hsa00604_Glycosphingolipid_biosynthesis",1.15,1.24,0.357,0.416
"hsa05161_Hepatitis_B",1.03,-3.64,0.468,0.417
"hsa04964_Proximal_tubule_bicarbonate_reclamation",1.35,1.08,0.403,0.42
"hsa00512_Mucin_type_O-glycan_biosynthesis",1.43,1.63,0.417,0.421
"hsa04620_Toll-like_receptor_signaling_pathway",1.69,-2.31,0.357,0.424
"hsa04610_Complement_and_coagulation_cascades",1.35,1.45,0.411,0.425
"hsa04720_Long-term_potentiation",0.286,-3.1,0.648,0.428
"hsa05034_Alcoholism",0.745,-1.29,0.493,0.429
"hsa00600_Sphingolipid_metabolism",1.53,1.69,0.413,0.431
"hsa00520_Amino_sugar_and_nucleotide_sugar_metabolism",1.41,1.53,0.428,0.434
"hsa04658_Th1_and_Th2_cell_differentiation",2.06,-1.26,0.354,0.434
"hsa04072_Phospholipase_D_signaling_pathway",0.75,-1.98,0.575,0.441
"hsa04727_GABAergic_synapse",0.602,-1.35,0.428,0.442
"hsa00220_Arginine_biosynthesis",1.03,0.957,0.415,0.447
"hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance",0.203,-2.79,0.679,0.449
"hsa00630_Glyoxylate_and_dicarboxylate_metabolism",1.03,0.97,0.408,0.451
"hsa04625_C-type_lectin_receptor_signaling_pathway",0.81,-3.13,0.511,0.457
"hsa00970_Aminoacyl-tRNA_biosynthesis",1.01,1.26,0.436,0.466
"hsa05030_Cocaine_addiction",1.16,-1.14,0.393,0.469
"hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy",0.986,0.548,0.484,0.472
"hsa05414_Dilated_cardiomyopathy",0.872,-0.808,0.491,0.475
"hsa04066_HIF-1_signaling_pathway",0.659,-1.57,0.594,0.479
"hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer",1.35,-2.64,0.425,0.482
"hsa05221_Acute_myeloid_leukemia",0.326,-2.17,0.666,0.488
"hsa04260_Cardiac_muscle_contraction",0.73,0.213,0.476,0.49
"hsa04672_Intestinal_immune_network_for_IgA_production",0.95,0.149,0.47,0.49
"hsa00601_Glycosphingolipid_biosynthesis",1.01,1.18,0.456,0.492
"hsa04710_Circadian_rhythm",0.856,0.744,0.507,0.494
"hsa05140_Leishmaniasis",1.67,-1.57,0.413,0.498
"hsa00500_Starch_and_sucrose_metabolism",1.27,1.27,0.468,0.501
"hsa05202_Transcriptional_misregulation_in_cancer",0.979,0.587,0.542,0.502
"hsa00790_Folate_biosynthesis",0.926,1.03,0.451,0.505
"hsa04350_TGF-beta_signaling_pathway",0.884,0.31,0.507,0.508
"hsa00565_Ether_lipid_metabolism",1.05,0.987,0.51,0.513
"hsa04210_Apoptosis",1.52,-2.09,0.411,0.515
"hsa00471_D-Glutamine_and_D-glutamate_metabolism",0.569,0.525,0.461,0.524
"hsa04978_Mineral_absorption",0.585,0.536,0.508,0.528
"hsa05230_Central_carbon_metabolism_in_cancer",0.561,-1.33,0.581,0.53
"hsa00564_Glycerophospholipid_metabolism",1.02,1.1,0.488,0.53
"hsa04150_mTOR_signaling_pathway",0.281,-1.62,0.671,0.533
"hsa04062_Chemokine_signaling_pathway",0.39,-2.95,0.59,0.534
"hsa05152_Tuberculosis",0.0745,-2.76,0.615,0.551
"hsa04659_Th17_cell_differentiation",1.34,-2.12,0.443,0.559
"hsa05225_Hepatocellular_carcinoma",0.0792,-2.44,0.705,0.563
"hsa04340_Hedgehog_signaling_pathway",0.65,0.0865,0.521,0.571
"hsa04927_Cortisol_synthesis_and_secretion",0.331,-2.28,0.628,0.576
"hsa04640_Hematopoietic_cell_lineage",-0.0383,-0.691,0.538,0.576
"hsa05110_Vibrio_cholerae_infection",0.533,-0.636,0.54,0.577
"hsa05150_Staphylococcus_aureus_infection",0.623,0.27,0.537,0.581
"hsa05164_Influenza_A",0.11,-2.36,0.698,0.584
"hsa05216_Thyroid_cancer",0.471,-1.16,0.638,0.585
"hsa04020_Calcium_signaling_pathway",0.195,-1.88,0.601,0.585
"hsa00562_Inositol_phosphate_metabolism",0.454,-0.145,0.593,0.606
"hsa00513_Various_types_of_N-glycan_biosynthesis",0.576,0.711,0.563,0.606
"hsa05171_Coronavirus_disease",-0.133,-2.63,0.548,0.606
"hsa04911_Insulin_secretion",0.136,-2.41,0.646,0.613
"hsa05322_Systemic_lupus_erythematosus",0.417,0.0476,0.598,0.615
"hsa05215_Prostate_cancer",-0.00661,-3.24,0.782,0.617
"hsa05340_Primary_immunodeficiency",-0.118,-0.286,0.575,0.62
"hsa05212_Pancreatic_cancer",-0.0219,-3.14,0.804,0.621
"hsa05226_Gastric_cancer",0.0509,-2.4,0.715,0.624
"hsa00260_Glycine,_serine_and_threonine_metabolism",0.445,0.437,0.553,0.628
"hsa05131_Shigellosis",0.421,-2.35,0.658,0.629
"hsa04145_Phagosome",0.559,-0.188,0.604,0.63
"hsa04917_Prolactin_signaling_pathway",0.702,-2.99,0.516,0.632
"hsa03060_Protein_export",0.0868,0.23,0.572,0.634
"hsa00232_Caffeine_metabolism",0.383,0.411,0.592,0.637
"hsa04919_Thyroid_hormone_signaling_pathway",-0.0889,-2.55,0.741,0.643
"hsa05410_Hypertrophic_cardiomyopathy",0.0725,-0.71,0.63,0.643
"hsa04664_Fc_epsilon_RI_signaling_pathway",0.19,-3.14,0.659,0.647
"hsa04370_VEGF_signaling_pathway",0.324,-3.02,0.733,0.648
"hsa00061_Fatty_acid_biosynthesis",0.409,0.437,0.57,0.649
"hsa04730_Long-term_depression",0.242,-2.38,0.684,0.655
"hsa00052_Galactose_metabolism",0.611,0.548,0.603,0.661
"hsa04152_AMPK_signaling_pathway",0.225,-1.06,0.727,0.664
"hsa04140_Autophagy",0.0284,-2.05,0.662,0.666
"hsa01524_Platinum_drug_resistance",0.183,-1.76,0.674,0.672
"hsa04330_Notch_signaling_pathway",0.497,0.487,0.615,0.676
"hsa05223_Non-small_cell_lung_cancer",-0.247,-3.1,0.802,0.679
"hsa04621_NOD-like_receptor_signaling_pathway",0.474,-2.01,0.611,0.68
"hsa05214_Glioma",-0.37,-3.89,0.863,0.681
"hsa00510_N-Glycan_biosynthesis",0.0953,0.276,0.603,0.683
"hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption",0.0538,-1.59,0.644,0.685
"hsa00360_Phenylalanine_metabolism",0.277,0.157,0.578,0.685
"hsa00440_Phosphonate_and_phosphinate_metabolism",0.323,0.369,0.615,0.687
"hsa05143_African_trypanosomiasis",0.0354,-1.33,0.744,0.696
"hsa00240_Pyrimidine_metabolism",0.334,0.481,0.639,0.697
"hsa05146_Amoebiasis",0.0584,-2.03,0.752,0.701
"hsa05310_Asthma",-0.211,-0.931,0.65,0.701
"hsa00330_Arginine_and_proline_metabolism",0.424,0.367,0.637,0.705
"hsa00592_alpha-Linolenic_acid_metabolism",0.356,0.12,0.688,0.714
"hsa00563_Glycosylphosphatidylinositol_(GPI)-anchor_biosynthesis",0.0557,0.243,0.627,0.716
"hsa04064_NF-kappa_B_signaling_pathway",-0.431,-1.81,0.687,0.717
"hsa04613_Neutrophil_extracellular_trap_formation",-0.295,-2.17,0.749,0.721
"hsa00100_Steroid_biosynthesis",0.172,0.326,0.663,0.721
"hsa00534_Glycosaminoglycan_biosynthesis",-0.00912,0.16,0.636,0.723
"hsa05162_Measles",0.158,-3.17,0.661,0.724
"hsa04211_Longevity_regulating_pathway",-0.0728,-2.98,0.802,0.728
"hsa04971_Gastric_acid_secretion",-0.127,-3.32,0.735,0.728
"hsa04142_Lysosome",-0.0882,0.139,0.682,0.735
"hsa04972_Pancreatic_secretion",-0.122,-2.02,0.715,0.736
"hsa05330_Allograft_rejection",-0.526,-1.49,0.684,0.738
"hsa04122_Sulfur_relay_system",0.321,0.393,0.666,0.738
"hsa04218_Cellular_senescence",-0.395,-3.34,0.801,0.746
"hsa04940_Type_I_diabetes_mellitus",-0.426,-1.45,0.697,0.754
"hsa04914_Progesterone-mediated_oocyte_maturation",0.0209,-3.18,0.714,0.756
"hsa03010_Ribosome",-2.18,-1.89,0.696,0.757
"hsa04970_Salivary_secretion",-0.0766,-2.59,0.745,0.762
"hsa04962_Vasopressin-regulated_water_reabsorption",0.102,-1.25,0.663,0.763
"hsa04960_Aldosterone-regulated_sodium_reabsorption",-0.0734,-1.87,0.734,0.764
"hsa05321_Inflammatory_bowel_disease",-0.0482,-1.73,0.666,0.764
"hsa04114_Oocyte_meiosis",-0.338,-2.93,0.73,0.766
"hsa00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",0.0673,-0.0197,0.661,0.77
"hsa04750_Inflammatory_mediator_regulation_of_TRP_channels",-0.136,-4.08,0.769,0.771
"hsa05169_Epstein-Barr_virus_infection",-0.671,-3.78,0.758,0.773
"hsa04934_Cushing_syndrome",-0.4,-3.25,0.79,0.774
"hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor",-0.59,-0.879,0.73,0.774
"hsa05222_Small_cell_lung_cancer",-0.398,-2.5,0.831,0.785
"hsa05218_Melanoma",-0.671,-3.04,0.837,0.79
"hsa04070_Phosphatidylinositol_signaling_system",-0.333,-1.84,0.82,0.791
"hsa00430_Taurine_and_hypotaurine_metabolism",-0.326,-0.259,0.712,0.798
"hsa00910_Nitrogen_metabolism",-0.628,-0.556,0.749,0.8
"hsa04922_Glucagon_signaling_pathway",-0.293,-2.76,0.807,0.804
"hsa05220_Chronic_myeloid_leukemia",-0.653,-3.7,0.874,0.806
"hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells",-0.493,-2.17,0.805,0.806
"hsa05213_Endometrial_cancer",-0.639,-3.38,0.874,0.812
"hsa04141_Protein_processing_in_endoplasmic_reticulum",-0.812,-1.07,0.756,0.812
"hsa04721_Synaptic_vesicle_cycle",-0.643,-0.643,0.756,0.814
"hsa05320_Autoimmune_thyroid_disease",-1.11,-2.09,0.741,0.822
"hsa04920_Adipocytokine_signaling_pathway",-0.0269,-1.66,0.803,0.823
"hsa05219_Bladder_cancer",-0.421,-2.18,0.835,0.826
"hsa04929_GnRH_secretion",-0.775,-3.31,0.844,0.83
"hsa05332_Graft-versus-host_disease",-0.807,-1.89,0.761,0.83
"hsa04130_SNARE_interactions_in_vesicular_transport",-0.182,-0.0182,0.76,0.83
"hsa05160_Hepatitis_C",-1.08,-3.73,0.915,0.836
"hsa00531_Glycosaminoglycan_degradation",-0.344,-0.275,0.765,0.841
"hsa04136_Autophagy",-0.577,-0.772,0.785,0.852
"hsa02010_ABC_transporters",-0.694,-0.549,0.783,0.853
"hsa00730_Thiamine_metabolism",-0.495,-0.421,0.776,0.856
"hsa00511_Other_glycan_degradation",-0.228,-0.157,0.792,0.858
"hsa05217_Basal_cell_carcinoma",-0.846,-1.57,0.858,0.86
"hsa04217_Necroptosis",-0.861,-2.03,0.841,0.86
"hsa04910_Insulin_signaling_pathway",-0.611,-3.22,0.883,0.866
"hsa04977_Vitamin_digestion_and_absorption",-0.571,-0.453,0.791,0.866
"hsa04622_RIG-I-like_receptor_signaling_pathway",-0.909,-2.8,0.817,0.879
"hsa04979_Cholesterol_metabolism",-0.708,-0.679,0.806,0.879
"hsa04913_Ovarian_steroidogenesis",-0.24,-2.08,0.787,0.883
"hsa00670_One_carbon_pool_by_folate",-0.88,-0.809,0.809,0.889
"hsa05203_Viral_carcinogenesis",-1.25,-3.45,0.879,0.897
"hsa04650_Natural_killer_cell_mediated_cytotoxicity",-1.67,-4.03,0.883,0.902
"hsa04918_Thyroid_hormone_synthesis",-0.75,-3.36,0.868,0.903
"hsa03050_Proteasome",-2.11,-2.22,0.835,0.906
"hsa04060_Cytokine-cytokine_receptor_interaction",-2.34,-2.75,0.854,0.908
"hsa04115_p53_signaling_pathway",-0.967,-1.86,0.89,0.914
"hsa05017_Spinocerebellar_ataxia",-1.79,-3.49,0.885,0.915
"hsa04973_Carbohydrate_digestion_and_absorption",-1.23,-2.79,0.927,0.92
"hsa04744_Phototransduction",-1.29,-1.96,0.881,0.921
"hsa00524_Neomycin,_kanamycin_and_gentamicin_biosynthesis",-0.571,-0.708,0.866,0.927
"hsa00533_Glycosaminoglycan_biosynthesis",-0.779,-0.736,0.868,0.93
"hsa00515_Mannose_type_O-glycan_biosynthesis",-1.33,-1.24,0.876,0.931
"hsa04975_Fat_digestion_and_absorption",-0.671,-0.747,0.898,0.933
"hsa01523_Antifolate_resistance",-1.14,-2.03,0.901,0.938
"hsa04120_Ubiquitin_mediated_proteolysis",-2.38,-2.27,0.886,0.945
"hsa04930_Type_II_diabetes_mellitus",-1.03,-2.85,0.907,0.946
"hsa04966_Collecting_duct_acid_secretion",-1.01,-1.14,0.911,0.948
"hsa03015_mRNA_surveillance_pathway",-2.26,-2.27,0.897,0.955
"hsa04630_JAK-STAT_signaling_pathway",-2.38,-3.79,0.932,0.956
"hsa04612_Antigen_processing_and_presentation",-1.66,-2.23,0.896,0.956
"hsa04110_Cell_cycle",-2.99,-3.49,0.915,0.958
"hsa00514_Other_types_of_O-glycan_biosynthesis",-1.35,-1.21,0.922,0.963
"hsa04080_Neuroactive_ligand-receptor_interaction",-4.79,-4.61,0.931,0.967
"hsa03013_RNA_transport",-3.58,-3.35,0.922,0.974
"hsa04623_Cytosolic_DNA-sensing_pathway",-1.96,-3.08,0.927,0.976
"hsa04950_Maturity_onset_diabetes_of_the_young",-1.48,-1.5,0.925,0.978
"hsa03008_Ribosome_biogenesis_in_eukaryotes",-2.81,-2.65,0.915,0.979
"hsa03450_Non-homologous_end-joining",-1.73,-1.66,0.928,0.98
"hsa03430_Mismatch_repair",-2.49,-2.45,0.953,0.981
"hsa04742_Taste_transduction",-2.69,-3.72,0.953,0.982
"hsa05033_Nicotine_addiction",-3.05,-3.16,0.937,0.983
"hsa03022_Basal_transcription_factors",-2.45,-2.33,0.951,0.985
"hsa03018_RNA_degradation",-2.97,-2.81,0.944,0.985
"hsa03040_Spliceosome",-4.49,-4.33,0.96,0.986
"hsa00591_Linoleic_acid_metabolism",-1.53,-1.72,0.953,0.988
"hsa03420_Nucleotide_excision_repair",-2.97,-2.92,0.958,0.992
"hsa04740_Olfactory_transduction",-5.22,-6,0.979,0.993
"hsa03030_DNA_replication",-3.41,-3.34,0.967,0.995
"hsa03410_Base_excision_repair",-2.67,-2.58,0.984,0.997
"hsa05168_Herpes_simplex_virus_1_infection",-6.87,-7.99,0.997,0.999
"hsa03460_Fanconi_anemia_pathway",-4.15,-4.07,0.991,0.999
"hsa03440_Homologous_recombination",-3,-2.94,0.985,0.999
"hsa03020_RNA_polymerase",-3.53,-3.46,0.972,1
