Terms,Single-Species
hsa00970_Aminoacyl-tRNA_biosynthesis,0.99997 
hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450,0.00046 
hsa00982_Drug_metabolism,0.97149 
hsa00983_Drug_metabolism,1.00000 
hsa01040_Biosynthesis_of_unsaturated_fatty_acids,0.40319 
hsa01200_Carbon_metabolism,0.63478 
hsa01210_2-Oxocarboxylic_acid_metabolism,0.69387 
hsa01212_Fatty_acid_metabolism,0.23113 
hsa01230_Biosynthesis_of_amino_acids,0.99741 
hsa01240_Biosynthesis_of_cofactors,0.00004 
hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance,0.70834 
hsa01522_Endocrine_resistance,0.98082 
hsa01523_Antifolate_resistance,0.05464 
hsa01524_Platinum_drug_resistance,0.99846 
hsa02010_ABC_transporters,1.00000 
hsa03008_Ribosome_biogenesis_in_eukaryotes,1.00000 
hsa03010_Ribosome,0.00000 
hsa03013_RNA_transport,0.00545 
hsa03015_mRNA_surveillance_pathway,0.09640 
hsa03018_RNA_degradation,1.00000 
hsa03020_RNA_polymerase,0.72896 
hsa03022_Basal_transcription_factors,0.00619 
hsa03030_DNA_replication,0.09380 
hsa03040_Spliceosome,0.00067 
hsa03050_Proteasome,0.99897 
hsa03060_Protein_export,1.00000 
hsa03320_PPAR_signaling_pathway,0.51303 
hsa03410_Base_excision_repair,1.00000 
hsa03420_Nucleotide_excision_repair,0.96162 
hsa03430_Mismatch_repair,0.67896 
hsa03440_Homologous_recombination,1.00000 
hsa03450_Non-homologous_end-joining,0.48031 
hsa03460_Fanconi_anemia_pathway,0.99999 
hsa04010_MAPK_signaling_pathway,1.00000 
hsa04012_ErbB_signaling_pathway,0.99952 
hsa04014_Ras_signaling_pathway,0.99690 
hsa04015_Rap1_signaling_pathway,0.00874 
hsa04020_Calcium_signaling_pathway,0.99999 
hsa04022_cGMP-PKG_signaling_pathway,0.95585 
hsa04024_cAMP_signaling_pathway,0.31178 
hsa04060_Cytokine-cytokine_receptor_interaction,1.00000 
hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor,0.69557 
hsa04062_Chemokine_signaling_pathway,0.00022 
hsa04064_NF-kappa_B_signaling_pathway,0.98522 
hsa04066_HIF-1_signaling_pathway,0.83618 
hsa04068_FoxO_signaling_pathway,0.99984 
hsa04070_Phosphatidylinositol_signaling_system,0.99403 
hsa04071_Sphingolipid_signaling_pathway,0.46172 
hsa04072_Phospholipase_D_signaling_pathway,0.14350 
hsa04080_Neuroactive_ligand-receptor_interaction,1.00000 
hsa04110_Cell_cycle,1.00000 
hsa04114_Oocyte_meiosis,0.97847 
hsa04115_p53_signaling_pathway,0.06483 
hsa04120_Ubiquitin_mediated_proteolysis,0.99995 
hsa04122_Sulfur_relay_system,0.29667 
hsa04130_SNARE_interactions_in_vesicular_transport,0.48242 
hsa04136_Autophagy,0.69813 
hsa04137_Mitophagy,0.99522 
hsa04140_Autophagy,0.99994 
hsa04141_Protein_processing_in_endoplasmic_reticulum,1.00000 
hsa04142_Lysosome,0.99975 
hsa04144_Endocytosis,1.00000 
hsa04145_Phagosome,0.99940 
hsa04146_Peroxisome,1.00000 
hsa04150_mTOR_signaling_pathway,1.00000 
hsa04151_PI3K-Akt_signaling_pathway,0.99999 
hsa04152_AMPK_signaling_pathway,0.99565 
hsa04210_Apoptosis,0.89946 
hsa04211_Longevity_regulating_pathway,0.35446 
hsa04213_Longevity_regulating_pathway,0.37117 
hsa04215_Apoptosis,0.86239 
hsa04216_Ferroptosis,1.00000 
hsa04217_Necroptosis,0.98920 
hsa04218_Cellular_senescence,0.99988 
hsa04260_Cardiac_muscle_contraction,0.99725 
hsa04261_Adrenergic_signaling_in_cardiomyocytes,0.00350 
hsa04270_Vascular_smooth_muscle_contraction,0.99963 
hsa04310_Wnt_signaling_pathway,1.00000 
hsa04330_Notch_signaling_pathway,0.61650 
hsa04340_Hedgehog_signaling_pathway,1.00000 
hsa04350_TGF-beta_signaling_pathway,1.00000 
hsa04360_Axon_guidance,1.00000 
hsa04370_VEGF_signaling_pathway,0.43770 
hsa04371_Apelin_signaling_pathway,0.22246 
hsa04380_Osteoclast_differentiation,1.00000 
hsa04390_Hippo_signaling_pathway,0.97045 
hsa04392_Hippo_signaling_pathway,0.28697 
hsa04510_Focal_adhesion,0.01392 
hsa04512_ECM-receptor_interaction,0.33036 
hsa04514_Cell_adhesion_molecules,0.88886 
hsa04520_Adherens_junction,1.00000 
hsa04530_Tight_junction,0.73533 
hsa04540_Gap_junction,0.50630 
hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells,0.86110 
hsa04610_Complement_and_coagulation_cascades,1.00000 
hsa04611_Platelet_activation,0.28529 
hsa04612_Antigen_processing_and_presentation,0.99718 
hsa04613_Neutrophil_extracellular_trap_formation,1.00000 
hsa04614_Renin-angiotensin_system,0.11338 
hsa04620_Toll-like_receptor_signaling_pathway,0.00586 
hsa04621_NOD-like_receptor_signaling_pathway,1.00000 
hsa04622_RIG-I-like_receptor_signaling_pathway,0.99997 
hsa04623_Cytosolic_DNA-sensing_pathway,0.07079 
hsa04625_C-type_lectin_receptor_signaling_pathway,0.88129 
hsa04630_JAK-STAT_signaling_pathway,0.97392 
hsa04640_Hematopoietic_cell_lineage,0.74356 
hsa04650_Natural_killer_cell_mediated_cytotoxicity,0.54852 
hsa04657_IL-17_signaling_pathway,0.99999 
hsa04658_Th1_and_Th2_cell_differentiation,0.73786 
hsa04659_Th17_cell_differentiation,0.99478 
hsa04660_T_cell_receptor_signaling_pathway,0.01336 
hsa04662_B_cell_receptor_signaling_pathway,0.99977 
hsa04664_Fc_epsilon_RI_signaling_pathway,0.49657 
hsa04666_Fc_gamma_R-mediated_phagocytosis,0.83963 
hsa04668_TNF_signaling_pathway,0.98281 
hsa04670_Leukocyte_transendothelial_migration,0.02360 
hsa04672_Intestinal_immune_network_for_IgA_production,0.56480 
hsa04710_Circadian_rhythm,0.80528 
hsa04713_Circadian_entrainment,0.74174 
hsa04714_Thermogenesis,0.00000 
hsa04720_Long-term_potentiation,0.52416 
hsa04721_Synaptic_vesicle_cycle,0.00080 
hsa04722_Neurotrophin_signaling_pathway,0.99963 
hsa04723_Retrograde_endocannabinoid_signaling,0.64140 
hsa04724_Glutamatergic_synapse,1.00000 
hsa04725_Cholinergic_synapse,0.47407 
hsa04726_Serotonergic_synapse,0.86698 
hsa04727_GABAergic_synapse,0.99982 
hsa04728_Dopaminergic_synapse,0.20504 
hsa04730_Long-term_depression,0.13187 
hsa04740_Olfactory_transduction,1.00000 
hsa04742_Taste_transduction,1.00000 
hsa04744_Phototransduction,0.99934 
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,0.87572 
hsa04810_Regulation_of_actin_cytoskeleton,1.00000 
hsa04910_Insulin_signaling_pathway,0.00000 
hsa04911_Insulin_secretion,0.00439 
hsa04912_GnRH_signaling_pathway,0.69809 
hsa04913_Ovarian_steroidogenesis,0.58117 
hsa04914_Progesterone-mediated_oocyte_maturation,0.95017 
hsa04915_Estrogen_signaling_pathway,0.99995 
hsa04916_Melanogenesis,0.99552 
hsa04917_Prolactin_signaling_pathway,0.11678 
hsa04918_Thyroid_hormone_synthesis,1.00000 
hsa04919_Thyroid_hormone_signaling_pathway,1.00000 
hsa04920_Adipocytokine_signaling_pathway,0.16797 
hsa04921_Oxytocin_signaling_pathway,0.58667 
hsa04922_Glucagon_signaling_pathway,0.84122 
hsa04923_Regulation_of_lipolysis_in_adipocytes,0.36677 
hsa04924_Renin_secretion,0.66268 
hsa04925_Aldosterone_synthesis_and_secretion,0.99971 
hsa04926_Relaxin_signaling_pathway,0.69639 
hsa04927_Cortisol_synthesis_and_secretion,0.40039 
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",0.98368 
hsa04929_GnRH_secretion,0.99989 
hsa04930_Type_II_diabetes_mellitus,0.70083 
hsa04931_Insulin_resistance,0.98077 
hsa04932_Non-alcoholic_fatty_liver_disease,0.78729 
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,0.69643 
hsa04934_Cushing_syndrome,0.99102 
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.99980 
hsa04940_Type_I_diabetes_mellitus,0.99967 
hsa04950_Maturity_onset_diabetes_of_the_young,1.00000 
hsa04960_Aldosterone-regulated_sodium_reabsorption,0.99270 
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,0.97606 
hsa04962_Vasopressin-regulated_water_reabsorption,0.95977 
hsa04964_Proximal_tubule_bicarbonate_reclamation,0.93585 
hsa04966_Collecting_duct_acid_secretion,0.99992 
hsa04970_Salivary_secretion,1.00000 
hsa04971_Gastric_acid_secretion,1.00000 
hsa04972_Pancreatic_secretion,0.99441 
hsa04973_Carbohydrate_digestion_and_absorption,0.97749 
hsa04974_Protein_digestion_and_absorption,1.00000 
hsa04975_Fat_digestion_and_absorption,1.00000 
hsa04976_Bile_secretion,1.00000 
hsa04977_Vitamin_digestion_and_absorption,0.99483 
hsa04978_Mineral_absorption,1.00000 
hsa04979_Cholesterol_metabolism,1.00000 
hsa05010_Alzheimer_disease,0.99895 
hsa05012_Parkinson_disease,0.83508 
hsa05014_Amyotrophic_lateral_sclerosis,0.03558 
hsa05016_Huntington_disease,0.04385 
hsa05017_Spinocerebellar_ataxia,0.00000 
hsa05020_Prion_disease,0.71734 
hsa05022_Pathways_of_neurodegeneration,0.72305 
hsa05030_Cocaine_addiction,0.07650 
hsa05031_Amphetamine_addiction,0.11603 
hsa05032_Morphine_addiction,0.69505 
hsa05033_Nicotine_addiction,0.69505 
hsa05034_Alcoholism,0.33920 
hsa05100_Bacterial_invasion_of_epithelial_cells,0.99980 
hsa05110_Vibrio_cholerae_infection,0.79641 
hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection,0.99834 
hsa05130_Pathogenic_Escherichia_coli_infection,1.00000 
hsa05131_Shigellosis,1.00000 
hsa05132_Salmonella_infection,1.00000 
hsa05133_Pertussis,0.03205 
hsa05134_Legionellosis,0.00007 
hsa05135_Yersinia_infection,0.12352 
hsa05140_Leishmaniasis,0.30364 
hsa05142_Chagas_disease,0.69652 
hsa05143_African_trypanosomiasis,1.00000 
hsa05144_Malaria,0.75356 
hsa05145_Toxoplasmosis,0.90427 
hsa05146_Amoebiasis,0.10693 
hsa05150_Staphylococcus_aureus_infection,0.12316 
hsa05152_Tuberculosis,0.99933 
hsa05160_Hepatitis_C,0.90052 
hsa05161_Hepatitis_B,0.68659 
hsa05162_Measles,0.95391 
hsa05163_Human_cytomegalovirus_infection,0.69751 
hsa05164_Influenza_A,0.99469 
hsa05165_Human_papillomavirus_infection,0.98894 
hsa05166_Human_T-cell_leukemia_virus_1_infection,0.75500 
hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection,0.70978 
hsa05168_Herpes_simplex_virus_1_infection,1.00000 
hsa05169_Epstein-Barr_virus_infection,0.99364 
hsa05170_Human_immunodeficiency_virus_1_infection,0.99901 
hsa05171_Coronavirus_disease,0.00000 
hsa05202_Transcriptional_misregulation_in_cancer,0.00008 
hsa05203_Viral_carcinogenesis,0.91261 
hsa05204_Chemical_carcinogenesis,0.99323 
hsa05205_Proteoglycans_in_cancer,1.00000 
hsa05206_MicroRNAs_in_cancer,1.00000 
hsa05207_Chemical_carcinogenesis,1.00000 
hsa05210_Colorectal_cancer,0.85087 
hsa05211_Renal_cell_carcinoma,0.95673 
hsa05212_Pancreatic_cancer,0.69652 
hsa05213_Endometrial_cancer,0.69576 
hsa05214_Glioma,0.69576 
hsa05215_Prostate_cancer,0.99956 
hsa05216_Thyroid_cancer,0.74345 
hsa05217_Basal_cell_carcinoma,0.69496 
hsa05218_Melanoma,0.69496 
hsa05219_Bladder_cancer,0.47872 
hsa05220_Chronic_myeloid_leukemia,0.84338 
hsa05221_Acute_myeloid_leukemia,0.55481 
hsa05222_Small_cell_lung_cancer,0.99970 
hsa05223_Non-small_cell_lung_cancer,0.61508 
hsa05224_Breast_cancer,0.69829 
hsa05225_Hepatocellular_carcinoma,0.00000 
hsa05226_Gastric_cancer,1.00000 
hsa05230_Central_carbon_metabolism_in_cancer,0.81834 
hsa05231_Choline_metabolism_in_cancer,0.99999 
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,0.78569 
hsa05310_Asthma,0.46096 
hsa05320_Autoimmune_thyroid_disease,0.70299 
hsa05321_Inflammatory_bowel_disease,0.73648 
hsa05322_Systemic_lupus_erythematosus,0.09759 
hsa05323_Rheumatoid_arthritis,0.70300 
hsa05330_Allograft_rejection,0.69498 
hsa05332_Graft-versus-host_disease,0.69643 
hsa05340_Primary_immunodeficiency,0.90301 
hsa05410_Hypertrophic_cardiomyopathy,0.72536 
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,0.50969 
hsa05414_Dilated_cardiomyopathy,0.72388 
hsa05415_Diabetic_cardiomyopathy,0.89607 
hsa05416_Viral_myocarditis,0.93503 
hsa05417_Lipid_and_atherosclerosis,0.99810 
hsa05418_Fluid_shear_stress_and_atherosclerosis,0.08798 
