"GSE19420.GENE.SET","GSE19420.MEAN.ABS.T0","GSE19420.PADOG0","GSE19420.P.MEAN.ABS.T","GSE19420.PVAL"
"hsa00604_Glycosphingolipid_biosynthesis",0.626,0.69,0.464,0.386
"hsa00062_Fatty_acid_elongation",0.518,0.563,0.433,0.386
"hsa04668_TNF_signaling_pathway",0.735,-2.01,0.399,0.386
"hsa05206_MicroRNAs_in_cancer",1.03,-1.18,0.376,0.394
"hsa05330_Allograft_rejection",0.734,-0.369,0.408,0.398
"hsa05163_Human_cytomegalovirus_infection",0.913,-4.07,0.298,0.403
"hsa04720_Long-term_potentiation",0.894,-2.42,0.401,0.404
"hsa05166_Human_T-cell_leukemia_virus_1_infection",1.21,-2.03,0.38,0.404
"hsa04934_Cushing_syndrome",0.937,-1.78,0.383,0.406
"hsa00232_Caffeine_metabolism",0.676,0.656,0.483,0.408
"hsa01230_Biosynthesis_of_amino_acids",0.194,0.193,0.466,0.409
"hsa04920_Adipocytokine_signaling_pathway",0.534,-0.792,0.512,0.412
"hsa04726_Serotonergic_synapse",0.0773,-2.02,0.436,0.415
"hsa00450_Selenocompound_metabolism",0.612,0.706,0.483,0.419
"hsa04922_Glucagon_signaling_pathway",0.125,-2.02,0.481,0.42
"hsa05215_Prostate_cancer",1.26,-2.25,0.36,0.42
"hsa04514_Cell_adhesion_molecules",0.488,0.188,0.432,0.424
"hsa04650_Natural_killer_cell_mediated_cytotoxicity",0.255,-2.15,0.373,0.426
"hsa05415_Diabetic_cardiomyopathy",0.54,-1.5,0.47,0.429
"hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer",1.38,-1.94,0.301,0.434
"hsa00500_Starch_and_sucrose_metabolism",-0.0694,-0.145,0.451,0.436
"hsa00590_Arachidonic_acid_metabolism",-0.505,-0.66,0.438,0.438
"hsa00603_Glycosphingolipid_biosynthesis",0.523,0.567,0.504,0.439
"hsa00511_Other_glycan_degradation",0.246,0.323,0.492,0.442
"hsa00565_Ether_lipid_metabolism",-0.158,-0.323,0.442,0.449
"hsa04151_PI3K-Akt_signaling_pathway",0.566,-1.87,0.456,0.453
"hsa03450_Non-homologous_end-joining",0.484,0.591,0.516,0.455
"hsa04926_Relaxin_signaling_pathway",0.553,-3.48,0.338,0.458
"hsa04925_Aldosterone_synthesis_and_secretion",0.645,-2.23,0.425,0.459
"hsa00430_Taurine_and_hypotaurine_metabolism",-0.316,-0.251,0.487,0.464
"hsa04930_Type_II_diabetes_mellitus",0.439,-1.43,0.424,0.465
"hsa04728_Dopaminergic_synapse",0.169,-2.73,0.533,0.469
"hsa05332_Graft-versus-host_disease",0.117,-0.899,0.479,0.474
"hsa04940_Type_I_diabetes_mellitus",0.483,-0.618,0.473,0.483
"hsa00562_Inositol_phosphate_metabolism",0.302,-0.215,0.57,0.484
"hsa00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",0.269,0.227,0.559,0.484
"hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection",0.573,-3.31,0.425,0.486
"hsa03440_Homologous_recombination",0.544,0.634,0.54,0.487
"hsa00920_Sulfur_metabolism",0.27,0.358,0.544,0.489
"hsa00563_Glycosylphosphatidylinositol_(GPI)-anchor_biosynthesis",0.434,0.601,0.57,0.502
"hsa00630_Glyoxylate_and_dicarboxylate_metabolism",0.296,0.275,0.546,0.506
"hsa00983_Drug_metabolism",-0.296,-0.352,0.538,0.516
"hsa00750_Vitamin_B6_metabolism",0.208,0.22,0.55,0.518
"hsa00650_Butanoate_metabolism",0.141,0.147,0.552,0.519
"hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection",0.294,-1.43,0.558,0.522
"hsa05164_Influenza_A",0.693,-1.94,0.467,0.526
"hsa05320_Autoimmune_thyroid_disease",-0.198,-1.19,0.481,0.528
"hsa03030_DNA_replication",0.41,0.511,0.594,0.529
"hsa05416_Viral_myocarditis",0.347,-0.629,0.58,0.538
"hsa00532_Glycosaminoglycan_biosynthesis",0.303,0.439,0.585,0.54
"hsa03020_RNA_polymerase",0.329,0.464,0.593,0.542
"hsa04660_T_cell_receptor_signaling_pathway",0.578,-2.58,0.471,0.549
"hsa00534_Glycosaminoglycan_biosynthesis",0.357,0.509,0.591,0.55
"hsa04064_NF-kappa_B_signaling_pathway",0.396,-0.809,0.608,0.554
"hsa00512_Mucin_type_O-glycan_biosynthesis",0.216,0.361,0.603,0.56
"hsa05132_Salmonella_infection",0.553,-1.4,0.575,0.56
"hsa00533_Glycosaminoglycan_biosynthesis",0.224,0.281,0.608,0.562
"hsa05418_Fluid_shear_stress_and_atherosclerosis",0.465,-2.05,0.563,0.564
"hsa00053_Ascorbate_and_aldarate_metabolism",-1.09,-1.26,0.518,0.566
"hsa03410_Base_excision_repair",0.347,0.458,0.605,0.573
"hsa05140_Leishmaniasis",0.588,-1.64,0.513,0.574
"hsa00020_Citrate_cycle_(TCA_cycle)",-0.0538,-0.174,0.575,0.576
"hsa04670_Leukocyte_transendothelial_migration",0.185,-1.32,0.592,0.58
"hsa04974_Protein_digestion_and_absorption",-0.042,-0.0328,0.589,0.58
"hsa04964_Proximal_tubule_bicarbonate_reclamation",0.0315,-0.198,0.62,0.586
"hsa00564_Glycerophospholipid_metabolism",-0.117,-0.142,0.602,0.588
"hsa00730_Thiamine_metabolism",-0.0169,0.0561,0.629,0.594
"hsa05145_Toxoplasmosis",0.507,-2,0.629,0.594
"hsa01240_Biosynthesis_of_cofactors",-0.459,-0.351,0.605,0.597
"hsa04152_AMPK_signaling_pathway",0.428,-0.896,0.643,0.601
"hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption",-0.26,-1.51,0.642,0.601
"hsa00052_Galactose_metabolism",-0.56,-0.688,0.586,0.604
"hsa04213_Longevity_regulating_pathway",0.568,-2.05,0.521,0.605
"hsa00360_Phenylalanine_metabolism",-0.167,-0.249,0.617,0.607
"hsa05162_Measles",0.431,-2.16,0.606,0.614
"hsa00601_Glycosphingolipid_biosynthesis",-0.11,0.0191,0.646,0.618
"hsa04340_Hedgehog_signaling_pathway",-0.0706,-0.308,0.711,0.621
"hsa05231_Choline_metabolism_in_cancer",0.55,-2.09,0.519,0.621
"hsa04976_Bile_secretion",-1.25,-2.45,0.471,0.628
"hsa04978_Mineral_absorption",0.0821,0.00223,0.65,0.632
"hsa04380_Osteoclast_differentiation",0.159,-2.45,0.544,0.632
"hsa04975_Fat_digestion_and_absorption",-0.864,-0.902,0.631,0.64
"hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance",0.805,-2.47,0.547,0.646
"hsa05012_Parkinson_disease",0.00882,-1.69,0.644,0.648
"hsa05030_Cocaine_addiction",0.0563,-1.42,0.682,0.651
"hsa04144_Endocytosis",0.622,0.316,0.667,0.653
"hsa04540_Gap_junction",0.486,-2.75,0.488,0.653
"hsa05323_Rheumatoid_arthritis",-0.193,-1.24,0.656,0.655
"hsa04140_Autophagy",0.619,-1.33,0.64,0.667
"hsa05165_Human_papillomavirus_infection",0.586,-2.17,0.617,0.684
"hsa03060_Protein_export",-0.0404,0.0684,0.712,0.689
"hsa04742_Taste_transduction",-1.15,-1.89,0.659,0.694
"hsa05133_Pertussis",0.29,-2.17,0.65,0.697
"hsa04714_Thermogenesis",-0.332,-1.89,0.696,0.698
"hsa03015_mRNA_surveillance_pathway",-0.375,-0.324,0.724,0.706
"hsa04710_Circadian_rhythm",-0.103,-0.36,0.705,0.709
"hsa04929_GnRH_secretion",-0.0747,-2.64,0.59,0.721
"hsa05322_Systemic_lupus_erythematosus",-0.427,-0.879,0.688,0.722
"hsa04931_Insulin_resistance",-0.00779,-1.92,0.734,0.723
"hsa04530_Tight_junction",-0.235,-0.874,0.8,0.738
"hsa05225_Hepatocellular_carcinoma",0.615,-2.23,0.598,0.738
"hsa00515_Mannose_type_O-glycan_biosynthesis",-0.191,-0.0758,0.76,0.74
"hsa00982_Drug_metabolism",-0.804,-0.974,0.73,0.742
"hsa05217_Basal_cell_carcinoma",-0.145,-1.1,0.713,0.743
"hsa05310_Asthma",-0.469,-1.13,0.706,0.746
"hsa04060_Cytokine-cytokine_receptor_interaction",-0.979,-1.36,0.74,0.751
"hsa05130_Pathogenic_Escherichia_coli_infection",-0.18,-1.81,0.78,0.757
"hsa01523_Antifolate_resistance",-0.13,-0.873,0.781,0.759
"hsa00670_One_carbon_pool_by_folate",-0.258,-0.199,0.774,0.759
"hsa05417_Lipid_and_atherosclerosis",0.0687,-3.51,0.692,0.767
"hsa03018_RNA_degradation",-0.101,0.113,0.78,0.771
"hsa04130_SNARE_interactions_in_vesicular_transport",-0.433,-0.279,0.79,0.776
"hsa00061_Fatty_acid_biosynthesis",-0.156,-0.185,0.785,0.777
"hsa05135_Yersinia_infection",0.188,-2.54,0.745,0.778
"hsa04142_Lysosome",-0.205,-0.0126,0.799,0.779
"hsa05032_Morphine_addiction",-0.841,-2.42,0.641,0.782
"hsa04966_Collecting_duct_acid_secretion",-0.345,-0.46,0.793,0.783
"hsa04621_NOD-like_receptor_signaling_pathway",-0.189,-2.05,0.767,0.785
"hsa00310_Lysine_degradation",-0.628,-0.589,0.782,0.786
"hsa00190_Oxidative_phosphorylation",-1.01,-1.41,0.789,0.791
"hsa00100_Steroid_biosynthesis",-0.455,-0.35,0.803,0.797
"hsa05340_Primary_immunodeficiency",-0.721,-0.947,0.762,0.798
"hsa04932_Non-alcoholic_fatty_liver_disease",-0.592,-2.7,0.783,0.8
"hsa04520_Adherens_junction",-0.0923,-1.09,0.786,0.805
"hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy",-0.699,-1.11,0.811,0.809
"hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450",-1.14,-1.26,0.795,0.816
"hsa05010_Alzheimer_disease",-0.32,-3,0.781,0.822
"hsa04915_Estrogen_signaling_pathway",-0.504,-4.27,0.618,0.824
"hsa04950_Maturity_onset_diabetes_of_the_young",-1.9,-1.86,0.788,0.826
"hsa04918_Thyroid_hormone_synthesis",-0.388,-2.64,0.752,0.828
"hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor",-0.967,-1.22,0.827,0.83
"hsa04919_Thyroid_hormone_signaling_pathway",-0.201,-2.55,0.799,0.832
"hsa00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis",-0.889,-0.838,0.811,0.834
"hsa00900_Terpenoid_backbone_biosynthesis",-0.555,-0.461,0.836,0.837
"hsa05014_Amyotrophic_lateral_sclerosis",-0.482,-1.6,0.821,0.84
"hsa04750_Inflammatory_mediator_regulation_of_TRP_channels",0.516,-3.22,0.619,0.841
"hsa04672_Intestinal_immune_network_for_IgA_production",-0.996,-1.54,0.83,0.843
"hsa04137_Mitophagy",-0.605,-1.36,0.88,0.849
"hsa05034_Alcoholism",-0.753,-2.64,0.775,0.849
"hsa04310_Wnt_signaling_pathway",-0.503,-1.73,0.9,0.851
"hsa04145_Phagosome",-0.654,-1.31,0.827,0.852
"hsa04122_Sulfur_relay_system",-0.874,-0.826,0.843,0.855
"hsa04657_IL-17_signaling_pathway",-0.884,-2.65,0.79,0.856
"hsa00350_Tyrosine_metabolism",-0.823,-0.861,0.851,0.857
"hsa00510_N-Glycan_biosynthesis",-0.626,-0.474,0.85,0.861
"hsa05321_Inflammatory_bowel_disease",-0.448,-1.57,0.858,0.863
"hsa00040_Pentose_and_glucuronate_interconversions",-2.01,-2.04,0.826,0.864
"hsa04150_mTOR_signaling_pathway",-0.226,-2.31,0.805,0.864
"hsa04211_Longevity_regulating_pathway",-0.0307,-2.91,0.763,0.865
"hsa04723_Retrograde_endocannabinoid_signaling",-0.96,-3.31,0.761,0.865
"hsa04141_Protein_processing_in_endoplasmic_reticulum",-0.869,-0.947,0.874,0.875
"hsa00860_Porphyrin_and_chlorophyll_metabolism",-1.63,-1.62,0.836,0.875
"hsa04664_Fc_epsilon_RI_signaling_pathway",-0.196,-3.18,0.727,0.876
"hsa00830_Retinol_metabolism",-1.89,-1.87,0.85,0.886
"hsa04916_Melanogenesis",-0.165,-3.45,0.768,0.887
"hsa05100_Bacterial_invasion_of_epithelial_cells",-0.369,-1.47,0.84,0.889
"hsa04360_Axon_guidance",-0.24,-1.54,0.873,0.893
"hsa03460_Fanconi_anemia_pathway",-0.74,-0.628,0.89,0.896
"hsa05022_Pathways_of_neurodegeneration",-0.528,-2.95,0.87,0.898
"hsa00030_Pentose_phosphate_pathway",-1.18,-1.18,0.893,0.913
"hsa04611_Platelet_activation",0.0175,-2.85,0.795,0.913
"hsa05110_Vibrio_cholerae_infection",-1.09,-1.69,0.932,0.914
"hsa05150_Staphylococcus_aureus_infection",-2.29,-2.62,0.841,0.917
"hsa00230_Purine_metabolism",-0.838,-1.43,0.846,0.918
"hsa04722_Neurotrophin_signaling_pathway",0.365,-3.28,0.732,0.918
"hsa00790_Folate_biosynthesis",-1.44,-1.37,0.895,0.926
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",-0.63,-4.7,0.83,0.928
"hsa03013_RNA_transport",-1.38,-1.14,0.918,0.929
"hsa04613_Neutrophil_extracellular_trap_formation",-1.26,-3.05,0.887,0.931
"hsa00514_Other_types_of_O-glycan_biosynthesis",-1.35,-1.21,0.929,0.934
"hsa05017_Spinocerebellar_ataxia",-0.638,-2.21,0.923,0.936
"hsa05020_Prion_disease",-1.02,-3.23,0.901,0.936
"hsa03022_Basal_transcription_factors",-1.01,-0.868,0.932,0.938
"hsa05016_Huntington_disease",-1.44,-2.48,0.933,0.94
"hsa04614_Renin-angiotensin_system",-0.824,-0.839,0.931,0.943
"hsa04662_B_cell_receptor_signaling_pathway",-0.542,-3.28,0.832,0.943
"hsa04392_Hippo_signaling_pathway",-1.2,-1.12,0.946,0.945
"hsa04630_JAK-STAT_signaling_pathway",-1.24,-2.83,0.882,0.947
"hsa04217_Necroptosis",-1.22,-2.37,0.926,0.951
"hsa00513_Various_types_of_N-glycan_biosynthesis",-1.15,-1.06,0.94,0.956
"hsa04071_Sphingolipid_signaling_pathway",-0.904,-3.7,0.899,0.958
"hsa00910_Nitrogen_metabolism",-1.37,-1.3,0.956,0.959
"hsa00440_Phosphonate_and_phosphinate_metabolism",-1.19,-1.16,0.945,0.961
"hsa04062_Chemokine_signaling_pathway",-1.07,-4.09,0.873,0.963
"hsa00072_Synthesis_and_degradation_of_ketone_bodies",-1.28,-1.28,0.961,0.967
"hsa00970_Aminoacyl-tRNA_biosynthesis",-1.36,-1.18,0.963,0.971
"hsa05205_Proteoglycans_in_cancer",-0.526,-3.61,0.919,0.973
"hsa05134_Legionellosis",-0.915,-2.01,0.951,0.974
"hsa04390_Hippo_signaling_pathway",-1.07,-1.6,0.976,0.975
"hsa04330_Notch_signaling_pathway",-1.15,-1.16,0.969,0.975
"hsa04610_Complement_and_coagulation_cascades",-2.11,-2.04,0.957,0.975
"hsa04744_Phototransduction",-1.15,-2.08,0.928,0.977
"hsa00740_Riboflavin_metabolism",-1.42,-1.39,0.979,0.981
"hsa04625_C-type_lectin_receptor_signaling_pathway",-0.564,-3.91,0.916,0.982
"hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications",-1,-3.73,0.976,0.985
"hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells",-1.32,-2.98,0.974,0.985
"hsa04136_Autophagy",-1.64,-1.77,0.984,0.989
"hsa03008_Ribosome_biogenesis_in_eukaryotes",-2.1,-1.9,0.99,0.994
"hsa03040_Spliceosome",-2.28,-2.05,0.986,0.994
"hsa01210_2-Oxocarboxylic_acid_metabolism",-1.95,-1.97,0.995,0.997
"hsa00600_Sphingolipid_metabolism",-2.6,-2.52,0.992,0.998
"hsa04962_Vasopressin-regulated_water_reabsorption",-1.98,-2.87,0.997,0.999
"hsa00471_D-Glutamine_and_D-glutamate_metabolism",-2.17,-2.15,0.987,0.999
