Terms,Single-Species
hsa00564_Glycerophospholipid_metabolism,1.00000 
hsa00565_Ether_lipid_metabolism,0.99991 
hsa00590_Arachidonic_acid_metabolism,0.95425 
hsa00591_Linoleic_acid_metabolism,0.62273 
hsa00592_alpha-Linolenic_acid_metabolism,0.63600 
hsa00600_Sphingolipid_metabolism,0.99796 
hsa00601_Glycosphingolipid_biosynthesis,0.00001 
hsa00603_Glycosphingolipid_biosynthesis,0.90899 
hsa00604_Glycosphingolipid_biosynthesis,0.00208 
hsa00620_Pyruvate_metabolism,0.99991 
hsa00630_Glyoxylate_and_dicarboxylate_metabolism,0.69450 
hsa00640_Propanoate_metabolism,0.99903 
hsa00650_Butanoate_metabolism,0.93726 
hsa00670_One_carbon_pool_by_folate,0.90179 
hsa00730_Thiamine_metabolism,0.07654 
hsa00740_Riboflavin_metabolism,0.96279 
hsa00750_Vitamin_B6_metabolism,0.63465 
hsa00760_Nicotinate_and_nicotinamide_metabolism,0.99974 
hsa00770_Pantothenate_and_CoA_biosynthesis,0.99997 
hsa00790_Folate_biosynthesis,0.98740 
hsa00830_Retinol_metabolism,1.00000 
hsa00860_Porphyrin_and_chlorophyll_metabolism,0.99171 
hsa00900_Terpenoid_backbone_biosynthesis,1.00000 
hsa00910_Nitrogen_metabolism,0.43412 
hsa00920_Sulfur_metabolism,0.94596 
hsa00970_Aminoacyl-tRNA_biosynthesis,0.99987 
hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450,0.30511 
hsa00982_Drug_metabolism,0.88891 
hsa00983_Drug_metabolism,0.78380 
hsa01040_Biosynthesis_of_unsaturated_fatty_acids,0.20018 
hsa01200_Carbon_metabolism,0.97449 
hsa01210_2-Oxocarboxylic_acid_metabolism,0.62964 
hsa01212_Fatty_acid_metabolism,0.08361 
hsa01230_Biosynthesis_of_amino_acids,0.97476 
hsa01240_Biosynthesis_of_cofactors,0.98775 
hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance,0.01813 
hsa01522_Endocrine_resistance,0.79070 
hsa01523_Antifolate_resistance,0.13685 
hsa01524_Platinum_drug_resistance,0.49808 
hsa02010_ABC_transporters,0.06797 
hsa03008_Ribosome_biogenesis_in_eukaryotes,1.00000 
hsa03010_Ribosome,1.00000 
hsa03013_RNA_transport,1.00000 
hsa03015_mRNA_surveillance_pathway,1.00000 
hsa03018_RNA_degradation,1.00000 
hsa03020_RNA_polymerase,0.62628 
hsa03022_Basal_transcription_factors,0.99742 
hsa03030_DNA_replication,0.83976 
hsa03040_Spliceosome,1.00000 
hsa03050_Proteasome,0.99821 
hsa03060_Protein_export,1.00000 
hsa03320_PPAR_signaling_pathway,0.07957 
hsa03410_Base_excision_repair,1.00000 
hsa03420_Nucleotide_excision_repair,0.99014 
hsa03430_Mismatch_repair,0.78216 
hsa03440_Homologous_recombination,0.16731 
hsa03450_Non-homologous_end-joining,0.92939 
hsa03460_Fanconi_anemia_pathway,1.00000 
hsa04010_MAPK_signaling_pathway,0.99844 
hsa04012_ErbB_signaling_pathway,0.02365 
hsa04014_Ras_signaling_pathway,0.67863 
hsa04015_Rap1_signaling_pathway,0.99814 
hsa04020_Calcium_signaling_pathway,0.99907 
hsa04022_cGMP-PKG_signaling_pathway,0.00203 
hsa04024_cAMP_signaling_pathway,0.00000 
hsa04060_Cytokine-cytokine_receptor_interaction,0.00181 
hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor,0.00004 
hsa04062_Chemokine_signaling_pathway,0.00020 
hsa04064_NF-kappa_B_signaling_pathway,0.64924 
hsa04066_HIF-1_signaling_pathway,0.96886 
hsa04068_FoxO_signaling_pathway,0.18901 
hsa04070_Phosphatidylinositol_signaling_system,0.00292 
hsa04071_Sphingolipid_signaling_pathway,0.00115 
hsa04072_Phospholipase_D_signaling_pathway,0.49279 
hsa04080_Neuroactive_ligand-receptor_interaction,0.00000 
hsa04110_Cell_cycle,0.99997 
hsa04114_Oocyte_meiosis,0.03436 
hsa04115_p53_signaling_pathway,0.99638 
hsa04120_Ubiquitin_mediated_proteolysis,1.00000 
hsa04122_Sulfur_relay_system,0.91342 
hsa04130_SNARE_interactions_in_vesicular_transport,1.00000 
hsa04136_Autophagy,0.00002 
hsa04137_Mitophagy,1.00000 
hsa04140_Autophagy,0.00002 
hsa04141_Protein_processing_in_endoplasmic_reticulum,1.00000 
hsa04142_Lysosome,1.00000 
hsa04144_Endocytosis,1.00000 
hsa04145_Phagosome,0.48976 
hsa04146_Peroxisome,1.00000 
hsa04150_mTOR_signaling_pathway,0.28848 
hsa04151_PI3K-Akt_signaling_pathway,0.07844 
hsa04152_AMPK_signaling_pathway,1.00000 
hsa04210_Apoptosis,0.96076 
hsa04211_Longevity_regulating_pathway,0.72399 
hsa04213_Longevity_regulating_pathway,0.52511 
hsa04215_Apoptosis,0.85932 
hsa04216_Ferroptosis,0.98642 
hsa04217_Necroptosis,0.99274 
hsa04218_Cellular_senescence,0.91725 
hsa04260_Cardiac_muscle_contraction,0.94328 
hsa04261_Adrenergic_signaling_in_cardiomyocytes,0.02082 
hsa04270_Vascular_smooth_muscle_contraction,1.00000 
hsa04310_Wnt_signaling_pathway,1.00000 
hsa04330_Notch_signaling_pathway,1.00000 
hsa04340_Hedgehog_signaling_pathway,0.99999 
hsa04350_TGF-beta_signaling_pathway,1.00000 
hsa04360_Axon_guidance,0.99880 
hsa04370_VEGF_signaling_pathway,0.97233 
hsa04371_Apelin_signaling_pathway,0.99995 
hsa04380_Osteoclast_differentiation,0.76416 
hsa04390_Hippo_signaling_pathway,0.42344 
hsa04392_Hippo_signaling_pathway,0.42318 
hsa04510_Focal_adhesion,0.99999 
hsa04512_ECM-receptor_interaction,0.94393 
hsa04514_Cell_adhesion_molecules,1.00000 
hsa04520_Adherens_junction,0.00046 
hsa04530_Tight_junction,0.99998 
hsa04540_Gap_junction,0.01095 
hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells,0.91346 
hsa04610_Complement_and_coagulation_cascades,0.06506 
hsa04611_Platelet_activation,0.58798 
hsa04612_Antigen_processing_and_presentation,0.40532 
hsa04613_Neutrophil_extracellular_trap_formation,0.94283 
hsa04614_Renin-angiotensin_system,0.98646 
hsa04620_Toll-like_receptor_signaling_pathway,0.17121 
hsa04621_NOD-like_receptor_signaling_pathway,0.99918 
hsa04622_RIG-I-like_receptor_signaling_pathway,1.00000 
hsa04623_Cytosolic_DNA-sensing_pathway,0.50398 
hsa04625_C-type_lectin_receptor_signaling_pathway,0.58632 
hsa04630_JAK-STAT_signaling_pathway,0.00649 
hsa04640_Hematopoietic_cell_lineage,0.97575 
hsa04650_Natural_killer_cell_mediated_cytotoxicity,0.02402 
hsa04657_IL-17_signaling_pathway,0.00000 
hsa04658_Th1_and_Th2_cell_differentiation,0.93653 
hsa04659_Th17_cell_differentiation,0.00050 
hsa04660_T_cell_receptor_signaling_pathway,0.17880 
hsa04662_B_cell_receptor_signaling_pathway,0.01002 
hsa04664_Fc_epsilon_RI_signaling_pathway,0.60748 
hsa04666_Fc_gamma_R-mediated_phagocytosis,0.92443 
hsa04668_TNF_signaling_pathway,0.88447 
hsa04670_Leukocyte_transendothelial_migration,0.13663 
hsa04672_Intestinal_immune_network_for_IgA_production,0.74028 
hsa04710_Circadian_rhythm,0.79280 
hsa04713_Circadian_entrainment,0.94674 
hsa04714_Thermogenesis,1.00000 
hsa04720_Long-term_potentiation,0.96380 
hsa04721_Synaptic_vesicle_cycle,0.00014 
hsa04722_Neurotrophin_signaling_pathway,0.27881 
hsa04723_Retrograde_endocannabinoid_signaling,0.99997 
hsa04724_Glutamatergic_synapse,0.49767 
hsa04725_Cholinergic_synapse,0.00001 
hsa04726_Serotonergic_synapse,0.00000 
hsa04727_GABAergic_synapse,0.97869 
hsa04728_Dopaminergic_synapse,0.86131 
hsa04730_Long-term_depression,0.99293 
hsa04740_Olfactory_transduction,0.93921 
hsa04742_Taste_transduction,0.00000 
hsa04744_Phototransduction,0.91553 
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,0.99840 
hsa04810_Regulation_of_actin_cytoskeleton,0.96615 
hsa04910_Insulin_signaling_pathway,0.99999 
hsa04911_Insulin_secretion,0.18656 
hsa04912_GnRH_signaling_pathway,0.00583 
hsa04913_Ovarian_steroidogenesis,0.00068 
hsa04914_Progesterone-mediated_oocyte_maturation,0.76660 
hsa04915_Estrogen_signaling_pathway,1.00000 
hsa04916_Melanogenesis,0.05302 
hsa04917_Prolactin_signaling_pathway,0.96319 
hsa04918_Thyroid_hormone_synthesis,0.99981 
hsa04919_Thyroid_hormone_signaling_pathway,0.99994 
hsa04920_Adipocytokine_signaling_pathway,0.92200 
hsa04921_Oxytocin_signaling_pathway,0.01980 
hsa04922_Glucagon_signaling_pathway,0.16362 
hsa04923_Regulation_of_lipolysis_in_adipocytes,0.14002 
hsa04924_Renin_secretion,0.89319 
hsa04925_Aldosterone_synthesis_and_secretion,0.00092 
hsa04926_Relaxin_signaling_pathway,0.01977 
hsa04927_Cortisol_synthesis_and_secretion,0.00171 
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",0.61642 
hsa04929_GnRH_secretion,0.82136 
hsa04930_Type_II_diabetes_mellitus,0.72422 
hsa04931_Insulin_resistance,0.99855 
hsa04932_Non-alcoholic_fatty_liver_disease,0.60066 
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,0.02684 
hsa04934_Cushing_syndrome,0.00001 
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.14361 
hsa04940_Type_I_diabetes_mellitus,0.83903 
hsa04950_Maturity_onset_diabetes_of_the_young,0.99977 
hsa04960_Aldosterone-regulated_sodium_reabsorption,0.91650 
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,0.88652 
hsa04962_Vasopressin-regulated_water_reabsorption,0.98533 
hsa04964_Proximal_tubule_bicarbonate_reclamation,0.93612 
hsa04966_Collecting_duct_acid_secretion,0.98416 
hsa04970_Salivary_secretion,0.00000 
hsa04971_Gastric_acid_secretion,0.99552 
hsa04972_Pancreatic_secretion,0.08367 
hsa04973_Carbohydrate_digestion_and_absorption,0.01004 
hsa04974_Protein_digestion_and_absorption,0.99617 
hsa04975_Fat_digestion_and_absorption,0.41579 
hsa04976_Bile_secretion,0.00009 
hsa04977_Vitamin_digestion_and_absorption,0.99984 
hsa04978_Mineral_absorption,0.72816 
hsa04979_Cholesterol_metabolism,0.61031 
hsa05010_Alzheimer_disease,0.02464 
hsa05012_Parkinson_disease,0.99835 
hsa05014_Amyotrophic_lateral_sclerosis,0.00000 
hsa05016_Huntington_disease,0.99842 
hsa05017_Spinocerebellar_ataxia,0.99993 
hsa05020_Prion_disease,0.99640 
hsa05022_Pathways_of_neurodegeneration,0.00000 
hsa05030_Cocaine_addiction,0.96119 
hsa05031_Amphetamine_addiction,0.33582 
hsa05032_Morphine_addiction,0.61252 
hsa05033_Nicotine_addiction,0.32772 
hsa05034_Alcoholism,0.01493 
hsa05100_Bacterial_invasion_of_epithelial_cells,0.98400 
hsa05110_Vibrio_cholerae_infection,0.99887 
hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection,0.99986 
hsa05130_Pathogenic_Escherichia_coli_infection,0.99899 
hsa05131_Shigellosis,0.99992 
hsa05132_Salmonella_infection,1.00000 
hsa05133_Pertussis,0.18523 
hsa05134_Legionellosis,0.88973 
hsa05135_Yersinia_infection,0.99267 
hsa05140_Leishmaniasis,0.57444 
hsa05142_Chagas_disease,0.61430 
hsa05143_African_trypanosomiasis,0.82447 
hsa05144_Malaria,0.99726 
hsa05145_Toxoplasmosis,0.50194 
hsa05146_Amoebiasis,0.02055 
hsa05150_Staphylococcus_aureus_infection,0.00087 
hsa05152_Tuberculosis,0.27407 
hsa05160_Hepatitis_C,0.97958 
hsa05161_Hepatitis_B,0.15319 
hsa05162_Measles,0.99927 
hsa05163_Human_cytomegalovirus_infection,0.36411 
hsa05164_Influenza_A,0.00018 
hsa05165_Human_papillomavirus_infection,0.99013 
hsa05166_Human_T-cell_leukemia_virus_1_infection,0.60918 
hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection,0.00001 
hsa05168_Herpes_simplex_virus_1_infection,1.00000 
hsa05169_Epstein-Barr_virus_infection,0.78642 
hsa05170_Human_immunodeficiency_virus_1_infection,0.29584 
hsa05171_Coronavirus_disease,0.02086 
hsa05202_Transcriptional_misregulation_in_cancer,1.00000 
hsa05203_Viral_carcinogenesis,0.35992 
hsa05204_Chemical_carcinogenesis,0.00000 
hsa05205_Proteoglycans_in_cancer,0.02845 
hsa05206_MicroRNAs_in_cancer,0.00046 
hsa05207_Chemical_carcinogenesis,0.49835 
hsa05210_Colorectal_cancer,0.70471 
hsa05211_Renal_cell_carcinoma,0.87768 
hsa05212_Pancreatic_cancer,0.63203 
hsa05213_Endometrial_cancer,0.61007 
hsa05214_Glioma,0.60974 
hsa05215_Prostate_cancer,0.01303 
hsa05216_Thyroid_cancer,0.97460 
hsa05217_Basal_cell_carcinoma,0.60999 
hsa05218_Melanoma,0.61000 
hsa05219_Bladder_cancer,0.36491 
hsa05220_Chronic_myeloid_leukemia,0.09194 
hsa05221_Acute_myeloid_leukemia,0.77341 
hsa05222_Small_cell_lung_cancer,0.36346 
hsa05223_Non-small_cell_lung_cancer,0.63721 
hsa05224_Breast_cancer,0.61155 
hsa05225_Hepatocellular_carcinoma,0.69361 
hsa05226_Gastric_cancer,0.95849 
hsa05230_Central_carbon_metabolism_in_cancer,0.94337 
hsa05231_Choline_metabolism_in_cancer,0.99886 
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,0.98037 
hsa05310_Asthma,0.04425 
hsa05320_Autoimmune_thyroid_disease,0.61143 
hsa05321_Inflammatory_bowel_disease,0.00243 
hsa05322_Systemic_lupus_erythematosus,0.95086 
hsa05323_Rheumatoid_arthritis,0.27621 
hsa05330_Allograft_rejection,0.61044 
hsa05332_Graft-versus-host_disease,0.49177 
hsa05340_Primary_immunodeficiency,0.00472 
hsa05410_Hypertrophic_cardiomyopathy,0.54961 
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,0.00014 
hsa05414_Dilated_cardiomyopathy,0.54952 
hsa05415_Diabetic_cardiomyopathy,0.99998 
hsa05416_Viral_myocarditis,0.09903 
hsa05417_Lipid_and_atherosclerosis,0.00359 
hsa05418_Fluid_shear_stress_and_atherosclerosis,0.98567 
