"GSE16759.GENE.SET","GSE16759.MEAN.ABS.T0","GSE16759.PADOG0","GSE16759.P.MEAN.ABS.T","GSE16759.PVAL"
"hsa00790_Folate_biosynthesis",1.31,1.39,0.203,0.145
"hsa05210_Colorectal_cancer",1.15,-2.48,0.087,0.145
"hsa05417_Lipid_and_atherosclerosis",0.82,-2.68,0.42,0.159
"hsa05135_Yersinia_infection",1.26,-1.67,0.246,0.159
"hsa00190_Oxidative_phosphorylation",4.4,3.74,0.217,0.159
"hsa05415_Diabetic_cardiomyopathy",4.03,1.91,0.188,0.159
"hsa05219_Bladder_cancer",1.7,-0.952,0.0725,0.159
"hsa00280_Valine,_leucine_and_isoleucine_degradation",2.9,2.82,0.203,0.174
"hsa04130_SNARE_interactions_in_vesicular_transport",1.82,2,0.174,0.174
"hsa04940_Type_I_diabetes_mellitus",2.26,1.14,0.116,0.174
"hsa00740_Riboflavin_metabolism",1.07,1.1,0.217,0.188
"hsa05330_Allograft_rejection",1.74,0.612,0.217,0.188
"hsa05146_Amoebiasis",1.09,-0.944,0.217,0.188
"hsa00450_Selenocompound_metabolism",1.37,1.45,0.188,0.188
"hsa04145_Phagosome",2.75,1.94,0.159,0.188
"hsa04122_Sulfur_relay_system",1.38,1.44,0.159,0.188
"hsa01521_EGFR_tyrosine_kinase_inhibitor_resistance",1.08,-2.32,0.159,0.188
"hsa05332_Graft-versus-host_disease",2.53,1.27,0.145,0.188
"hsa03013_RNA_transport",2.75,3.02,0.13,0.188
"hsa05100_Bacterial_invasion_of_epithelial_cells",2.24,0.924,0.101,0.188
"hsa04918_Thyroid_hormone_synthesis",0.569,-1.76,0.319,0.203
"hsa05110_Vibrio_cholerae_infection",1.27,0.419,0.29,0.203
"hsa01230_Biosynthesis_of_amino_acids",1.94,1.89,0.232,0.203
"hsa05211_Renal_cell_carcinoma",1.57,-1.34,0.116,0.203
"hsa05230_Central_carbon_metabolism_in_cancer",1.84,-0.503,0.058,0.203
"hsa05145_Toxoplasmosis",0.877,-1.53,0.42,0.217
"hsa05020_Prion_disease",4.66,2.11,0.246,0.217
"hsa04510_Focal_adhesion",1.44,-0.882,0.246,0.217
"hsa04720_Long-term_potentiation",1.56,-2.17,0.246,0.217
"hsa01210_2-Oxocarboxylic_acid_metabolism",1.18,1.15,0.232,0.232
"hsa03008_Ribosome_biogenesis_in_eukaryotes",1.52,1.73,0.174,0.232
"hsa05162_Measles",0.2,-2.13,0.406,0.246
"hsa05012_Parkinson_disease",3.77,2.05,0.304,0.246
"hsa04917_Prolactin_signaling_pathway",0.749,-2.35,0.304,0.246
"hsa04722_Neurotrophin_signaling_pathway",0.953,-2.52,0.275,0.246
"hsa04668_TNF_signaling_pathway",1.27,-1.44,0.203,0.246
"hsa04929_GnRH_secretion",1.6,-1.63,0.0725,0.246
"hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection",1.02,-0.501,0.406,0.261
"hsa04913_Ovarian_steroidogenesis",0.383,-1.04,0.319,0.261
"hsa04621_NOD-like_receptor_signaling_pathway",1.48,-0.621,0.29,0.261
"hsa04146_Peroxisome",2.29,2.4,0.232,0.261
"hsa04966_Collecting_duct_acid_secretion",1.7,1.53,0.232,0.261
"hsa05416_Viral_myocarditis",1.6,0.33,0.203,0.261
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.352,-4.1,0.391,0.275
"hsa04217_Necroptosis",0.8,-0.335,0.275,0.275
"hsa04650_Natural_killer_cell_mediated_cytotoxicity",1.28,-1.4,0.188,0.275
"hsa04120_Ubiquitin_mediated_proteolysis",0.177,0.286,0.348,0.29
"hsa00650_Butanoate_metabolism",0.8,0.76,0.319,0.29
"hsa05203_Viral_carcinogenesis",0.554,-1.81,0.304,0.29
"hsa05231_Choline_metabolism_in_cancer",1.35,-1.37,0.261,0.29
"hsa00532_Glycosaminoglycan_biosynthesis",0.797,0.944,0.232,0.29
"hsa05140_Leishmaniasis",0.412,-1.64,0.333,0.304
"hsa04270_Vascular_smooth_muscle_contraction",0.484,-2.35,0.348,0.319
"hsa00062_Fatty_acid_elongation",1.43,1.47,0.319,0.319
"hsa05010_Alzheimer_disease",2.51,-0.412,0.319,0.319
"hsa00270_Cysteine_and_methionine_metabolism",1.02,1.05,0.261,0.319
"hsa03010_Ribosome",-0.0449,0.252,0.261,0.319
"hsa00562_Inositol_phosphate_metabolism",1.03,0.233,0.232,0.319
"hsa05163_Human_cytomegalovirus_infection",0.133,-4.53,0.536,0.333
"hsa04630_JAK-STAT_signaling_pathway",-0.424,-1.85,0.449,0.333
"hsa05152_Tuberculosis",0.167,-2.4,0.449,0.333
"hsa00120_Primary_bile_acid_biosynthesis",0.167,0.247,0.391,0.333
"hsa00830_Retinol_metabolism",-0.145,-0.133,0.391,0.333
"hsa04723_Retrograde_endocannabinoid_signaling",1.7,-0.896,0.362,0.333
"hsa04140_Autophagy",0.421,-1.72,0.362,0.333
"hsa05168_Herpes_simplex_virus_1_infection",-0.819,-1.76,0.362,0.333
"hsa03030_DNA_replication",0.275,0.351,0.348,0.333
"hsa05160_Hepatitis_C",0.111,-2.79,0.333,0.333
"hsa04730_Long-term_depression",1.63,-1.55,0.174,0.333
"hsa03420_Nucleotide_excision_repair",0.825,0.886,0.377,0.348
"hsa00480_Glutathione_metabolism",1.51,1.53,0.348,0.348
"hsa03020_RNA_polymerase",0.0332,0.155,0.348,0.348
"hsa00730_Thiamine_metabolism",0.724,0.791,0.29,0.348
"hsa04622_RIG-I-like_receptor_signaling_pathway",-0.867,-2.1,0.652,0.362
"hsa05014_Amyotrophic_lateral_sclerosis",2.39,1.35,0.362,0.362
"hsa05164_Influenza_A",0.92,-1.65,0.362,0.362
"hsa04919_Thyroid_hormone_signaling_pathway",0.594,-2.08,0.333,0.362
"hsa05016_Huntington_disease",2.92,1.56,0.304,0.362
"hsa05216_Thyroid_cancer",1.25,-1.15,0.159,0.362
"hsa04216_Ferroptosis",1.16,1.1,0.377,0.377
"hsa01212_Fatty_acid_metabolism",2.14,2.07,0.348,0.377
"hsa05320_Autoimmune_thyroid_disease",0.294,-0.744,0.319,0.377
"hsa04068_FoxO_signaling_pathway",0.276,-2.52,0.29,0.377
"hsa05130_Pathogenic_Escherichia_coli_infection",0.49,-1.22,0.449,0.391
"hsa00330_Arginine_and_proline_metabolism",0.935,0.873,0.391,0.391
"hsa03450_Non-homologous_end-joining",0.406,0.504,0.362,0.391
"hsa04934_Cushing_syndrome",0.221,-2.65,0.348,0.391
"hsa05223_Non-small_cell_lung_cancer",0.617,-2.66,0.304,0.391
"hsa04659_Th17_cell_differentiation",-0.163,-2.34,0.493,0.406
"hsa00051_Fructose_and_mannose_metabolism",0.382,0.358,0.435,0.406
"hsa03430_Mismatch_repair",0.0129,0.0404,0.406,0.406
"hsa00410_beta-Alanine_metabolism",1.08,0.936,0.377,0.406
"hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications",1.03,-2.34,0.377,0.406
"hsa00380_Tryptophan_metabolism",0.735,0.584,0.449,0.42
"hsa04979_Cholesterol_metabolism",0.34,0.285,0.42,0.42
"hsa00513_Various_types_of_N-glycan_biosynthesis",0.169,0.285,0.42,0.42
"hsa01240_Biosynthesis_of_cofactors",0.723,0.817,0.391,0.42
"hsa05017_Spinocerebellar_ataxia",0.869,-0.937,0.435,0.435
"hsa04910_Insulin_signaling_pathway",0.0896,-2.58,0.435,0.435
"hsa01040_Biosynthesis_of_unsaturated_fatty_acids",0.92,0.944,0.348,0.435
"hsa05022_Pathways_of_neurodegeneration",2.05,-0.496,0.449,0.449
"hsa04012_ErbB_signaling_pathway",0.24,-3.17,0.449,0.449
"hsa00510_N-Glycan_biosynthesis",0.315,0.469,0.42,0.449
"hsa04150_mTOR_signaling_pathway",0.438,-1.81,0.304,0.449
"hsa04658_Th1_and_Th2_cell_differentiation",0.0906,-1.99,0.493,0.464
"hsa05142_Chagas_disease",0.453,-2.82,0.493,0.464
"hsa04672_Intestinal_immune_network_for_IgA_production",-0.134,-0.85,0.464,0.464
"hsa00071_Fatty_acid_degradation",1.21,1,0.435,0.464
"hsa04666_Fc_gamma_R-mediated_phagocytosis",1.42,-0.637,0.319,0.464
"hsa04914_Progesterone-mediated_oocyte_maturation",0.727,-2.45,0.232,0.464
"hsa00910_Nitrogen_metabolism",0.27,0.32,0.536,0.478
"hsa03440_Homologous_recombination",-0.468,-0.384,0.507,0.478
"hsa04015_Rap1_signaling_pathway",0.844,-2.35,0.493,0.478
"hsa00920_Sulfur_metabolism",0.524,0.598,0.478,0.478
"hsa00430_Taurine_and_hypotaurine_metabolism",0.0686,0.121,0.551,0.493
"hsa04924_Renin_secretion",0.265,-2.09,0.522,0.493
"hsa04371_Apelin_signaling_pathway",0.658,-2.42,0.522,0.493
"hsa05321_Inflammatory_bowel_disease",-0.393,-1.54,0.493,0.493
"hsa00100_Steroid_biosynthesis",0.205,0.316,0.464,0.493
"hsa03050_Proteasome",-0.0907,-0.248,0.464,0.493
"hsa05170_Human_immunodeficiency_virus_1_infection",-0.284,-3.79,0.435,0.493
"hsa00970_Aminoacyl-tRNA_biosynthesis",0.339,0.528,0.406,0.493
"hsa04664_Fc_epsilon_RI_signaling_pathway",0.375,-2.88,0.319,0.493
"hsa05222_Small_cell_lung_cancer",-0.11,-1.99,0.681,0.507
"hsa04728_Dopaminergic_synapse",-0.276,-3.09,0.623,0.507
"hsa05221_Acute_myeloid_leukemia",0.427,-2.52,0.362,0.507
"hsa02010_ABC_transporters",-0.211,-0.0776,0.58,0.522
"hsa04613_Neutrophil_extracellular_trap_formation",-0.595,-2.49,0.565,0.522
"hsa00061_Fatty_acid_biosynthesis",0.496,0.486,0.522,0.522
"hsa05144_Malaria",0.0824,-0.632,0.522,0.522
"hsa04072_Phospholipase_D_signaling_pathway",0.514,-2.41,0.522,0.522
"hsa00310_Lysine_degradation",0.52,0.552,0.493,0.522
"hsa00130_Ubiquinone_and_other_terpenoid-quinone_biosynthesis",0.0944,0.158,0.464,0.522
"hsa04625_C-type_lectin_receptor_signaling_pathway",-0.305,-3.75,0.623,0.536
"hsa00030_Pentose_phosphate_pathway",0.236,0.21,0.565,0.536
"hsa00760_Nicotinate_and_nicotinamide_metabolism",-0.349,-0.242,0.565,0.536
"hsa04530_Tight_junction",-0.554,-1.49,0.565,0.536
"hsa00010_Glycolysis_/_Gluconeogenesis",0.531,0.327,0.507,0.536
"hsa00531_Glycosaminoglycan_degradation",-0.195,-0.138,0.507,0.536
"hsa05171_Coronavirus_disease",-2.07,-3.91,0.638,0.551
"hsa00564_Glycerophospholipid_metabolism",-0.188,-0.178,0.609,0.551
"hsa04931_Insulin_resistance",-0.0812,-2,0.609,0.551
"hsa00072_Synthesis_and_degradation_of_ketone_bodies",0.023,0.00689,0.493,0.551
"hsa00232_Caffeine_metabolism",-0.395,-0.411,0.594,0.565
"hsa04260_Cardiac_muscle_contraction",-0.0368,-0.536,0.594,0.565
"hsa04975_Fat_digestion_and_absorption",-0.789,-0.831,0.594,0.565
"hsa05165_Human_papillomavirus_infection",-0.662,-3.15,0.594,0.565
"hsa04261_Adrenergic_signaling_in_cardiomyocytes",-0.751,-3.47,0.594,0.565
"hsa05215_Prostate_cancer",-0.302,-3.54,0.594,0.565
"hsa04614_Renin-angiotensin_system",-0.654,-0.601,0.536,0.565
"hsa04670_Leukocyte_transendothelial_migration",0.144,-1.44,0.507,0.565
"hsa04350_TGF-beta_signaling_pathway",0.0628,-0.83,0.478,0.565
"hsa04520_Adherens_junction",0.411,-0.806,0.42,0.565
"hsa03022_Basal_transcription_factors",-0.308,-0.161,0.58,0.58
"hsa04070_Phosphatidylinositol_signaling_system",0.235,-1.35,0.58,0.58
"hsa00670_One_carbon_pool_by_folate",-0.32,-0.246,0.623,0.594
"hsa00440_Phosphonate_and_phosphinate_metabolism",-0.707,-0.674,0.623,0.594
"hsa05220_Chronic_myeloid_leukemia",0.114,-3.25,0.42,0.594
"hsa04810_Regulation_of_actin_cytoskeleton",0.536,-1.33,0.391,0.594
"hsa00400_Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",-0.34,-0.401,0.725,0.609
"hsa05133_Pertussis",-0.207,-2.58,0.696,0.609
"hsa03320_PPAR_signaling_pathway",-0.943,-0.974,0.667,0.609
"hsa04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor",-0.286,-0.611,0.609,0.609
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",-0.24,-3.35,0.406,0.609
"hsa00040_Pentose_and_glucuronate_interconversions",-0.494,-0.566,0.623,0.623
"hsa05310_Asthma",-0.739,-1.46,0.594,0.623
"hsa04071_Sphingolipid_signaling_pathway",0.214,-2.99,0.304,0.623
"hsa04974_Protein_digestion_and_absorption",-1.08,-1.03,0.696,0.638
"hsa05030_Cocaine_addiction",-0.641,-2.08,0.638,0.638
"hsa04010_MAPK_signaling_pathway",-0.0833,-2.46,0.609,0.638
"hsa04926_Relaxin_signaling_pathway",0.312,-3.66,0.609,0.638
"hsa04930_Type_II_diabetes_mellitus",-0.0535,-2.21,0.377,0.638
"hsa04215_Apoptosis",0.0311,-0.982,0.71,0.652
"hsa04210_Apoptosis",0.0421,-2.59,0.71,0.652
"hsa05169_Epstein-Barr_virus_infection",-0.387,-2.96,0.71,0.652
"hsa04713_Circadian_entrainment",-0.378,-3.35,0.652,0.652
"hsa00340_Histidine_metabolism",-0.449,-0.514,0.623,0.652
"hsa04514_Cell_adhesion_molecules",0.277,-0.0976,0.594,0.652
"hsa00900_Terpenoid_backbone_biosynthesis",-0.422,-0.341,0.594,0.652
"hsa04360_Axon_guidance",-0.0713,-1.79,0.565,0.652
"hsa05214_Glioma",-0.0297,-3.76,0.536,0.652
"hsa04640_Hematopoietic_cell_lineage",-0.91,-1.53,0.725,0.667
"hsa05212_Pancreatic_cancer",-0.274,-3.6,0.681,0.667
"hsa05322_Systemic_lupus_erythematosus",-0.817,-1.21,0.667,0.667
"hsa04115_p53_signaling_pathway",-0.272,-1.01,0.768,0.681
"hsa04662_B_cell_receptor_signaling_pathway",-0.497,-3.19,0.768,0.681
"hsa00860_Porphyrin_and_chlorophyll_metabolism",-0.505,-0.516,0.681,0.681
"hsa05161_Hepatitis_B",-0.632,-4.35,0.652,0.681
"hsa04022_cGMP-PKG_signaling_pathway",-0.503,-3.38,0.609,0.681
"hsa00220_Arginine_biosynthesis",0.276,0.107,0.565,0.681
"hsa04611_Platelet_activation",-0.115,-3.19,0.536,0.681
"hsa04620_Toll-like_receptor_signaling_pathway",-0.701,-3.46,0.783,0.696
"hsa04380_Osteoclast_differentiation",-0.762,-3.22,0.754,0.696
"hsa00230_Purine_metabolism",0.109,-0.239,0.696,0.696
"hsa04727_GABAergic_synapse",-0.155,-1.64,0.696,0.696
"hsa04114_Oocyte_meiosis",-0.662,-2.81,0.667,0.696
"hsa04744_Phototransduction",-1.03,-1.56,0.797,0.71
"hsa00140_Steroid_hormone_biosynthesis",-1.09,-1.09,0.739,0.71
"hsa04142_Lysosome",-0.401,-0.251,0.71,0.71
"hsa00561_Glycerolipid_metabolism",-0.229,-0.197,0.681,0.71
"hsa04014_Ras_signaling_pathway",-0.298,-2.97,0.681,0.71
"hsa04920_Adipocytokine_signaling_pathway",-0.896,-2.02,0.812,0.725
"hsa04721_Synaptic_vesicle_cycle",-0.673,-0.731,0.754,0.725
"hsa05225_Hepatocellular_carcinoma",-0.705,-3.36,0.725,0.725
"hsa00750_Vitamin_B6_metabolism",-0.371,-0.355,0.768,0.739
"hsa00053_Ascorbate_and_aldarate_metabolism",-0.91,-1.1,0.739,0.739
"hsa04136_Autophagy",-0.768,-0.967,0.71,0.739
"hsa05167_Kaposi_sarcoma-associated_herpesvirus_infection",-0.355,-4.19,0.681,0.739
"hsa04724_Glutamatergic_synapse",-0.357,-2.89,0.667,0.739
"hsa00250_Alanine,_aspartate_and_glutamate_metabolism",-0.312,-0.298,0.783,0.754
"hsa00603_Glycosphingolipid_biosynthesis",-0.83,-0.783,0.783,0.754
"hsa00590_Arachidonic_acid_metabolism",-0.816,-0.929,0.754,0.754
"hsa04750_Inflammatory_mediator_regulation_of_TRP_channels",-0.443,-3.82,0.754,0.754
"hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption",-1.08,-2.54,0.696,0.754
"hsa00240_Pyrimidine_metabolism",-0.629,-0.522,0.826,0.768
"hsa04925_Aldosterone_synthesis_and_secretion",-1.01,-3.61,0.797,0.768
"hsa00260_Glycine,_serine_and_threonine_metabolism",-0.843,-0.838,0.739,0.768
"hsa04911_Insulin_secretion",-0.553,-2.9,0.71,0.768
"hsa04960_Aldosterone-regulated_sodium_reabsorption",0.0673,-2.13,0.536,0.768
"hsa05218_Melanoma",0.208,-2.82,0.507,0.768
"hsa05033_Nicotine_addiction",-1.02,-1.14,0.928,0.783
"hsa05418_Fluid_shear_stress_and_atherosclerosis",-0.119,-2.2,0.928,0.783
"hsa04950_Maturity_onset_diabetes_of_the_young",-1.14,-1.09,0.841,0.783
"hsa05034_Alcoholism",-0.896,-2.92,0.783,0.783
"hsa04064_NF-kappa_B_signaling_pathway",-1.16,-2.14,0.884,0.797
"hsa05206_MicroRNAs_in_cancer",-0.681,-2.95,0.826,0.797
"hsa04740_Olfactory_transduction",-2.96,-3.34,0.826,0.797
"hsa00533_Glycosaminoglycan_biosynthesis",-1.62,-1.57,0.768,0.797
"hsa05143_African_trypanosomiasis",-0.426,-2.01,0.754,0.797
"hsa04310_Wnt_signaling_pathway",-1.09,-2.64,0.783,0.812
"hsa05205_Proteoglycans_in_cancer",-0.518,-3.52,0.768,0.812
"hsa04623_Cytosolic_DNA-sensing_pathway",-1.01,-1.82,0.841,0.826
"hsa04151_PI3K-Akt_signaling_pathway",-1.04,-3.35,0.797,0.826
"hsa05226_Gastric_cancer",-1,-3.64,0.913,0.841
"hsa04923_Regulation_of_lipolysis_in_adipocytes",-1.46,-3.7,0.899,0.841
"hsa00511_Other_glycan_degradation",-1.4,-1.33,0.87,0.841
"hsa04922_Glucagon_signaling_pathway",-1.04,-3.07,0.87,0.841
"hsa05207_Chemical_carcinogenesis",-1.02,-3.97,0.87,0.841
"hsa04060_Cytokine-cytokine_receptor_interaction",-2.24,-2.58,0.841,0.841
"hsa04020_Calcium_signaling_pathway",-1.39,-3.13,0.841,0.841
"hsa01524_Platinum_drug_resistance",-1.01,-2.86,0.797,0.841
"hsa00471_D-Glutamine_and_D-glutamate_metabolism",-0.716,-0.742,0.783,0.841
"hsa04912_GnRH_signaling_pathway",-0.303,-4.32,0.783,0.841
"hsa04062_Chemokine_signaling_pathway",-0.298,-3.58,0.754,0.841
"hsa04110_Cell_cycle",-1.62,-2.17,0.942,0.855
"hsa00520_Amino_sugar_and_nucleotide_sugar_metabolism",-0.982,-0.893,0.884,0.855
"hsa04392_Hippo_signaling_pathway",-1.31,-1.24,0.855,0.855
"hsa05150_Staphylococcus_aureus_infection",-1.62,-1.98,0.855,0.855
"hsa00982_Drug_metabolism",-1.9,-2.05,0.855,0.855
"hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450",-1.93,-2.06,0.855,0.855
"hsa00600_Sphingolipid_metabolism",-0.624,-0.512,0.826,0.855
"hsa04540_Gap_junction",-0.587,-3.84,0.826,0.855
"hsa04390_Hippo_signaling_pathway",-1.76,-2.44,0.899,0.87
"hsa04512_ECM-receptor_interaction",-1.02,-1.17,0.884,0.87
"hsa00524_Neomycin,_kanamycin_and_gentamicin_biosynthesis",-0.888,-0.992,0.87,0.87
"hsa00983_Drug_metabolism",-1.25,-1.32,0.87,0.87
"hsa04340_Hedgehog_signaling_pathway",-1.43,-1.88,0.87,0.87
"hsa05202_Transcriptional_misregulation_in_cancer",-1.38,-1.76,0.942,0.884
"hsa00512_Mucin_type_O-glycan_biosynthesis",-1.59,-1.47,0.884,0.884
"hsa00052_Galactose_metabolism",-1.56,-1.64,0.884,0.884
"hsa04972_Pancreatic_secretion",-1.33,-3.11,0.826,0.884
"hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells",-1.18,-3.12,0.826,0.884
"hsa05032_Morphine_addiction",-1.21,-2.55,0.928,0.899
"hsa05224_Breast_cancer",-1.21,-3.85,0.928,0.899
"hsa00592_alpha-Linolenic_acid_metabolism",-1.11,-1.41,0.899,0.899
"hsa00565_Ether_lipid_metabolism",-1.28,-1.41,0.899,0.899
"hsa00514_Other_types_of_O-glycan_biosynthesis",-1.67,-1.54,0.899,0.899
"hsa04971_Gastric_acid_secretion",-1.39,-3.86,0.899,0.899
"hsa04610_Complement_and_coagulation_cascades",-1.68,-1.61,0.87,0.899
"hsa04916_Melanogenesis",-1.08,-4.51,0.754,0.899
"hsa00591_Linoleic_acid_metabolism",-1.73,-1.99,0.942,0.913
"hsa05031_Amphetamine_addiction",-1.59,-3.65,0.884,0.913
"hsa04964_Proximal_tubule_bicarbonate_reclamation",-0.793,-0.924,0.957,0.928
"hsa05410_Hypertrophic_cardiomyopathy",-2.69,-3.28,0.957,0.928
"hsa04080_Neuroactive_ligand-receptor_interaction",-4.58,-4.42,0.957,0.928
"hsa00515_Mannose_type_O-glycan_biosynthesis",-1.86,-1.77,0.928,0.928
"hsa05204_Chemical_carcinogenesis",-2.66,-2.79,0.928,0.928
"hsa05414_Dilated_cardiomyopathy",-2.65,-3.87,0.928,0.928
"hsa04660_T_cell_receptor_signaling_pathway",-1.1,-4.29,0.855,0.928
"hsa04921_Oxytocin_signaling_pathway",-1.44,-4.9,0.812,0.928
"hsa04024_cAMP_signaling_pathway",-1.87,-4.77,0.884,0.942
"hsa04725_Cholinergic_synapse",-0.897,-4.59,0.826,0.942
"hsa00500_Starch_and_sucrose_metabolism",-1.65,-1.65,0.986,0.957
"hsa00601_Glycosphingolipid_biosynthesis",-2.83,-2.74,0.986,0.957
"hsa05340_Primary_immunodeficiency",-2.15,-2.27,0.971,0.957
"hsa00604_Glycosphingolipid_biosynthesis",-1.81,-1.76,0.957,0.957
"hsa01523_Antifolate_resistance",-1.51,-2.05,0.957,0.957
"hsa04657_IL-17_signaling_pathway",-1.44,-3.19,0.957,0.957
"hsa04330_Notch_signaling_pathway",-1.36,-1.36,0.928,0.957
"hsa04978_Mineral_absorption",-2.29,-2.28,0.971,0.971
"hsa04976_Bile_secretion",-1.78,-2.77,0.971,0.971
"hsa04973_Carbohydrate_digestion_and_absorption",-1.94,-3.58,1,0.986
"hsa00360_Phenylalanine_metabolism",-2.1,-2.15,0.986,0.986
"hsa00350_Tyrosine_metabolism",-2.36,-2.4,0.986,0.986
"hsa05217_Basal_cell_carcinoma",-2.43,-3.16,0.986,0.986
"hsa00534_Glycosaminoglycan_biosynthesis",-2.2,-2.1,1,1
"hsa04742_Taste_transduction",-2.23,-3.26,1,1
"hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy",-3.07,-3.44,1,1
"hsa04970_Salivary_secretion",-2.2,-4.3,0.971,1
"hsa04726_Serotonergic_synapse",-1.33,-4.07,0.942,1
